year.x,month,day,mean temperature kelvin,sst,mean temperature uncertainty,fraction of sea-ice-covered ocean,Date,monthly_date,Latitude,Longitude,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year.y,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,DHW_value,accum_DHW_12weeks
1981,9,1,300.47,27.3200012207031,0.19,0,1981-09-01,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.623447436506126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,2,300.39999,27.2499938964844,0.19,0,1981-09-02,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.6934547607248263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,3,300.34,27.1899963378906,0.19,0,1981-09-03,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.753452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,4,300.26999,27.1199890136719,0.19,0,1981-09-04,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.8234596435373263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,5,300.16998,27.0199829101563,0.19,0,1981-09-05,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.9234657470529264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,6,300.28,27.1299987792969,0.19,0,1981-09-06,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.8134498779123263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,7,300.75,27.6,0.19,0,1981-09-07,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.3434486572092261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,8,301.06,27.9099975585938,0.19,0,1981-09-08,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.0334510986154264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,9,301.17999,28.0299926757813,0.19,0,1981-09-09,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.9134559814279264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,10,301.25998,28.1099792480469,0.19,0,1981-09-10,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.8334694091623263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,11,301.25998,28.1099792480469,0.19,0,1981-09-11,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.8334694091623263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,12,301.19998,28.0499816894531,0.19,0,1981-09-12,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.893466967756126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,13,301.16998,28.0199829101563,0.19,0,1981-09-13,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.9234657470529264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,14,301.12,27.9699951171875,0.19,0,1981-09-14,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.9734535400217261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,15,301.09,27.9399963378906,0.19,0,1981-09-15,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.003452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,16,301.25998,28.1099792480469,0.19,0,1981-09-16,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.8334694091623263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,17,301.34,28.1899963378906,0.19,0,1981-09-17,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.753452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,18,301.25998,28.1099792480469,0.19,0,1981-09-18,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.8334694091623263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,19,301.17999,28.0299926757813,0.19,0,1981-09-19,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.9134559814279264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,20,300.95999,27.8099914550781,0.19,0,1981-09-20,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.133457202131126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,21,300.76999,27.6199890136719,0.19,0,1981-09-21,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.3234596435373263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,22,300.79999,27.6499877929688,0.19,0,1981-09-22,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.2934608642404264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,23,300.88,27.7300048828125,0.19,0,1981-09-23,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.2134437743967261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,24,300.88998,27.7399841308594,0.19,0,1981-09-24,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-1.2034645263498263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,25,301.41998,28.2699829101563,0.19,0,1981-09-25,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.6734657470529264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,26,301.53998,28.3899780273438,0.19,0,1981-09-26,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.5534706298654264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,27,301.48999,28.339990234375,0.19,0,1981-09-27,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.6034584228342261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,28,301.41,28.2600036621094,0.19,0,1981-09-28,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.6834449950998263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,29,301.38,28.2300048828125,0.19,0,1981-09-29,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.7134437743967261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,9,30,301.89999,28.7499938964844,0.19,0,1981-09-30,1981-Sep,-14.0788,121.978,29.679999336600304,2019-01-01,-0.19345476072482626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,1,302.35001,29.2000061035156,0.19,0,1981-10-01,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.256557446306374,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,2,302.28998,29.1399780273438,0.19,0,1981-10-02,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.1965293701345736,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,3,301.22,28.0700012207031,0.19,0,1981-10-03,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.873447436506126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,4,301.00998,27.8599792480469,0.19,0,1981-10-04,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-1.0834694091623263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,5,300.94998,27.7999816894531,0.19,0,1981-10-05,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-1.143466967756126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,6,301.25,28.1,0.19,0,1981-10-06,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.8434486572092261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,7,301.31,28.1599975585938,0.19,0,1981-10-07,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.7834510986154264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,8,301.59,28.4399963378906,0.19,0,1981-10-08,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.503452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,9,301.78998,28.6399780273438,0.19,0,1981-10-09,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.3034706298654264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,10,301.70999,28.5599914550781,0.19,0,1981-10-10,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.383457202131126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,11,301.41,28.2600036621094,0.19,0,1981-10-11,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.6834449950998263,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,12,301.69998,28.5499816894531,0.19,0,1981-10-12,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.393466967756126,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,13,301.84,28.6899963378906,0.19,0,1981-10-13,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.253452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,14,301.94,28.7900024414063,0.19,0,1981-10-14,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.1534462158029264,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,15,301.89999,28.7499938964844,0.19,0,1981-10-15,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.19345476072482626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,16,301.78,28.6299987792969,0.19,0,1981-10-16,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.31344987791232626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,17,301.73999,28.589990234375,0.19,0,1981-10-17,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.3534584228342261,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,18,301.84,28.6899963378906,0.19,0,1981-10-18,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.253452319318626,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,19,302,28.85,0.19,0,1981-10-19,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,-0.09344865720922613,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,20,302.44,29.2900024414063,0.19,0,1981-10-20,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.3465537841970736,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,21,302.63,29.4800048828125,0.19,0,1981-10-21,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.5365562256032739,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,22,302.69998,29.5499816894531,0.19,0,1981-10-22,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.606533032243874,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,23,302.69998,29.5499816894531,0.19,0,1981-10-23,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.606533032243874,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
1981,10,24,302.59,29.4399963378906,0.19,0,1981-10-24,1981-Oct,-14.0788,121.978,29.679999336600304,2019-01-01,0.496547680681374,0,0,1988,28.943448657209228,1985_to_1990,0,0,1,0,0
