sst,Latitude,Longitude,Date,Data_Type,Site,Reef_Site,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,DHW_value,accum_DHW_12weeks
28.11,-21.9,113.97,2011-03-20,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.259082128290693,0,0,1988,25.850917871709306,1985_to_1990,2.259082128290693,0.32272601832724185,1,1.3227260183272418,16.710263240335067
27.88,-21.9,113.97,2011-03-21,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.0290821282906926,0,0,1988,25.850917871709306,1985_to_1990,2.0290821282906926,0.28986887547009893,1,1.2898688754700989,16.709242832171803
27.79,-21.9,113.97,2011-03-22,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.9390821282906927,0,0,1988,25.850917871709306,1985_to_1990,1.9390821282906927,0.2770117326129561,1,1.277011732612956,16.706793852579967
28.310000000000002,-21.9,113.97,2011-03-23,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.459082128290696,0,0,1988,25.850917871709306,1985_to_1990,2.459082128290696,0.3512974468986708,1,1.3512974468986707,16.72312038319221
28.740000000000002,-21.9,113.97,2011-03-24,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.8890821282906956,0,0,1988,25.850917871709306,1985_to_1990,2.8890821282906956,0.4127260183272422,1,1.412726018327242,16.747406097477924
28.43,-21.9,113.97,2011-03-25,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.5790821282906933,0,0,1988,25.850917871709306,1985_to_1990,2.5790821282906933,0.3684403040415276,1,1.3684403040415276,16.761487730130987
28.28,-21.9,113.97,2011-03-26,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.4290821282906947,0,0,1988,25.850917871709306,1985_to_1990,2.4290821282906947,0.34701173261295637,1,1.3470117326129563,16.781895893396293
28.3,-21.9,113.97,2011-03-27,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.4490821282906943,0,0,1988,25.850917871709306,1985_to_1990,2.4490821282906943,0.3498688754700992,1,1.3498688754700991,16.804140791355476
28.47,-21.9,113.97,2011-03-28,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.6190821282906924,0,0,1988,25.850917871709306,1985_to_1990,2.6190821282906924,0.3741545897558132,1,1.3741545897558132,16.829446913804453
28.560000000000002,-21.9,113.97,2011-03-29,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.709082128290696,0,0,1988,25.850917871709306,1985_to_1990,2.709082128290696,0.38701173261295657,1,1.3870117326129565,16.85128364849833
