X1,parameter,site,site_id,subsite,subsite_id,series,series_id,lat,lon,depth,serial_num,from_date,thru_date,time,uncal_val,cal_val,qc_val,qc_flag,parameter_id,date,mean_SST
0,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-03-29T00:23:58Z,NA,29.2995,29.2995,1,1,2007-03-29,29.2447625
48,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-03-30T00:23:58Z,NA,29.2609,29.2609,1,1,2007-03-30,29.4153625
96,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-03-31T00:23:58Z,NA,29.4926,29.4926,1,1,2007-03-31,29.449947916666666
144,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-01T00:23:58Z,NA,29.2802,29.2802,1,1,2007-04-01,29.426216666666665
192,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-02T00:23:58Z,NA,29.396,29.396,1,1,2007-04-02,29.257639583333333
240,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-03T00:23:58Z,NA,29.2995,29.2995,1,1,2007-04-03,29.405708333333333
288,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-04T00:23:58Z,NA,29.3574,29.3574,1,1,2007-04-04,29.50749375
336,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-05T00:23:58Z,NA,29.2802,29.2802,1,1,2007-04-05,29.4982375
384,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-06T00:23:58Z,NA,29.2222,29.2222,1,1,2007-04-06,29.49783125
432,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-07T00:23:58Z,NA,29.5312,29.5312,1,1,2007-04-07,29.7126875
480,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-08T00:23:58Z,NA,29.5892,29.5892,1,1,2007-04-08,29.7935625
528,Water Temperature,Scott Reef,1098,SCOTTSL3,3989,SCOTTSL3,3989,-14.069,121.777,6,SST-6396,2007-03-28,2008-03-13,2007-04-09T00:23:58Z,NA,29.6278,29.6278,1,1,2007-04-09,29.726375
