sst,Latitude,Longitude,Date,Data_Type,Site,Reef_Site,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,DHW_value,accum_DHW_12weeks
29.53,-12.095,96.8805,1985-03-11,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.8335257296466985,1.1700006338953983,0.16714294769934263,1990,27.696474270353303,1985_to_1990,1.8335257296466985,0.2619322470923855,1,1.2619322470923855,0
29.31,-12.095,96.8805,1985-03-12,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.613525729646696,0,0,1990,27.696474270353303,1985_to_1990,1.613525729646696,0.23050367566381372,1,1.2305036756638137,0
28.72,-12.095,96.8805,1985-03-13,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.0235257296466962,0,0,1990,27.696474270353303,1985_to_1990,1.0235257296466962,0.14621796137809945,1,1.1462179613780994,0
28.42,-12.095,96.8805,1985-03-14,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.723525729646699,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
28.49,-12.095,96.8805,1985-03-15,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.7935257296466958,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
28.84,-12.095,96.8805,1985-03-16,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.1435257296466972,0,0,1990,27.696474270353303,1985_to_1990,1.1435257296466972,0.16336081852095674,1,1.1633608185209567,0
29.43,-12.095,96.8805,1985-03-17,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.733525729646697,1.070000633895397,0.15285723341362814,1990,27.696474270353303,1985_to_1990,1.733525729646697,0.247646532806671,1,1.247646532806671,0
29.72,-12.095,96.8805,1985-03-18,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,2.023525729646696,1.360000633895396,0.19428580484219943,1990,27.696474270353303,1985_to_1990,2.023525729646696,0.2890751042352423,1,1.2890751042352422,0
28.87,-12.095,96.8805,1985-03-19,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.1735257296466983,0,0,1990,27.696474270353303,1985_to_1990,1.1735257296466983,0.1676465328066712,1,1.1676465328066712,0
28.84,-12.095,96.8805,1985-03-20,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,1.1435257296466972,0,0,1990,27.696474270353303,1985_to_1990,1.1435257296466972,0.16336081852095674,1,1.1633608185209567,0
28.52,-12.095,96.8805,1985-03-21,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.8235257296466969,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
27.88,-12.095,96.8805,1985-03-22,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.18352572964669633,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
27.71,-12.095,96.8805,1985-03-23,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.013525729646698181,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
27.72,-12.095,96.8805,1985-03-24,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.023525729646696192,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,0
27.18,-12.095,96.8805,1985-03-25,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.516474270353303,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.35,-12.095,96.8805,1985-03-26,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.34647427035330125,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.57,-12.095,96.8805,1985-03-27,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.1264742703533024,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.47,-12.095,96.8805,1985-03-28,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.2264742703533038,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.51,-12.095,96.8805,1985-03-29,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.1864742703533011,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.62,-12.095,96.8805,1985-03-30,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.07647427035330168,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.71,-12.095,96.8805,1985-03-31,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.013525729646698181,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
28.26,-12.095,96.8805,1985-04-01,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.5635257296466989,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.78,-12.095,96.8805,1985-04-02,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.08352572964669847,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.57,-12.095,96.8805,1985-04-03,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.1264742703533024,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
27.51,-12.095,96.8805,1985-04-04,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,-0.1864742703533011,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
28.19,-12.095,96.8805,1985-04-05,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.4935257296466986,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
28.67,-12.095,96.8805,1985-04-06,Coral Core Sr/Ca Proxy,Cocos (Keeling) Islands,DAR3,28.359999366104603,2019-01-01,0.973525729646699,0,0,1990,27.696474270353303,1985_to_1990,0,0,1,0,3.9373692200382453
