sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,SCOTT_SS3_DHM
27.926659138997408,-13.6369,122.0267,1981-09-01,SCOTT_SS3,CCI,29.885085722899873,1981-Sep,-1.9584265839024653,0
28.927087402343766,-13.6369,122.0267,1981-10-01,SCOTT_SS3,CCI,29.885085722899873,1981-Oct,-0.9579983205561078,0
29.5806559244792,-13.6369,122.0267,1981-11-01,SCOTT_SS3,CCI,29.885085722899873,1981-Nov,-0.3044297984206743,0
29.34612131426413,-13.6369,122.0267,1981-12-01,SCOTT_SS3,CCI,29.885085722899873,1981-Dec,-0.5389644086357421,0
30.019349916519676,-13.6369,122.0267,1982-01-01,SCOTT_SS3,CCI,29.885085722899873,1982-Jan,0.1342641936198028,0.1342641936198028
28.69570639474053,-13.6369,122.0267,1982-02-01,SCOTT_SS3,CCI,29.885085722899873,1982-Feb,-1.1893793281593439,0
29.228381544543875,-13.6369,122.0267,1982-03-01,SCOTT_SS3,CCI,29.885085722899873,1982-Mar,-0.6567041783559979,0
29.541993204752618,-13.6369,122.0267,1982-04-01,SCOTT_SS3,CCI,29.885085722899873,1982-Apr,-0.3430925181472553,0
28.32837681924145,-13.6369,122.0267,1982-05-01,SCOTT_SS3,CCI,29.885085722899873,1982-May,-1.556708903658425,0
27.559660847981785,-13.6369,122.0267,1982-06-01,SCOTT_SS3,CCI,29.885085722899873,1982-Jun,-2.325424874918088,0
26.343222144342253,-13.6369,122.0267,1982-07-01,SCOTT_SS3,CCI,29.885085722899873,1982-Jul,-3.5418635785576207,0
25.874829495337707,-13.6369,122.0267,1982-08-01,SCOTT_SS3,CCI,29.885085722899873,1982-Aug,-4.0102562275621665,0
26.753657023111995,-13.6369,122.0267,1982-09-01,SCOTT_SS3,CCI,29.885085722899873,1982-Sep,-3.131428699787879,0
27.717415889616955,-13.6369,122.0267,1982-10-01,SCOTT_SS3,CCI,29.885085722899873,1982-Oct,-2.1676698332829183,0
29.697992960611998,-13.6369,122.0267,1982-11-01,SCOTT_SS3,CCI,29.885085722899873,1982-Nov,-0.1870927622878753,0
30.578056876890138,-13.6369,122.0267,1982-12-01,SCOTT_SS3,CCI,29.885085722899873,1982-Dec,0.6929711539902641,0.6929711539902641
29.648056325604863,-13.6369,122.0267,1983-01-01,SCOTT_SS3,CCI,29.885085722899873,1983-Jan,-0.23702939729501082,0
31.031780133928585,-13.6369,122.0267,1983-02-01,SCOTT_SS3,CCI,29.885085722899873,1983-Feb,1.1466944110287116,1.1466944110287116
30.176120684223807,-13.6369,122.0267,1983-03-01,SCOTT_SS3,CCI,29.885085722899873,1983-Mar,0.291034961323934,1.4377293723526456
30.094993082682308,-13.6369,122.0267,1983-04-01,SCOTT_SS3,CCI,29.885085722899873,1983-Apr,0.20990735978243436,1.64763673213508
28.426445548765138,-13.6369,122.0267,1983-05-01,SCOTT_SS3,CCI,29.885085722899873,1983-May,-1.458640174134736,0
26.97899576822918,-13.6369,122.0267,1983-06-01,SCOTT_SS3,CCI,29.885085722899873,1983-Jun,-2.906089954670694,0
26.315152863533278,-13.6369,122.0267,1983-07-01,SCOTT_SS3,CCI,29.885085722899873,1983-Jul,-3.5699328593665953,0
25.694510970577127,-13.6369,122.0267,1983-08-01,SCOTT_SS3,CCI,29.885085722899873,1983-Aug,-4.190574752322746,0
27.325660196940117,-13.6369,122.0267,1983-09-01,SCOTT_SS3,CCI,29.885085722899873,1983-Sep,-2.5594255259597567,0
28.532572887789833,-13.6369,122.0267,1983-10-01,SCOTT_SS3,CCI,29.885085722899873,1983-Oct,-1.3525128351100406,0
29.690326944986992,-13.6369,122.0267,1983-11-01,SCOTT_SS3,CCI,29.885085722899873,1983-Nov,-0.194758777912881,0
29.403862540952638,-13.6369,122.0267,1983-12-01,SCOTT_SS3,CCI,29.885085722899873,1983-Dec,-0.4812231819472359,0
29.33224861391131,-13.6369,122.0267,1984-01-01,SCOTT_SS3,CCI,29.885085722899873,1984-Jan,-0.5528371089885624,0
29.597235528354005,-13.6369,122.0267,1984-02-01,SCOTT_SS3,CCI,29.885085722899873,1984-Feb,-0.287850194545868,0
29.323217379662307,-13.6369,122.0267,1984-03-01,SCOTT_SS3,CCI,29.885085722899873,1984-Mar,-0.5618683432375668,0
29.220326741536475,-13.6369,122.0267,1984-04-01,SCOTT_SS3,CCI,29.885085722899873,1984-Apr,-0.6647589813633985,0
28.6548322123866,-13.6369,122.0267,1984-05-01,SCOTT_SS3,CCI,29.885085722899873,1984-May,-1.230253510513272,0
27.461994425455746,-13.6369,122.0267,1984-06-01,SCOTT_SS3,CCI,29.885085722899873,1984-Jun,-2.4230912974441274,0
26.394185515373,-13.6369,122.0267,1984-07-01,SCOTT_SS3,CCI,29.885085722899873,1984-Jul,-3.490900207526874,0
26.418700974987424,-13.6369,122.0267,1984-08-01,SCOTT_SS3,CCI,29.885085722899873,1984-Aug,-3.46638474791245,0
27.151657104492198,-13.6369,122.0267,1984-09-01,SCOTT_SS3,CCI,29.885085722899873,1984-Sep,-2.7334286184076753,0
28.12612304687502,-13.6369,122.0267,1984-10-01,SCOTT_SS3,CCI,29.885085722899873,1984-Oct,-1.7589626760248542,0
29.198660278320332,-13.6369,122.0267,1984-11-01,SCOTT_SS3,CCI,29.885085722899873,1984-Nov,-0.686425444579541,0
29.339346411920374,-13.6369,122.0267,1984-12-01,SCOTT_SS3,CCI,29.885085722899873,1984-Dec,-0.5457393109794992,0
