sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,SCOTTSL1_DHM
27.84332682291668,-14.0793,121.948,1981-09-01,SCOTTSL1,CCI,29.90560990557121,1981-Sep,-2.062283082654531,0
28.82902654832411,-14.0793,121.948,1981-10-01,SCOTTSL1,CCI,29.90560990557121,1981-Oct,-1.0765833572471024,0
29.43899332682293,-14.0793,121.948,1981-11-01,SCOTTSL1,CCI,29.90560990557121,1981-Nov,-0.46661657874827966,0
29.27676470356604,-14.0793,121.948,1981-12-01,SCOTTSL1,CCI,29.90560990557121,1981-Dec,-0.62884520200517,0
29.883862698462725,-14.0793,121.948,1982-01-01,SCOTTSL1,CCI,29.90560990557121,1982-Jan,-0.02174720710848632,0
28.704993547712068,-14.0793,121.948,1982-02-01,SCOTTSL1,CCI,29.90560990557121,1982-Feb,-1.2006163578591433,0
29.138057388797893,-14.0793,121.948,1982-03-01,SCOTTSL1,CCI,29.90560990557121,1982-Mar,-0.7675525167733177,0
29.50732727050782,-14.0793,121.948,1982-04-01,SCOTTSL1,CCI,29.90560990557121,1982-Apr,-0.3982826350633921,0
28.316765372983884,-14.0793,121.948,1982-05-01,SCOTTSL1,CCI,29.90560990557121,1982-May,-1.588844532587327,0
27.50999348958335,-14.0793,121.948,1982-06-01,SCOTTSL1,CCI,29.90560990557121,1982-Jun,-2.3956164159878597,0
26.259667968750023,-14.0793,121.948,1982-07-01,SCOTTSL1,CCI,29.90560990557121,1982-Jul,-3.6459419368211883,0
25.949669425718263,-14.0793,121.948,1982-08-01,SCOTTSL1,CCI,29.90560990557121,1982-Aug,-3.9559404798529485,0
26.789660644531264,-14.0793,121.948,1982-09-01,SCOTTSL1,CCI,29.90560990557121,1982-Sep,-3.1159492610399475,0
27.616446021295374,-14.0793,121.948,1982-10-01,SCOTTSL1,CCI,29.90560990557121,1982-Oct,-2.289163884275837,0
29.340662638346362,-14.0793,121.948,1982-11-01,SCOTTSL1,CCI,29.90560990557121,1982-Nov,-0.5649472672248486,0
30.207089134954654,-14.0793,121.948,1982-12-01,SCOTTSL1,CCI,29.90560990557121,1982-Dec,0.3014792293834425,0.3014792293834425
29.4487017231603,-14.0793,121.948,1983-01-01,SCOTTSL1,CCI,29.90560990557121,1983-Jan,-0.4569081824109098,0
30.8199914114816,-14.0793,121.948,1983-02-01,SCOTTSL1,CCI,29.90560990557121,1983-Feb,0.9143815059103879,0.9143815059103879
29.979670173891147,-14.0793,121.948,1983-03-01,SCOTTSL1,CCI,29.90560990557121,1983-Mar,0.07406026831993628,0.9884417742303242
30.089660644531264,-14.0793,121.948,1983-04-01,SCOTTSL1,CCI,29.90560990557121,1983-Apr,0.1840507389600532,1.1724925131903774
28.26773543819306,-14.0793,121.948,1983-05-01,SCOTTSL1,CCI,29.90560990557121,1983-May,-1.6378744673781505,0
27.077990722656278,-14.0793,121.948,1983-06-01,SCOTTSL1,CCI,29.90560990557121,1983-Jun,-2.8276191829149333,0
26.2151556199597,-14.0793,121.948,1983-07-01,SCOTTSL1,CCI,29.90560990557121,1983-Jul,-3.690454285611512,0
25.61160553962955,-14.0793,121.948,1983-08-01,SCOTTSL1,CCI,29.90560990557121,1983-Aug,-4.29400436594166,0
27.03999328613283,-14.0793,121.948,1983-09-01,SCOTTSL1,CCI,29.90560990557121,1983-Sep,-2.8656166194383808,0
28.319346569430458,-14.0793,121.948,1983-10-01,SCOTTSL1,CCI,29.90560990557121,1983-Oct,-1.5862633361407532,0
29.532991536458347,-14.0793,121.948,1983-11-01,SCOTTSL1,CCI,29.90560990557121,1983-Nov,-0.37261836911286395,0
29.400314626386095,-14.0793,121.948,1983-12-01,SCOTTSL1,CCI,29.90560990557121,1983-Dec,-0.5052952791851162,0
29.317089253087225,-14.0793,121.948,1984-01-01,SCOTTSL1,CCI,29.90560990557121,1984-Jan,-0.5885206524839859,0
29.435852261247327,-14.0793,121.948,1984-02-01,SCOTTSL1,CCI,29.90560990557121,1984-Feb,-0.46975764432388445,0
29.34547650737149,-14.0793,121.948,1984-03-01,SCOTTSL1,CCI,29.90560990557121,1984-Mar,-0.5601333981997207,0
29.317328898111988,-14.0793,121.948,1984-04-01,SCOTTSL1,CCI,29.90560990557121,1984-Apr,-0.5882810074592228,0
28.78902489446826,-14.0793,121.948,1984-05-01,SCOTTSL1,CCI,29.90560990557121,1984-May,-1.116585011102952,0
27.405992635091167,-14.0793,121.948,1984-06-01,SCOTTSL1,CCI,29.90560990557121,1984-Jun,-2.4996172704800443,0
26.226122259324622,-14.0793,121.948,1984-07-01,SCOTTSL1,CCI,29.90560990557121,1984-Jul,-3.6794876462465886,0
26.203219309160808,-14.0793,121.948,1984-08-01,SCOTTSL1,CCI,29.90560990557121,1984-Aug,-3.702390596410403,0
26.910322062174494,-14.0793,121.948,1984-09-01,SCOTTSL1,CCI,29.90560990557121,1984-Sep,-2.995287843396717,0
28.01257501417592,-14.0793,121.948,1984-10-01,SCOTTSL1,CCI,29.90560990557121,1984-Oct,-1.893034891395292,0
29.06799519856773,-14.0793,121.948,1984-11-01,SCOTTSL1,CCI,29.90560990557121,1984-Nov,-0.8376147070034818,0
29.26741254252774,-14.0793,121.948,1984-12-01,SCOTTSL1,CCI,29.90560990557121,1984-Dec,-0.6381973630434707,0
28.871604476436517,-14.0793,121.948,1985-01-01,SCOTTSL1,CCI,29.90560990557121,1985-Jan,-1.0340054291346945,0
29.505707223074786,-14.0793,121.948,1985-02-01,SCOTTSL1,CCI,29.90560990557121,1985-Feb,-0.3999026824964247,0
29.277737328314025,-14.0793,121.948,1985-03-01,SCOTTSL1,CCI,29.90560990557121,1985-Mar,-0.627872577257186,0
29.740659586588556,-14.0793,121.948,1985-04-01,SCOTTSL1,CCI,29.90560990557121,1985-Apr,-0.16495031898265466,0
29.065154832409288,-14.0793,121.948,1985-05-01,SCOTTSL1,CCI,29.90560990557121,1985-May,-0.8404550731619231,0
27.391992187500016,-14.0793,121.948,1985-06-01,SCOTTSL1,CCI,29.90560990557121,1985-Jun,-2.5136177180711954,0
26.032249007686502,-14.0793,121.948,1985-07-01,SCOTTSL1,CCI,29.90560990557121,1985-Jul,-3.8733608978847087,0
