sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,SCOTT_RPO_1_DHM
27.79065856933596,-14.0574,121.783,1981-09-01,SCOTT_RPO_1,CCI,29.881659511753583,1981-Sep,-2.0910009424176224,0
28.777734375000012,-14.0574,121.783,1981-10-01,SCOTT_RPO_1,CCI,29.881659511753583,1981-Oct,-1.1039251367535705,0
29.407660929361995,-14.0574,121.783,1981-11-01,SCOTT_RPO_1,CCI,29.881659511753583,1981-Nov,-0.4739985823915873,0
29.306443540511612,-14.0574,121.783,1981-12-01,SCOTT_RPO_1,CCI,29.881659511753583,1981-Dec,-0.5752159712419704,0
29.930640239100313,-14.0574,121.783,1982-01-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Jan,0.048980727346730646,0.048980727346730646
28.741775948660745,-14.0574,121.783,1982-02-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Feb,-1.1398835630928374,0
29.14967277280747,-14.0574,121.783,1982-03-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Mar,-0.7319867389461123,0
29.446993001302097,-14.0574,121.783,1982-04-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Apr,-0.4346665104514855,0
28.288701998802935,-14.0574,121.783,1982-05-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-May,-1.5929575129506475,0
27.497325642903654,-14.0574,121.783,1982-06-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Jun,-2.3843338688499287,0
26.254833393712218,-14.0574,121.783,1982-07-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Jul,-3.6268261180413646,0
25.957733941847284,-14.0574,121.783,1982-08-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Aug,-3.9239255699062987,0
26.79132588704429,-14.0574,121.783,1982-09-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Sep,-3.0903336247092916,0
27.643866557459695,-14.0574,121.783,1982-10-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Oct,-2.2377929542938872,0
29.309659830729185,-14.0574,121.783,1982-11-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Nov,-0.5719996810243977,0
30.20257253339216,-14.0574,121.783,1982-12-01,SCOTT_RPO_1,CCI,29.881659511753583,1982-Dec,0.32091302163857804,0.32091302163857804
29.466445233744988,-14.0574,121.783,1983-01-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Jan,-0.41521427800859456,0
30.90642046247212,-14.0574,121.783,1983-02-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Feb,1.0247609507185373,1.0247609507185373
29.96837866998489,-14.0574,121.783,1983-03-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Mar,0.0867191582313076,1.111480108949845
30.0413279215495,-14.0574,121.783,1983-04-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Apr,0.15966840979591623,1.2711485187457612
28.219992163873506,-14.0574,121.783,1983-05-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-May,-1.6616673478800763,0
27.05299377441407,-14.0574,121.783,1983-06-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Jun,-2.828665737339513,0
26.22128177765878,-14.0574,121.783,1983-07-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Jul,-3.6603777340948014,0
25.61418772051412,-14.0574,121.783,1983-08-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Aug,-4.267471791239462,0
27.018992106119818,-14.0574,121.783,1983-09-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Sep,-2.862667405633765,0
28.20805782195063,-14.0574,121.783,1983-10-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Oct,-1.673601689802954,0
29.55265909830731,-14.0574,121.783,1983-11-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Nov,-0.3290004134462734,0
29.286121786794386,-14.0574,121.783,1983-12-01,SCOTT_RPO_1,CCI,29.881659511753583,1983-Dec,-0.5955377249591969,0
29.298057113155263,-14.0574,121.783,1984-01-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Jan,-0.5836023985983196,0
29.389649700296353,-14.0574,121.783,1984-02-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Feb,-0.4920098114572298,0
29.336123361895183,-14.0574,121.783,1984-03-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Mar,-0.5455361498583997,0
29.329659016927103,-14.0574,121.783,1984-04-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Apr,-0.5520004948264798,0
28.816444446194577,-14.0574,121.783,1984-05-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-May,-1.0652150655590056,0
27.37732747395835,-14.0574,121.783,1984-06-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Jun,-2.5043320377952334,0
26.239992006363437,-14.0574,121.783,1984-07-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Jul,-3.6416675053901457,0
26.15353964528732,-14.0574,121.783,1984-08-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Aug,-3.728119866466262,0
26.92366129557293,-14.0574,121.783,1984-09-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Sep,-2.957998216180652,0
27.992248338268666,-14.0574,121.783,1984-10-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Oct,-1.8894111734849162,0
28.940661621093767,-14.0574,121.783,1984-11-01,SCOTT_RPO_1,CCI,29.881659511753583,1984-Nov,-0.9409978906598155,0
