sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,13TNT_DHM
25.328438683329843,-21.91,113.97,2004-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Jan,-2.547564340244687,0
NA,NA,NA,2004-02-01,13TNT,Coral Core (NOAA),NA,2004 Feb,0,NA
25.84316799745854,-21.91,113.97,2004-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Mar,-2.0328350261159898,0
24.63383508933684,-21.91,113.97,2004-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Apr,-3.2421679342376883,0
23.423317895708696,-21.91,113.97,2004-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 May,-4.452685127865834,0
NA,NA,NA,2004-06-01,13TNT,Coral Core (NOAA),NA,2004 Jun,0,NA
22.90929220290342,-21.91,113.97,2004-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Jul,-4.966710820671111,0
NA,NA,NA,2004-08-01,13TNT,Coral Core (NOAA),NA,2004 Aug,0,NA
22.86427919186684,-21.91,113.97,2004-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Sep,-5.011723831707691,0
23.182446651914073,-21.91,113.97,2004-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Oct,-4.693556371660456,0
23.635891790048603,-21.91,113.97,2004-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Nov,-4.240111233525926,0
23.95098303914203,-21.91,113.97,2004-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2004 Dec,-3.925019984432499,0
24.813276842511875,-21.91,113.97,2005-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Jan,-3.0627261810626543,0
NA,NA,NA,2005-02-01,13TNT,Coral Core (NOAA),NA,2005 Feb,0,NA
26.077409658268987,-21.91,113.97,2005-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Mar,-1.7985933653055426,0
NA,NA,NA,2005-04-01,13TNT,Coral Core (NOAA),NA,2005 Apr,0,NA
24.177277143096788,-21.91,113.97,2005-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 May,-3.698725880477742,0
23.415633138495707,-21.91,113.97,2005-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Jun,-4.460369885078823,0
22.872990735229735,-21.91,113.97,2005-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Jul,-5.003012288344795,0
NA,NA,NA,2005-08-01,13TNT,Coral Core (NOAA),NA,2005 Aug,0,NA
22.738448956285172,-21.91,113.97,2005-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Sep,-5.137554067289358,0
22.781594325417775,-21.91,113.97,2005-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Oct,-5.094408698156755,0
23.370288624682125,-21.91,113.97,2005-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Nov,-4.505714398892405,0
24.220313408122095,-21.91,113.97,2005-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2005 Dec,-3.6556896154524345,0
25.121483789173137,-21.91,113.97,2006-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Jan,-2.7545192344013927,0
NA,NA,NA,2006-02-01,13TNT,Coral Core (NOAA),NA,2006 Feb,0,NA
26.50282033250961,-21.91,113.97,2006-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Mar,-1.373182691064919,0
25.873927248277695,-21.91,113.97,2006-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Apr,-2.0020757752968343,0
NA,NA,NA,2006-05-01,13TNT,Coral Core (NOAA),NA,2006 May,0,NA
24.455804167833328,-21.91,113.97,2006-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Jun,-3.4201988557412015,0
23.853943259685096,-21.91,113.97,2006-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Jul,-4.022059763889434,0
23.28352889145333,-21.91,113.97,2006-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Aug,-4.5924741321212,0
23.23578921306008,-21.91,113.97,2006-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Sep,-4.6402138105144495,0
23.208601503969433,-21.91,113.97,2006-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Oct,-4.667401519605097,0
23.760541715782313,-21.91,113.97,2006-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Nov,-4.115461307792216,0
24.382788863323995,-21.91,113.97,2006-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2006 Dec,-3.4932141602505347,0
25.30037172682038,-21.91,113.97,2007-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Jan,-2.5756312967541497,0
25.81255427606111,-21.91,113.97,2007-02-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Feb,-2.0634487475134193,0
26.91733652205484,-21.91,113.97,2007-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Mar,-0.9586665015196907,0
NA,NA,NA,2007-04-01,13TNT,Coral Core (NOAA),NA,2007 Apr,0,NA
26.254389553038937,-21.91,113.97,2007-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 May,-1.6216134705355927,0
24.883943475780043,-21.91,113.97,2007-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Jun,-2.9920595477944865,0
24.01095325988224,-21.91,113.97,2007-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Jul,-3.8650497636922907,0
23.478129902157036,-21.91,113.97,2007-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Aug,-4.3978731214174935,0
23.431544348157885,-21.91,113.97,2007-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Sep,-4.444458675416644,0
23.760541715782313,-21.91,113.97,2007-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Oct,-4.115461307792216,0
NA,NA,NA,2007-11-01,13TNT,Coral Core (NOAA),NA,2007 Nov,0,NA
25.82784294558186,-21.91,113.97,2007-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2007 Dec,-2.0481600779926694,0
26.97062453114726,-21.91,113.97,2008-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Jan,-0.9053784924272712,0
27.315719167707257,-21.91,113.97,2008-02-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Feb,-0.5602838558672723,0
27.693165798535663,-21.91,113.97,2008-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Mar,-0.1828372250388668,0
26.254389553038937,-21.91,113.97,2008-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Apr,-1.6216134705355927,0
NA,NA,NA,2008-05-01,13TNT,Coral Core (NOAA),NA,2008 May,0,NA
25.14860480443866,-21.91,113.97,2008-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Jun,-2.727398219135871,0
24.421180307132143,-21.91,113.97,2008-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Jul,-3.4548227164423864,0
NA,NA,NA,2008-08-01,13TNT,Coral Core (NOAA),NA,2008 Aug,0,NA
23.769718149572657,-21.91,113.97,2008-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Sep,-4.106284874001872,0
24.01983459473086,-21.91,113.97,2008-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Oct,-3.85616842884367,0
NA,NA,NA,2008-11-01,13TNT,Coral Core (NOAA),NA,2008 Nov,0,NA
24.732132090848253,-21.91,113.97,2008-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2008 Dec,-3.1438709327262764,0
26.601871273983917,-21.91,113.97,2009-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Jan,-1.2741317495906124,0
NA,NA,NA,2009-02-01,13TNT,Coral Core (NOAA),NA,2009 Feb,0,NA
27.315719167707257,-21.91,113.97,2009-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Mar,-0.5602838558672723,0
26.97062453114726,-21.91,113.97,2009-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Apr,-0.9053784924272712,0
26.0615388710598,-21.91,113.97,2009-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 May,-1.8144641525147307,0
25.17587134912636,-21.91,113.97,2009-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Jun,-2.700131674448169,0
24.198722510898303,-21.91,113.97,2009-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Jul,-3.6772805126762265,0
23.88267317878914,-21.91,113.97,2009-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Aug,-3.9933298447853893,0
23.627261091591414,-21.91,113.97,2009-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Sep,-4.2487419319831154,0
24.87109242408043,-21.91,113.97,2009-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Oct,-3.0049105994940994,0
25.72158628840226,-21.91,113.97,2009-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Nov,-2.154416735172269,0
25.84316799745854,-21.91,113.97,2009-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2009 Dec,-2.0328350261159898,0
NA,NA,NA,2010-01-01,13TNT,Coral Core (NOAA),NA,2010 Jan,0,NA
26.50282033250961,-21.91,113.97,2010-02-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Feb,-1.373182691064919,0
26.570451069879063,-21.91,113.97,2010-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Mar,-1.305551953695467,0
NA,NA,NA,2010-04-01,13TNT,Coral Core (NOAA),NA,2010 Apr,0,NA
26.014144803564264,-21.91,113.97,2010-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 May,-1.8618582200102658,0
NA,NA,NA,2010-06-01,13TNT,Coral Core (NOAA),NA,2010 Jun,0,NA
25.06767834690861,-21.91,113.97,2010-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Jul,-2.8083246766659187,0
NA,NA,NA,2010-08-01,13TNT,Coral Core (NOAA),NA,2010 Aug,0,NA
24.33616690548981,-21.91,113.97,2010-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Sep,-3.539836118084718,0
24.69499784761507,-21.91,113.97,2010-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Oct,-3.1810051759594593,0
25.766906561631902,-21.91,113.97,2010-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Nov,-2.1090964619426273,0
27.042184562914784,-21.91,113.97,2010-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2010 Dec,-0.8338184606597459,0
NA,NA,NA,2011-01-01,13TNT,Coral Core (NOAA),NA,2011 Jan,0,NA
28.65841371676244,-21.91,113.97,2011-02-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Feb,0.7824106931879093,0
28.745709117300493,-21.91,113.97,2011-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Mar,0.8697060937259629,0
27.57840375035443,-21.91,113.97,2011-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Apr,-0.2975992732201007,0
25.706552295370155,-21.91,113.97,2011-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 May,-2.1694507282043745,0
NA,NA,NA,2011-06-01,13TNT,Coral Core (NOAA),NA,2011 Jun,0,NA
24.43268521167703,-21.91,113.97,2011-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Jul,-3.4433178118975007,0
24.375524512508115,-21.91,113.97,2011-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Aug,-3.500478511066415,0
24.061928958609435,-21.91,113.97,2011-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Sep,-3.8140740649650944,0
24.87109242408043,-21.91,113.97,2011-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Oct,-3.0049105994940994,0
NA,NA,NA,2011-11-01,13TNT,Coral Core (NOAA),NA,2011 Nov,0,NA
26.18952387469051,-21.91,113.97,2011-12-01,13TNT,Coral Core (NOAA),27.87600302357453,2011 Dec,-1.6864791488840183,0
27.770401477767106,-21.91,113.97,2012-01-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Jan,-0.1056015458074242,0
NA,NA,NA,2012-02-01,13TNT,Coral Core (NOAA),NA,2012 Feb,0,NA
29.326353191641203,-21.91,113.97,2012-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Mar,1.4503501680666737,0
28.78496364813818,-21.91,113.97,2012-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Apr,0.908960624563651,0
28.045310531875153,-21.91,113.97,2012-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 May,0.1693075083006228,0
25.98273067034526,-21.91,113.97,2012-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Jun,-1.8932723532292712,0
24.76959377528152,-21.91,113.97,2012-07-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Jul,-3.1064092482930086,0
24.24204983476779,-21.91,113.97,2012-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Aug,-3.633953188806739,0
24.082573914589055,-21.91,113.97,2012-09-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Sep,-3.7934291089854746,0
24.490755469734275,-21.91,113.97,2012-10-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Oct,-3.385247553840255,0
25.121483789173137,-21.91,113.97,2012-11-01,13TNT,Coral Core (NOAA),27.87600302357453,2012 Nov,-2.7545192344013927,0
NA,NA,NA,2012-12-01,13TNT,Coral Core (NOAA),NA,2012 Dec,0,NA
NA,NA,NA,2013-01-01,13TNT,Coral Core (NOAA),NA,2013 Jan,0,NA
NA,NA,NA,2013-02-01,13TNT,Coral Core (NOAA),NA,2013 Feb,0,NA
28.246040024617216,-21.91,113.97,2013-03-01,13TNT,Coral Core (NOAA),27.87600302357453,2013 Mar,0.3700370010426859,0
26.97062453114726,-21.91,113.97,2013-04-01,13TNT,Coral Core (NOAA),27.87600302357453,2013 Apr,-0.9053784924272712,0
26.17339841099216,-21.91,113.97,2013-05-01,13TNT,Coral Core (NOAA),27.87600302357453,2013 May,-1.7026046125823697,0
26.109260379754645,-21.91,113.97,2013-06-01,13TNT,Coral Core (NOAA),27.87600302357453,2013 Jun,-1.7667426438198852,0
NA,NA,NA,2013-07-01,13TNT,Coral Core (NOAA),NA,2013 Jul,0,NA
25.081075133941216,-21.91,113.97,2013-08-01,13TNT,Coral Core (NOAA),27.87600302357453,2013 Aug,-2.794927889633314,0
