sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,SCOTT_SL4_DHM
27.804661051432305,-14.0237,121.8604,1981-09-01,SCOTT_SL4,CCI,29.88370647562934,1981-Sep,-2.0790454241970338,0
28.797736186365945,-14.0237,121.8604,1981-10-01,SCOTT_SL4,CCI,29.88370647562934,1981-Oct,-1.0859702892633933,0
29.40799357096357,-14.0237,121.8604,1981-11-01,SCOTT_SL4,CCI,29.88370647562934,1981-Nov,-0.47571290466576954,0
29.30160305884578,-14.0237,121.8604,1981-12-01,SCOTT_SL4,CCI,29.88370647562934,1981-Dec,-0.582103416783557,0
29.91966966198338,-14.0237,121.8604,1982-01-01,SCOTT_SL4,CCI,29.88370647562934,1982-Jan,0.035963186354042165,0.035963186354042165
28.724634878976016,-14.0237,121.8604,1982-02-01,SCOTT_SL4,CCI,29.88370647562934,1982-Feb,-1.1590715966533232,0
29.162892790763625,-14.0237,121.8604,1982-03-01,SCOTT_SL4,CCI,29.88370647562934,1982-Mar,-0.7208136848657141,0
29.47932535807293,-14.0237,121.8604,1982-04-01,SCOTT_SL4,CCI,29.88370647562934,1982-Apr,-0.40438111755640804,0
28.267411558089734,-14.0237,121.8604,1982-05-01,SCOTT_SL4,CCI,29.88370647562934,1982-May,-1.616294917539605,0
27.46532592773439,-14.0237,121.8604,1982-06-01,SCOTT_SL4,CCI,29.88370647562934,1982-Jun,-2.418380547894948,0
26.240315886466743,-14.0237,121.8604,1982-07-01,SCOTT_SL4,CCI,29.88370647562934,1982-Jul,-3.643390589162596,0
25.93095919701362,-14.0237,121.8604,1982-08-01,SCOTT_SL4,CCI,29.88370647562934,1982-Aug,-3.9527472786157176,0
26.801325480143248,-14.0237,121.8604,1982-09-01,SCOTT_SL4,CCI,29.88370647562934,1982-Sep,-3.0823809954860906,0
27.647414472026224,-14.0237,121.8604,1982-10-01,SCOTT_SL4,CCI,29.88370647562934,1982-Oct,-2.236292003603115,0
29.321990966796886,-14.0237,121.8604,1982-11-01,SCOTT_SL4,CCI,29.88370647562934,1982-Nov,-0.561715508832453,0
30.19483189736645,-14.0237,121.8604,1982-12-01,SCOTT_SL4,CCI,29.88370647562934,1982-Dec,0.3111254217371098,0.3111254217371098
29.48063689201111,-14.0237,121.8604,1983-01-01,SCOTT_SL4,CCI,29.88370647562934,1983-Jan,-0.40306958361822964,0
30.852847943987186,-14.0237,121.8604,1983-02-01,SCOTT_SL4,CCI,29.88370647562934,1983-Feb,0.9691414683578472,0.9691414683578472
29.938700817477333,-14.0237,121.8604,1983-03-01,SCOTT_SL4,CCI,29.88370647562934,1983-Mar,0.05499434184799412,1.0241358102058413
30.116322835286475,-14.0237,121.8604,1983-04-01,SCOTT_SL4,CCI,29.88370647562934,1983-Apr,0.23261635965713623,1.2567521698629776
28.263863643523205,-14.0237,121.8604,1983-05-01,SCOTT_SL4,CCI,29.88370647562934,1983-May,-1.6198428321061336,0
27.063328043619805,-14.0237,121.8604,1983-06-01,SCOTT_SL4,CCI,29.88370647562934,1983-Jun,-2.8203784320095338,0
26.17967056766635,-14.0237,121.8604,1983-07-01,SCOTT_SL4,CCI,29.88370647562934,1983-Jul,-3.7040359079629894,0
25.58096195344004,-14.0237,121.8604,1983-08-01,SCOTT_SL4,CCI,29.88370647562934,1983-Aug,-4.3027445221893,0
27.014994303385425,-14.0237,121.8604,1983-09-01,SCOTT_SL4,CCI,29.88370647562934,1983-Sep,-2.8687121722439137,0
28.30224786573842,-14.0237,121.8604,1983-10-01,SCOTT_SL4,CCI,29.88370647562934,1983-Oct,-1.5814586098909196,0
29.556329345703137,-14.0237,121.8604,1983-11-01,SCOTT_SL4,CCI,29.88370647562934,1983-Nov,-0.3273771299262016,0
29.37741167622229,-14.0237,121.8604,1983-12-01,SCOTT_SL4,CCI,29.88370647562934,1983-Dec,-0.5062947994070477,0
29.309667574974824,-14.0237,121.8604,1984-01-01,SCOTT_SL4,CCI,29.88370647562934,1984-Jan,-0.5740389006545144,0
29.44861387055498,-14.0237,121.8604,1984-02-01,SCOTT_SL4,CCI,29.88370647562934,1984-Feb,-0.43509260507435954,0
29.348379615045374,-14.0237,121.8604,1984-03-01,SCOTT_SL4,CCI,29.88370647562934,1984-Mar,-0.5353268605839645,0
29.30299479166669,-14.0237,121.8604,1984-04-01,SCOTT_SL4,CCI,29.88370647562934,1984-Apr,-0.5807116839626474,0
28.77870404643399,-14.0237,121.8604,1984-05-01,SCOTT_SL4,CCI,29.88370647562934,1984-May,-1.1050024291953484,0
27.333659871419286,-14.0237,121.8604,1984-06-01,SCOTT_SL4,CCI,29.88370647562934,1984-Jun,-2.5500466042100527,0
26.234185791015637,-14.0237,121.8604,1984-07-01,SCOTT_SL4,CCI,29.88370647562934,1984-Jul,-3.6495206846137016,0
26.16999354208672,-14.0237,121.8604,1984-08-01,SCOTT_SL4,CCI,29.88370647562934,1984-Aug,-3.71371293354262,0
26.92765909830731,-14.0237,121.8604,1984-09-01,SCOTT_SL4,CCI,29.88370647562934,1984-Sep,-2.9560473773220295,0
28.02708956810737,-14.0237,121.8604,1984-10-01,SCOTT_SL4,CCI,29.88370647562934,1984-Oct,-1.8566169075219676,0
28.966658528645848,-14.0237,121.8604,1984-11-01,SCOTT_SL4,CCI,29.88370647562934,1984-Nov,-0.9170479469834909,0
29.269669858870976,-14.0237,121.8604,1984-12-01,SCOTT_SL4,CCI,29.88370647562934,1984-Dec,-0.6140366167583622,0
