sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DAR3_DHM
28.143548387096775,-12.095,96.8805,1985-01-01,DAR3,NOAA,28.666944444444447,1985-Jan,-0.5233960573476715,0
28.334285714285713,-12.095,96.8805,1985-02-01,DAR3,NOAA,28.666944444444447,1985-Feb,-0.3326587301587338,0
28.433225806451613,-12.095,96.8805,1985-03-01,DAR3,NOAA,28.666944444444447,1985-Mar,-0.23371863799283332,0
28.359333333333332,-12.095,96.8805,1985-04-01,DAR3,NOAA,28.666944444444447,1985-Apr,-0.3076111111111146,0
27.518387096774195,-12.095,96.8805,1985-05-01,DAR3,NOAA,28.666944444444447,1985-May,-1.148557347670252,0
28.03,-12.095,96.8805,1985-06-01,DAR3,NOAA,28.666944444444447,1985-Jun,-0.6369444444444454,0
28.190967741935484,-12.095,96.8805,1985-07-01,DAR3,NOAA,28.666944444444447,1985-Jul,-0.4759767025089623,0
26.826129032258063,-12.095,96.8805,1985-08-01,DAR3,NOAA,28.666944444444447,1985-Aug,-1.8408154121863838,0
25.708666666666666,-12.095,96.8805,1985-09-01,DAR3,NOAA,28.666944444444447,1985-Sep,-2.9582777777777807,0
26.731612903225805,-12.095,96.8805,1985-10-01,DAR3,NOAA,28.666944444444447,1985-Oct,-1.9353315412186411,0
27.04,-12.095,96.8805,1985-11-01,DAR3,NOAA,28.666944444444447,1985-Nov,-1.6269444444444474,0
27.164193548387097,-12.095,96.8805,1985-12-01,DAR3,NOAA,28.666944444444447,1985-Dec,-1.50275089605735,0
27.18064516129032,-12.095,96.8805,1986-01-01,DAR3,NOAA,28.666944444444447,1986-Jan,-1.4862992831541249,0
28.249642857142856,-12.095,96.8805,1986-02-01,DAR3,NOAA,28.666944444444447,1986-Feb,-0.4173015873015906,0
27.946774193548386,-12.095,96.8805,1986-03-01,DAR3,NOAA,28.666944444444447,1986-Mar,-0.7201702508960608,0
27.971333333333334,-12.095,96.8805,1986-04-01,DAR3,NOAA,28.666944444444447,1986-Apr,-0.6956111111111127,0
27.801290322580645,-12.095,96.8805,1986-05-01,DAR3,NOAA,28.666944444444447,1986-May,-0.8656541218638019,0
27.567,-12.095,96.8805,1986-06-01,DAR3,NOAA,28.666944444444447,1986-Jun,-1.0999444444444464,0
26.81774193548387,-12.095,96.8805,1986-07-01,DAR3,NOAA,28.666944444444447,1986-Jul,-1.8492025089605768,0
25.988064516129032,-12.095,96.8805,1986-08-01,DAR3,NOAA,28.666944444444447,1986-Aug,-2.678879928315414,0
25.351333333333333,-12.095,96.8805,1986-09-01,DAR3,NOAA,28.666944444444447,1986-Sep,-3.3156111111111137,0
25.267096774193547,-12.095,96.8805,1986-10-01,DAR3,NOAA,28.666944444444447,1986-Oct,-3.3998476702508995,0
26.69,-12.095,96.8805,1986-11-01,DAR3,NOAA,28.666944444444447,1986-Nov,-1.9769444444444453,0
27.34774193548387,-12.095,96.8805,1986-12-01,DAR3,NOAA,28.666944444444447,1986-Dec,-1.3192025089605757,0
27.067096774193548,-12.095,96.8805,1987-01-01,DAR3,NOAA,28.666944444444447,1987-Jan,-1.5998476702508988,0
27.598214285714285,-12.095,96.8805,1987-02-01,DAR3,NOAA,28.666944444444447,1987-Feb,-1.0687301587301619,0
28.304193548387097,-12.095,96.8805,1987-03-01,DAR3,NOAA,28.666944444444447,1987-Mar,-0.36275089605734934,0
29.126333333333335,-12.095,96.8805,1987-04-01,DAR3,NOAA,28.666944444444447,1987-Apr,0.4593888888888884,0.4593888888888884
28.079032258064515,-12.095,96.8805,1987-05-01,DAR3,NOAA,28.666944444444447,1987-May,-0.5879121863799313,0
28.261,-12.095,96.8805,1987-06-01,DAR3,NOAA,28.666944444444447,1987-Jun,-0.40594444444444733,0
27.838387096774195,-12.095,96.8805,1987-07-01,DAR3,NOAA,28.666944444444447,1987-Jul,-0.8285573476702517,0
26.53451612903226,-12.095,96.8805,1987-08-01,DAR3,NOAA,28.666944444444447,1987-Aug,-2.132428315412188,0
26.418,-12.095,96.8805,1987-09-01,DAR3,NOAA,28.666944444444447,1987-Sep,-2.2489444444444473,0
26.886774193548387,-12.095,96.8805,1987-10-01,DAR3,NOAA,28.666944444444447,1987-Oct,-1.7801702508960595,0
26.469333333333335,-12.095,96.8805,1987-11-01,DAR3,NOAA,28.666944444444447,1987-Nov,-2.1976111111111116,0
26.370322580645162,-12.095,96.8805,1987-12-01,DAR3,NOAA,28.666944444444447,1987-Dec,-2.2966218637992846,0
26.79774193548387,-12.095,96.8805,1988-01-01,DAR3,NOAA,28.666944444444447,1988-Jan,-1.8692025089605764,0
28.18,-12.095,96.8805,1988-02-01,DAR3,NOAA,28.666944444444447,1988-Feb,-0.48694444444444684,0
28.58290322580645,-12.095,96.8805,1988-03-01,DAR3,NOAA,28.666944444444447,1988-Mar,-0.08404121863799574,0
28.699,-12.095,96.8805,1988-04-01,DAR3,NOAA,28.666944444444447,1988-Apr,0.03205555555555506,0.03205555555555506
28.06483870967742,-12.095,96.8805,1988-05-01,DAR3,NOAA,28.666944444444447,1988-May,-0.6021057347670258,0
27.810666666666666,-12.095,96.8805,1988-06-01,DAR3,NOAA,28.666944444444447,1988-Jun,-0.8562777777777804,0
27.60322580645161,-12.095,96.8805,1988-07-01,DAR3,NOAA,28.666944444444447,1988-Jul,-1.0637186379928352,0
27.088064516129034,-12.095,96.8805,1988-08-01,DAR3,NOAA,28.666944444444447,1988-Aug,-1.5788799283154127,0
