sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,13TNT_DHM
25.053570218500628,-21.91,113.97,2004-01-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Jan,-2.554662929859713,0
NA,NA,NA,2004-02-01,13TNT,Coral Core (CCI),NA,2004 Feb,0,NA
25.574964559963945,-21.91,113.97,2004-03-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Mar,-2.033268588396396,0
24.37228383537296,-21.91,113.97,2004-04-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Apr,-3.2359493129873798,0
23.299583185819575,-21.91,113.97,2004-05-01,13TNT,Coral Core (CCI),27.60823314836034,2004 May,-4.308649962540766,0
NA,NA,NA,2004-06-01,13TNT,Coral Core (CCI),NA,2004 Jun,0,NA
22.964721140732124,-21.91,113.97,2004-07-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Jul,-4.6435120076282175,0
NA,NA,NA,2004-08-01,13TNT,Coral Core (CCI),NA,2004 Aug,0,NA
22.94596205064628,-21.91,113.97,2004-09-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Sep,-4.662271097714061,0
23.123742143224415,-21.91,113.97,2004-10-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Oct,-4.484491005135926,0
23.470258194497276,-21.91,113.97,2004-11-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Nov,-4.137974953863065,0
23.74079794382757,-21.91,113.97,2004-12-01,13TNT,Coral Core (CCI),27.60823314836034,2004 Dec,-3.8674352045327716,0
24.547093552450523,-21.91,113.97,2005-01-01,13TNT,Coral Core (CCI),27.60823314836034,2005 Jan,-3.061139595909818,0
NA,NA,NA,2005-02-01,13TNT,Coral Core (CCI),NA,2005 Feb,0,NA
25.815827128236577,-21.91,113.97,2005-03-01,13TNT,Coral Core (CCI),27.60823314836034,2005 Mar,-1.7924060201237637,0
NA,NA,NA,2005-04-01,13TNT,Coral Core (CCI),NA,2005 Apr,0,NA
23.94444837150663,-21.91,113.97,2005-05-01,13TNT,Coral Core (CCI),27.60823314836034,2005 May,-3.66378477685371,0
23.293645445027323,-21.91,113.97,2005-06-01,13TNT,Coral Core (CCI),27.60823314836034,2005 Jun,-4.314587703333018,0
22.949342501185768,-21.91,113.97,2005-07-01,13TNT,Coral Core (CCI),27.60823314836034,2005 Jul,-4.658890647174573,0
NA,NA,NA,2005-08-01,13TNT,Coral Core (CCI),NA,2005 Aug,0,NA
22.916904003490327,-21.91,113.97,2005-09-01,13TNT,Coral Core (CCI),27.60823314836034,2005 Sep,-4.691329144870014,0
