sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,TNT_DHM
24.444995117,-21.9,113.97,1998-11-01,TNT,CCI,27.873103671611112,1998-Nov,-3.4281085546111107,0
25.532571903870966,-21.9,113.97,1998-12-01,TNT,CCI,27.873103671611112,1998-Dec,-2.3405317677401456,0
26.081926702903225,-21.9,113.97,1999-01-01,TNT,CCI,27.873103671611112,1999-Jan,-1.7911769687078873,0
27.996421160357144,-21.9,113.97,1999-02-01,TNT,CCI,27.873103671611112,1999-Feb,0.12331748874603221,0.12331748874603221
29.005151366774193,-21.9,113.97,1999-03-01,TNT,CCI,27.873103671611112,1999-Mar,1.132047695163081,1.2553651839091131
28.432657877666667,-21.9,113.97,1999-04-01,TNT,CCI,27.873103671611112,1999-Apr,0.5595542060555552,1.8149193899646683
27.33128484870968,-21.9,113.97,1999-05-01,TNT,CCI,27.873103671611112,1999-May,-0.5418188229014334,0
25.952994791000002,-21.9,113.97,1999-06-01,TNT,CCI,27.873103671611112,1999-Jun,-1.9201088806111102,0
24.159668756129033,-21.9,113.97,1999-07-01,TNT,CCI,27.873103671611112,1999-Jul,-3.713434915482079,0
23.65418740580645,-21.9,113.97,1999-08-01,TNT,CCI,27.873103671611112,1999-Aug,-4.218916265804662,0
23.340994262333332,-21.9,113.97,1999-09-01,TNT,CCI,27.873103671611112,1999-Sep,-4.53210940927778,0
23.828378789032257,-21.9,113.97,1999-10-01,TNT,CCI,27.873103671611112,1999-Oct,-4.044724882578855,0
24.579661051333332,-21.9,113.97,1999-11-01,TNT,CCI,27.873103671611112,1999-Nov,-3.29344262027778,0
25.72644417,-21.9,113.97,1999-12-01,TNT,CCI,27.873103671611112,1999-Dec,-2.1466595016111114,0
27.082250582903225,-21.9,113.97,2000-01-01,TNT,CCI,27.873103671611112,2000-Jan,-0.7908530887078875,0
28.372062104482758,-21.9,113.97,2000-02-01,TNT,CCI,27.873103671611112,2000-Feb,0.4989584328716461,0.4989584328716461
28.24160451548387,-21.9,113.97,2000-03-01,TNT,CCI,27.873103671611112,2000-Mar,0.3685008438727593,0.8674592767444054
28.688990275000002,-21.9,113.97,2000-04-01,TNT,CCI,27.873103671611112,2000-Apr,0.8158866033888899,1.6833458801332952
26.55902572064516,-21.9,113.97,2000-05-01,TNT,CCI,27.873103671611112,2000-May,-1.3140779509659524,0
24.362659708666666,-21.9,113.97,2000-06-01,TNT,CCI,27.873103671611112,2000-Jun,-3.5104439629444464,0
23.442248732580644,-21.9,113.97,2000-07-01,TNT,CCI,27.873103671611112,2000-Jul,-4.430854939030468,0
22.97128571483871,-21.9,113.97,2000-08-01,TNT,CCI,27.873103671611112,2000-Aug,-4.901817956772401,0
22.951993815,-21.9,113.97,2000-09-01,TNT,CCI,27.873103671611112,2000-Sep,-4.9211098566111104,0
23.589994170967742,-21.9,113.97,2000-10-01,TNT,CCI,27.873103671611112,2000-Oct,-4.28310950064337,0
23.709992472,-21.9,113.97,2000-11-01,TNT,CCI,27.873103671611112,2000-Nov,-4.163111199611112,0
24.734508686129033,-21.9,113.97,2000-12-01,TNT,CCI,27.873103671611112,2000-Dec,-3.1385949854820794,0
26.067412148387096,-21.9,113.97,2001-01-01,TNT,CCI,27.873103671611112,2001-Jan,-1.8056915232240165,0
27.59927738714286,-21.9,113.97,2001-02-01,TNT,CCI,27.873103671611112,2001-Feb,-0.2738262844682531,0
27.35741281903226,-21.9,113.97,2001-03-01,TNT,CCI,27.873103671611112,2001-Mar,-0.515690852578853,0
28.09965718666667,-21.9,113.97,2001-04-01,TNT,CCI,27.873103671611112,2001-Apr,0.22655351505555643,0.22655351505555643
26.735154477419357,-21.9,113.97,2001-05-01,TNT,CCI,27.873103671611112,2001-May,-1.137949194191755,0
25.308328246666665,-21.9,113.97,2001-06-01,TNT,CCI,27.873103671611112,2001-Jun,-2.5647754249444468,0
24.17257276967742,-21.9,113.97,2001-07-01,TNT,CCI,27.873103671611112,2001-Jul,-3.7005309019336927,0
23.326121471935483,-21.9,113.97,2001-08-01,TNT,CCI,27.873103671611112,2001-Aug,-4.546982199675629,0
23.051326497666665,-21.9,113.97,2001-09-01,TNT,CCI,27.873103671611112,2001-Sep,-4.821777173944447,0
23.416123715806453,-21.9,113.97,2001-10-01,TNT,CCI,27.873103671611112,2001-Oct,-4.456979955804659,0
23.563327026666666,-21.9,113.97,2001-11-01,TNT,CCI,27.873103671611112,2001-Nov,-4.309776644944446,0
23.915796882903226,-21.9,113.97,2001-12-01,TNT,CCI,27.873103671611112,2001-Dec,-3.9573067887078857,0
24.58386506129032,-21.9,113.97,2002-01-01,TNT,CCI,27.873103671611112,2002-Jan,-3.2892386103207905,0
25.682493373214285,-21.9,113.97,2002-02-01,TNT,CCI,27.873103671611112,2002-Feb,-2.1906102983968267,0
27.371929340967743,-21.9,113.97,2002-03-01,TNT,CCI,27.873103671611112,2002-Mar,-0.5011743306433694,0
27.461656697,-21.9,113.97,2002-04-01,TNT,CCI,27.873103671611112,2002-Apr,-0.41144697461111335,0
26.937088307419355,-21.9,113.97,2002-05-01,TNT,CCI,27.873103671611112,2002-May,-0.936015364191757,0
25.627992757333335,-21.9,113.97,2002-06-01,TNT,CCI,27.873103671611112,2002-Jun,-2.2451109142777774,0
24.11353996,-21.9,113.97,2002-07-01,TNT,CCI,27.873103671611112,2002-Jul,-3.7595637116111114,0
23.269344993548387,-21.9,113.97,2002-08-01,TNT,CCI,27.873103671611112,2002-Aug,-4.603758678062725,0
22.644992065,-21.9,113.97,2002-09-01,TNT,CCI,27.873103671611112,2002-Sep,-5.228111606611112,0
22.51386069,-21.9,113.97,2002-10-01,TNT,CCI,27.873103671611112,2002-Oct,-5.359242981611111,0
22.845658366666665,-21.9,113.97,2002-11-01,TNT,CCI,27.873103671611112,2002-Nov,-5.027445304944447,0
24.296444603870967,-21.9,113.97,2002-12-01,TNT,CCI,27.873103671611112,2002-Dec,-3.5766590677401453,0
25.538702983225807,-21.9,113.97,2003-01-01,TNT,CCI,27.873103671611112,2003-Jan,-2.334400688385305,0
26.224634879285713,-21.9,113.97,2003-02-01,TNT,CCI,27.873103671611112,2003-Feb,-1.6484687923253993,0
27.25289503516129,-21.9,113.97,2003-03-01,TNT,CCI,27.873103671611112,2003-Mar,-0.6202086364498207,0
27.207324218666667,-21.9,113.97,2003-04-01,TNT,CCI,27.873103671611112,2003-Apr,-0.6657794529444452,0
26.871928355806453,-21.9,113.97,2003-05-01,TNT,CCI,27.873103671611112,2003-May,-1.0011753158046588,0
25.137659709,-21.9,113.97,2003-06-01,TNT,CCI,27.873103671611112,2003-Jun,-2.735443962611111,0
23.90741143935484,-21.9,113.97,2003-07-01,TNT,CCI,27.873103671611112,2003-Jul,-3.9656922322562735,0
23.21450982903226,-21.9,113.97,2003-08-01,TNT,CCI,27.873103671611112,2003-Aug,-4.658593842578853,0
22.281326294,-21.9,113.97,2003-09-01,TNT,CCI,27.873103671611112,2003-Sep,-5.591777377611113,0
22.381605381612903,-21.9,113.97,2003-10-01,TNT,CCI,27.873103671611112,2003-Oct,-5.4914982899982085,0
23.024658202666668,-21.9,113.97,2003-11-01,TNT,CCI,27.873103671611112,2003-Nov,-4.848445468944444,0
23.67515495064516,-21.9,113.97,2003-12-01,TNT,CCI,27.873103671611112,2003-Dec,-4.19794872096595,0
24.604833590000002,-21.9,113.97,2004-01-01,TNT,CCI,27.873103671611112,2004-Jan,-3.26827008161111,0
25.089992338965516,-21.9,113.97,2004-02-01,TNT,CCI,27.873103671611112,2004-Feb,-2.7831113326455963,0
26.23967009548387,-21.9,113.97,2004-03-01,TNT,CCI,27.873103671611112,2004-Mar,-1.633433576127242,0
27.515657552,-21.9,113.97,2004-04-01,TNT,CCI,27.873103671611112,2004-Apr,-0.3574461196111116,0
26.529989722580645,-21.9,113.97,2004-05-01,TNT,CCI,27.873103671611112,2004-May,-1.3431139490304673,0
24.687326049666666,-21.9,113.97,2004-06-01,TNT,CCI,27.873103671611112,2004-Jun,-3.185777621944446,0
23.75483142483871,-21.9,113.97,2004-07-01,TNT,CCI,27.873103671611112,2004-Jul,-4.118272246772403,0
22.81031631935484,-21.9,113.97,2004-08-01,TNT,CCI,27.873103671611112,2004-Aug,-5.062787352256272,0
22.41665954533333,-21.9,113.97,2004-09-01,TNT,CCI,27.873103671611112,2004-Sep,-5.4564441262777805,0
22.562894562580645,-21.9,113.97,2004-10-01,TNT,CCI,27.873103671611112,2004-Oct,-5.310209109030467,0
23.641658528,-21.9,113.97,2004-11-01,TNT,CCI,27.873103671611112,2004-Nov,-4.231445143611111,0
23.87483047903226,-21.9,113.97,2004-12-01,TNT,CCI,27.873103671611112,2004-Dec,-3.9982731925788535,0
25.399670804193548,-21.9,113.97,2005-01-01,TNT,CCI,27.873103671611112,2005-Jan,-2.4734328674175643,0
25.5692775175,-21.9,113.97,2005-02-01,TNT,CCI,27.873103671611112,2005-Feb,-2.3038261541111105,0
27.874187641612902,-21.9,113.97,2005-03-01,TNT,CCI,27.873103671611112,2005-Mar,0.0010839700017903908,0.0010839700017903908
27.692993164666667,-21.9,113.97,2005-04-01,TNT,CCI,27.873103671611112,2005-Apr,-0.18011050694444464,0
27.713218245806452,-21.9,113.97,2005-05-01,TNT,CCI,27.873103671611112,2005-May,-0.15988542580466003,0
25.656322224666667,-21.9,113.97,2005-06-01,TNT,CCI,27.873103671611112,2005-Jun,-2.216781446944445,0
23.83967127645161,-21.9,113.97,2005-07-01,TNT,CCI,27.873103671611112,2005-Jul,-4.033432395159501,0
23.218382607419354,-21.9,113.97,2005-08-01,TNT,CCI,27.873103671611112,2005-Aug,-4.654721064191758,0
22.719326782,-21.9,113.97,2005-09-01,TNT,CCI,27.873103671611112,2005-Sep,-5.1537768896111125,0
22.20805880612903,-21.9,113.97,2005-10-01,TNT,CCI,27.873103671611112,2005-Oct,-5.665044865482081,0
22.533660888,-21.9,113.97,2005-11-01,TNT,CCI,27.873103671611112,2005-Nov,-5.339442783611112,0
24.049021862258066,-21.9,113.97,2005-12-01,TNT,CCI,27.873103671611112,2005-Dec,-3.8240818093530464,0
25.698379811935485,-21.9,113.97,2006-01-01,TNT,CCI,27.873103671611112,2006-Jan,-2.174723859675627,0
26.168920680714287,-21.9,113.97,2006-02-01,TNT,CCI,27.873103671611112,2006-Feb,-1.7041829908968253,0
28.75676584516129,-21.9,113.97,2006-03-01,TNT,CCI,27.873103671611112,2006-Mar,0.883662173550178,0.883662173550178
27.394990031,-21.9,113.97,2006-04-01,TNT,CCI,27.873103671611112,2006-Apr,-0.47811364061111306,0
26.476765098064515,-21.9,113.97,2006-05-01,TNT,CCI,27.873103671611112,2006-May,-1.396338573546597,0
24.806994627999998,-21.9,113.97,2006-06-01,TNT,CCI,27.873103671611112,2006-Jun,-3.066109043611114,0
23.23321513516129,-21.9,113.97,2006-07-01,TNT,CCI,27.873103671611112,2006-Jul,-4.639888536449821,0
22.835153690967744,-21.9,113.97,2006-08-01,TNT,CCI,27.873103671611112,2006-Aug,-5.0379499806433685,0
23.208326211666666,-21.9,113.97,2006-09-01,TNT,CCI,27.873103671611112,2006-Sep,-4.664777459944446,0
23.27224908580645,-21.9,113.97,2006-10-01,TNT,CCI,27.873103671611112,2006-Oct,-4.600854585804662,0
23.807993570666667,-21.9,113.97,2006-11-01,TNT,CCI,27.873103671611112,2006-Nov,-4.065110100944445,0
25.22805667967742,-21.9,113.97,2006-12-01,TNT,CCI,27.873103671611112,2006-Dec,-2.645046991933693,0
24.830961953225806,-21.9,113.97,2007-01-01,TNT,CCI,27.873103671611112,2007-Jan,-3.042141718385306,0
25.6707070475,-21.9,113.97,2007-02-01,TNT,CCI,27.873103671611112,2007-Feb,-2.2023966241111133,0
27.142895901612903,-21.9,113.97,2007-03-01,TNT,CCI,27.873103671611112,2007-Mar,-0.7302077699982092,0
28.050662230666667,-21.9,113.97,2007-04-01,TNT,CCI,27.873103671611112,2007-Apr,0.17755855905555507,0.17755855905555507
26.34999015612903,-21.9,113.97,2007-05-01,TNT,CCI,27.873103671611112,2007-May,-1.5231135154820805,0
25.357657878666668,-21.9,113.97,2007-06-01,TNT,CCI,27.873103671611112,2007-Jun,-2.515445792944444,0
23.976442202580646,-21.9,113.97,2007-07-01,TNT,CCI,27.873103671611112,2007-Jul,-3.896661469030466,0
23.002250228064515,-21.9,113.97,2007-08-01,TNT,CCI,27.873103671611112,2007-Aug,-4.870853443546597,0
22.950993855,-21.9,113.97,2007-09-01,TNT,CCI,27.873103671611112,2007-Sep,-4.922109816611112,0
23.497090788709677,-21.9,113.97,2007-10-01,TNT,CCI,27.873103671611112,2007-Oct,-4.376012882901435,0
24.057329304,-21.9,113.97,2007-11-01,TNT,CCI,27.873103671611112,2007-Nov,-3.8157743676111124,0
24.784832172258064,-21.9,113.97,2007-12-01,TNT,CCI,27.873103671611112,2007-Dec,-3.0882714993530485,0
26.108703415806453,-21.9,113.97,2008-01-01,TNT,CCI,27.873103671611112,2008-Jan,-1.7644002558046594,0
27.56964869,-21.9,113.97,2008-02-01,TNT,CCI,27.873103671611112,2008-Feb,-0.30345498161111095,0
28.37321698548387,-21.9,113.97,2008-03-01,TNT,CCI,27.873103671611112,2008-Mar,0.5001133138727596,0.5001133138727596
28.366656494333334,-21.9,113.97,2008-04-01,TNT,CCI,27.873103671611112,2008-Apr,0.4935528227222221,0.9936661365949817
27.188056994516128,-21.9,113.97,2008-05-01,TNT,CCI,27.873103671611112,2008-May,-0.6850466770949843,0
25.756326294,-21.9,113.97,2008-06-01,TNT,CCI,27.873103671611112,2008-Jun,-2.116777377611111,0
23.94225070096774,-21.9,113.97,2008-07-01,TNT,CCI,27.873103671611112,2008-Jul,-3.9308529706433717,0
23.14289491612903,-21.9,113.97,2008-08-01,TNT,CCI,27.873103671611112,2008-Aug,-4.7302087554820815,0
23.072325642333332,-21.9,113.97,2008-09-01,TNT,CCI,27.873103671611112,2008-Sep,-4.8007780292777795,0
23.45612438580645,-21.9,113.97,2008-10-01,TNT,CCI,27.873103671611112,2008-Oct,-4.416979285804661,0
23.550659178666667,-21.9,113.97,2008-11-01,TNT,CCI,27.873103671611112,2008-Nov,-4.322444492944445,0
24.06031730322581,-21.9,113.97,2008-12-01,TNT,CCI,27.873103671611112,2008-Dec,-3.8127863683853036,0
26.68063925451613,-21.9,113.97,2009-01-01,TNT,CCI,27.873103671611112,2009-Jan,-1.1924644170949819,0
27.82213418142857,-21.9,113.97,2009-02-01,TNT,CCI,27.873103671611112,2009-Feb,-0.05096949018254193,0
27.938703770645162,-21.9,113.97,2009-03-01,TNT,CCI,27.873103671611112,2009-Mar,0.06560009903405017,0.06560009903405017
27.757657877666666,-21.9,113.97,2009-04-01,TNT,CCI,27.873103671611112,2009-Apr,-0.11544579394444554,0
26.64031569032258,-21.9,113.97,2009-05-01,TNT,CCI,27.873103671611112,2009-May,-1.2327879812885314,0
24.710991414333332,-21.9,113.97,2009-06-01,TNT,CCI,27.873103671611112,2009-Jun,-3.16211225727778,0
23.57805884548387,-21.9,113.97,2009-07-01,TNT,CCI,27.873103671611112,2009-Jul,-4.295044826127242,0
22.774831267096776,-21.9,113.97,2009-08-01,TNT,CCI,27.873103671611112,2009-Aug,-5.098272404514336,0
22.434993490333333,-21.9,113.97,2009-09-01,TNT,CCI,27.873103671611112,2009-Sep,-5.438110181277779,0
22.96934932612903,-21.9,113.97,2009-10-01,TNT,CCI,27.873103671611112,2009-Oct,-4.903754345482081,0
23.970327758333333,-21.9,113.97,2009-11-01,TNT,CCI,27.873103671611112,2009-Nov,-3.902775913277779,0
24.461925678064517,-21.9,113.97,2009-12-01,TNT,CCI,27.873103671611112,2009-Dec,-3.4111779935465947,0
24.42773319419355,-21.9,113.97,2010-01-01,TNT,CCI,27.873103671611112,2010-Jan,-3.445370477417562,0
24.10749097607143,-21.9,113.97,2010-02-01,TNT,CCI,27.873103671611112,2010-Feb,-3.7656126955396836,0
26.374187641290323,-21.9,113.97,2010-03-01,TNT,CCI,27.873103671611112,2010-Mar,-1.498916030320789,0
26.241992187333334,-21.9,113.97,2010-04-01,TNT,CCI,27.873103671611112,2010-Apr,-1.6311114842777776,0
26.665156013225808,-21.9,113.97,2010-05-01,TNT,CCI,27.873103671611112,2010-May,-1.2079476583853044,0
25.460327148,-21.9,113.97,2010-06-01,TNT,CCI,27.873103671611112,2010-Jun,-2.412776523611111,0
24.012892987741935,-21.9,113.97,2010-07-01,TNT,CCI,27.873103671611112,2010-Jul,-3.8602106838691768,0
23.370315847096773,-21.9,113.97,2010-08-01,TNT,CCI,27.873103671611112,2010-Aug,-4.502787824514339,0
23.508990478,-21.9,113.97,2010-09-01,TNT,CCI,27.873103671611112,2010-Sep,-4.364113193611111,0
24.895477098064518,-21.9,113.97,2010-10-01,TNT,CCI,27.873103671611112,2010-Oct,-2.977626573546594,0
25.356655884000002,-21.9,113.97,2010-11-01,TNT,CCI,27.873103671611112,2010-Nov,-2.51644778761111,0
26.537735280645162,-21.9,113.97,2010-12-01,TNT,CCI,27.873103671611112,2010-Dec,-1.3353683909659502,0
28.419346765483873,-21.9,113.97,2011-01-01,TNT,CCI,27.873103671611112,2011-Jan,0.5462430938727607,0.5462430938727607
28.677492850357144,-21.9,113.97,2011-02-01,TNT,CCI,27.873103671611112,2011-Feb,0.8043891787460318,1.3506322726187925
28.449026587096775,-21.9,113.97,2011-03-01,TNT,CCI,27.873103671611112,2011-Mar,0.5759229154856627,1.9265551881044551
28.769326782,-21.9,113.97,2011-04-01,TNT,CCI,27.873103671611112,2011-Apr,0.8962231103888882,2.8227782984933434
26.78934779032258,-21.9,113.97,2011-05-01,TNT,CCI,27.873103671611112,2011-May,-1.083755881288532,0
25.198996988333334,-21.9,113.97,2011-06-01,TNT,CCI,27.873103671611112,2011-Jun,-2.6741066832777776,0
23.71321824612903,-21.9,113.97,2011-07-01,TNT,CCI,27.873103671611112,2011-Jul,-4.159885425482081,0
23.72999110064516,-21.9,113.97,2011-08-01,TNT,CCI,27.873103671611112,2011-Aug,-4.14311257096595,0
23.382325236666667,-21.9,113.97,2011-09-01,TNT,CCI,27.873103671611112,2011-Sep,-4.4907784349444455,0
23.223539093225806,-21.9,113.97,2011-10-01,TNT,CCI,27.873103671611112,2011-Oct,-4.649564578385306,0
24.456329345333334,-21.9,113.97,2011-11-01,TNT,CCI,27.873103671611112,2011-Nov,-3.4167743262777783,0
24.93870377032258,-21.9,113.97,2011-12-01,TNT,CCI,27.873103671611112,2011-Dec,-2.9343999012885327,0
26.62708779645161,-21.9,113.97,2012-01-01,TNT,CCI,27.873103671611112,2012-Jan,-1.2460158751595003,0
