sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
27.462920075282284,-12.0875,96.875,1991-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1991 Sep,-0.17811648219240794,0
27.624844150002644,-12.0875,96.875,1991-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1991 Oct,-0.01619240747204742,0
27.543882112642464,-12.0875,96.875,1991-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1991 Nov,-0.09715444483222768,0
NA,NA,NA,1991-12-01,DARL,Coral Core (CCI),NA,1991 Dec,0,0
27.624844150002644,-12.0875,96.875,1992-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Jan,-0.01619240747204742,0
27.786768224723033,-12.0875,96.875,1992-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Feb,0.14573166724834152,0.14573166724834152
28.02965433680359,-12.0875,96.875,1992-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Mar,0.3886177793288965,0.534349446577238
28.353502486244324,-12.0875,96.875,1992-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Apr,0.7124659287696318,1.2468153753468698
28.272540448884143,-12.0875,96.875,1992-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 May,0.6315038914094515,1.8783192667563213
28.11061637416377,-12.0875,96.875,1992-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Jun,0.4695798166890768,2.347899083445398
28.02965433680359,-12.0875,96.875,1992-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Jul,0.3886177793288965,2.7365168627742946
NA,NA,NA,1992-08-01,DARL,Coral Core (CCI),NA,1992 Aug,0,0
27.543882112642464,-12.0875,96.875,1992-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Sep,-0.09715444483222768,0
27.381958037922104,-12.0875,96.875,1992-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Oct,-0.2590785195525882,0
27.381958037922104,-12.0875,96.875,1992-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Nov,-0.2590785195525882,0
27.543882112642464,-12.0875,96.875,1992-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1992 Dec,-0.09715444483222768,0
27.786768224723033,-12.0875,96.875,1993-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Jan,0.14573166724834152,0.14573166724834152
NA,NA,NA,1993-02-01,DARL,Coral Core (CCI),NA,1993 Feb,0,0
28.19157841152395,-12.0875,96.875,1993-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Mar,0.550541854049257,0.550541854049257
28.272540448884143,-12.0875,96.875,1993-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Apr,0.6315038914094515,1.1820457454587086
28.11061637416377,-12.0875,96.875,1993-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 May,0.4695798166890768,1.6516255621477853
27.70580618736284,-12.0875,96.875,1993-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Jun,0.06476962988814705,1.7163951920359324
27.543882112642464,-12.0875,96.875,1993-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Jul,-0.09715444483222768,0
27.462920075282284,-12.0875,96.875,1993-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Aug,-0.17811648219240794,0
27.624844150002644,-12.0875,96.875,1993-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Sep,-0.01619240747204742,0
27.70580618736284,-12.0875,96.875,1993-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Oct,0.06476962988814705,0.06476962988814705
27.70580618736284,-12.0875,96.875,1993-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Nov,0.06476962988814705,0.1295392597762941
27.70580618736284,-12.0875,96.875,1993-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1993 Dec,0.06476962988814705,0.19430888966444115
27.70580618736284,-12.0875,96.875,1994-01-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Jan,0.06476962988814705,0.2590785195525882
27.786768224723033,-12.0875,96.875,1994-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Feb,0.14573166724834152,0.40481018680092973
27.867730262083217,-12.0875,96.875,1994-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Mar,0.22669370460852534,0.6315038914094551
NA,NA,NA,1994-04-01,DARL,Coral Core (CCI),NA,1994 Apr,0,0
27.624844150002644,-12.0875,96.875,1994-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 May,-0.01619240747204742,0
27.30099600056191,-12.0875,96.875,1994-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Jun,-0.3400405569127827,0
27.05810988848135,-12.0875,96.875,1994-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Jul,-0.5829266689933412,0
27.05810988848135,-12.0875,96.875,1994-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Aug,-0.5829266689933412,0
26.97714785112116,-12.0875,96.875,1994-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Sep,-0.6638887063535321,0
26.97714785112116,-12.0875,96.875,1994-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Oct,-0.6638887063535321,0
27.13907192584155,-12.0875,96.875,1994-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Nov,-0.5019646316331432,0
27.381958037922104,-12.0875,96.875,1994-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1994 Dec,-0.2590785195525882,0
NA,NA,NA,1995-01-01,DARL,Coral Core (CCI),NA,1995 Jan,0,0
27.70580618736284,-12.0875,96.875,1995-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Feb,0.06476962988814705,0.06476962988814705
27.867730262083217,-12.0875,96.875,1995-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Mar,0.22669370460852534,0.2914633344966724
28.19157841152395,-12.0875,96.875,1995-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Apr,0.550541854049257,0.8420051885459294
NA,NA,NA,1995-05-01,DARL,Coral Core (CCI),NA,1995 May,0,0
27.867730262083217,-12.0875,96.875,1995-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Jun,0.22669370460852534,0.22669370460852534
27.70580618736284,-12.0875,96.875,1995-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Jul,0.06476962988814705,0.2914633344966724
27.381958037922104,-12.0875,96.875,1995-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Aug,-0.2590785195525882,0
NA,NA,NA,1995-09-01,DARL,Coral Core (CCI),NA,1995 Sep,0,0
NA,NA,NA,1995-10-01,DARL,Coral Core (CCI),NA,1995 Oct,0,0
27.22003396320173,-12.0875,96.875,1995-11-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Nov,-0.42100259427296294,0
27.70580618736284,-12.0875,96.875,1995-12-01,DAR Long,Coral Core (CCI),27.641036557474692,1995 Dec,0.06476962988814705,0.06476962988814705
NA,NA,NA,1996-01-01,DARL,Coral Core (CCI),NA,1996 Jan,0,0
28.19157841152395,-12.0875,96.875,1996-02-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Feb,0.550541854049257,0.550541854049257
28.272540448884143,-12.0875,96.875,1996-03-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Mar,0.6315038914094515,1.1820457454587086
28.272540448884143,-12.0875,96.875,1996-04-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Apr,0.6315038914094515,1.81354963686816
28.11061637416377,-12.0875,96.875,1996-05-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 May,0.4695798166890768,2.283129453557237
28.02965433680359,-12.0875,96.875,1996-06-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Jun,0.3886177793288965,2.6717472328861334
28.02965433680359,-12.0875,96.875,1996-07-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Jul,0.3886177793288965,3.06036501221503
28.02965433680359,-12.0875,96.875,1996-08-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Aug,0.3886177793288965,3.4489827915439264
27.867730262083217,-12.0875,96.875,1996-09-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Sep,0.22669370460852534,3.6756764961524517
27.786768224723033,-12.0875,96.875,1996-10-01,DAR Long,Coral Core (CCI),27.641036557474692,1996 Oct,0.14573166724834152,3.8214081634007933
