sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,DARL_DHM
27.382922925515388,-12.0875,96.875,1989-12-01,DAR Long,Coral Core (NOAA),27.471880762457275,1989 Dec,-0.08895783694188708,0
NA,NA,NA,1990-01-01,DARL,Coral Core (NOAA),NA,1990 Jan,0,NA
27.30879139473049,-12.0875,96.875,1990-02-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Feb,-0.1630893677267835,0
27.457054456300284,-12.0875,96.875,1990-03-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Mar,-0.014826306156990654,0
27.382922925515388,-12.0875,96.875,1990-04-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Apr,-0.08895783694188708,0
27.30879139473049,-12.0875,96.875,1990-05-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 May,-0.1630893677267835,0
NA,NA,NA,1990-06-01,DARL,Coral Core (NOAA),NA,1990 Jun,0,NA
27.30879139473049,-12.0875,96.875,1990-07-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Jul,-0.1630893677267835,0
NA,NA,NA,1990-08-01,DARL,Coral Core (NOAA),NA,1990 Aug,0,NA
NA,NA,NA,1990-09-01,DARL,Coral Core (NOAA),NA,1990 Sep,0,NA
27.160528333160684,-12.0875,96.875,1990-10-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Oct,-0.31135242929659057,0
27.012265271590877,-12.0875,96.875,1990-11-01,DAR Long,Coral Core (NOAA),27.471880762457275,1990 Nov,-0.45961549086639764,0
NA,NA,NA,1990-12-01,DARL,Coral Core (NOAA),NA,1990 Dec,0,NA
27.23465986394558,-12.0875,96.875,1991-01-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Jan,-0.23722089851169414,0
27.30879139473049,-12.0875,96.875,1991-02-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Feb,-0.1630893677267835,0
27.30879139473049,-12.0875,96.875,1991-03-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Mar,-0.1630893677267835,0
27.30879139473049,-12.0875,96.875,1991-04-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Apr,-0.1630893677267835,0
26.86400221002107,-12.0875,96.875,1991-05-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 May,-0.6078785524362047,0
26.641607617666367,-12.0875,96.875,1991-06-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Jun,-0.8302731447909082,0
26.86400221002107,-12.0875,96.875,1991-07-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Jul,-0.6078785524362047,0
27.012265271590877,-12.0875,96.875,1991-08-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Aug,-0.45961549086639764,0
27.30879139473049,-12.0875,96.875,1991-09-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Sep,-0.1630893677267835,0
27.457054456300284,-12.0875,96.875,1991-10-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Oct,-0.014826306156990654,0
27.382922925515388,-12.0875,96.875,1991-11-01,DAR Long,Coral Core (NOAA),27.471880762457275,1991 Nov,-0.08895783694188708,0
NA,NA,NA,1991-12-01,DARL,Coral Core (NOAA),NA,1991 Dec,0,NA
27.457054456300284,-12.0875,96.875,1992-01-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Jan,-0.014826306156990654,0
27.605317517870105,-12.0875,96.875,1992-02-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Feb,0.13343675541283062,0.13343675541283062
27.82771211022481,-12.0875,96.875,1992-03-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Mar,0.3558313477675341,0.48926810318036473
28.12423823336441,-12.0875,96.875,1992-04-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Apr,0.652357470907134,1.1416255740874988
28.050106702579512,-12.0875,96.875,1992-05-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 May,0.5782259401222376,1.7198515142097364
27.901843641009705,-12.0875,96.875,1992-06-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Jun,0.42996287855243054,2.149814392762167
27.82771211022481,-12.0875,96.875,1992-07-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Jul,0.3558313477675341,2.505645740529701
NA,NA,NA,1992-08-01,DARL,Coral Core (NOAA),NA,1992 Aug,0,NA
27.382922925515388,-12.0875,96.875,1992-09-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Sep,-0.08895783694188708,0
27.23465986394558,-12.0875,96.875,1992-10-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Oct,-0.23722089851169414,0
27.23465986394558,-12.0875,96.875,1992-11-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Nov,-0.23722089851169414,0
27.382922925515388,-12.0875,96.875,1992-12-01,DAR Long,Coral Core (NOAA),27.471880762457275,1992 Dec,-0.08895783694188708,0
27.605317517870105,-12.0875,96.875,1993-01-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Jan,0.13343675541283062,0.13343675541283062
NA,NA,NA,1993-02-01,DARL,Coral Core (NOAA),NA,1993 Feb,0,NA
27.975975171794616,-12.0875,96.875,1993-03-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Mar,0.5040944093373412,0.5040944093373412
28.050106702579512,-12.0875,96.875,1993-04-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Apr,0.5782259401222376,1.0823203494595788
27.901843641009705,-12.0875,96.875,1993-05-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 May,0.42996287855243054,1.5122832280120093
27.531185987085195,-12.0875,96.875,1993-06-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Jun,0.059305224627919984,1.5715884526399293
27.382922925515388,-12.0875,96.875,1993-07-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Jul,-0.08895783694188708,0
27.30879139473049,-12.0875,96.875,1993-08-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Aug,-0.1630893677267835,0
27.457054456300284,-12.0875,96.875,1993-09-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Sep,-0.014826306156990654,0
27.531185987085195,-12.0875,96.875,1993-10-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Oct,0.059305224627919984,0.059305224627919984
27.531185987085195,-12.0875,96.875,1993-11-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Nov,0.059305224627919984,0.11861044925583997
27.531185987085195,-12.0875,96.875,1993-12-01,DAR Long,Coral Core (NOAA),27.471880762457275,1993 Dec,0.059305224627919984,0.17791567388375995
27.531185987085195,-12.0875,96.875,1994-01-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Jan,0.059305224627919984,0.23722089851167993
27.605317517870105,-12.0875,96.875,1994-02-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Feb,0.13343675541283062,0.37065765392451056
27.679449048655002,-12.0875,96.875,1994-03-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Mar,0.20756828619772705,0.5782259401222376
NA,NA,NA,1994-04-01,DARL,Coral Core (NOAA),NA,1994 Apr,0,NA
27.457054456300284,-12.0875,96.875,1994-05-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 May,-0.014826306156990654,0
27.160528333160684,-12.0875,96.875,1994-06-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Jun,-0.31135242929659057,0
26.938133740805966,-12.0875,96.875,1994-07-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Jul,-0.5337470216513083,0
26.938133740805966,-12.0875,96.875,1994-08-01,DAR Long,Coral Core (NOAA),27.471880762457275,1994 Aug,-0.5337470216513083,0
