sst_monthly,Latitude,Longitude,monthly_date,Reef_Site,Data_Type,mmm_from_sst,date,anomaly,SCOTTSS2_DHM
27.846660359700532,-13.9238,121.915,1981-09-01,SCOTTSS2,CCI,29.89775398470431,1981-Sep,-2.0510936250037766,0
28.817088268649226,-13.9238,121.915,1981-10-01,SCOTTSS2,CCI,29.89775398470431,1981-Oct,-1.0806657160550834,0
29.442660522460958,-13.9238,121.915,1981-11-01,SCOTTSS2,CCI,29.89775398470431,1981-Nov,-0.4550934622433509,0
29.328700699344765,-13.9238,121.915,1981-12-01,SCOTTSS2,CCI,29.89775398470431,1981-Dec,-0.5690532853595442,0
29.93676738123741,-13.9238,121.915,1982-01-01,SCOTTSS2,CCI,29.89775398470431,1982-Jan,0.03901339653310032,0.03901339653310032
28.698209926060287,-13.9238,121.915,1982-02-01,SCOTTSS2,CCI,29.89775398470431,1982-Feb,-1.1995440586440225,0
29.204188980594783,-13.9238,121.915,1982-03-01,SCOTTSS2,CCI,29.89775398470431,1982-Mar,-0.6935650041095265,0
29.496991984049497,-13.9238,121.915,1982-04-01,SCOTTSS2,CCI,29.89775398470431,1982-Apr,-0.4007620006548116,0
28.3061235981603,-13.9238,121.915,1982-05-01,SCOTTSS2,CCI,29.89775398470431,1982-May,-1.5916303865440078,0
27.503660074869806,-13.9238,121.915,1982-06-01,SCOTTSS2,CCI,29.89775398470431,1982-Jun,-2.3940939098345027,0
26.25999283329134,-13.9238,121.915,1982-07-01,SCOTTSS2,CCI,29.89775398470431,1982-Jul,-3.6377611514129704,0
25.91612371629285,-13.9238,121.915,1982-08-01,SCOTTSS2,CCI,29.89775398470431,1982-Aug,-3.9816302684114575,0
26.770993041992202,-13.9238,121.915,1982-09-01,SCOTTSS2,CCI,29.89775398470431,1982-Sep,-3.1267609427121066,0
27.689671473349303,-13.9238,121.915,1982-10-01,SCOTTSS2,CCI,29.89775398470431,1982-Oct,-2.2080825113550056,0
29.408326212565118,-13.9238,121.915,1982-11-01,SCOTTSS2,CCI,29.89775398470431,1982-Nov,-0.48942777213919086,0
30.325153769216243,-13.9238,121.915,1982-12-01,SCOTTSS2,CCI,29.89775398470431,1982-Dec,0.42739978451193394,0.42739978451193394
29.499025209488423,-13.9238,121.915,1983-01-01,SCOTTSS2,CCI,29.89775398470431,1983-Jan,-0.39872877521588634,0
30.880710492815297,-13.9238,121.915,1983-02-01,SCOTTSS2,CCI,29.89775398470431,1983-Feb,0.9829565081109877,0.9829565081109877
29.966445233744974,-13.9238,121.915,1983-03-01,SCOTTSS2,CCI,29.89775398470431,1983-Mar,0.06869124904066481,1.0516477571516525
30.171994018554695,-13.9238,121.915,1983-04-01,SCOTTSS2,CCI,29.89775398470431,1983-Apr,0.2742400338503863,1.3258877910020388
28.357086969191045,-13.9238,121.915,1983-05-01,SCOTTSS2,CCI,29.89775398470431,1983-May,-1.5406670155132645,0
27.056656901041677,-13.9238,121.915,1983-06-01,SCOTTSS2,CCI,29.89775398470431,1983-Jun,-2.841097083662632,0
26.164188311176932,-13.9238,121.915,1983-07-01,SCOTTSS2,CCI,29.89775398470431,1983-Jul,-3.7335656735273766,0
25.56257363596272,-13.9238,121.915,1983-08-01,SCOTTSS2,CCI,29.89775398470431,1983-Aug,-4.335180348741588,0
27.02132568359376,-13.9238,121.915,1983-09-01,SCOTTSS2,CCI,29.89775398470431,1983-Sep,-2.8764283011105505,0
28.391285361013125,-13.9238,121.915,1983-10-01,SCOTTSS2,CCI,29.89775398470431,1983-Oct,-1.506468623691184,0
29.59865824381513,-13.9238,121.915,1983-11-01,SCOTTSS2,CCI,29.89775398470431,1983-Nov,-0.2990957408891788,0
29.430637285786304,-13.9238,121.915,1983-12-01,SCOTTSS2,CCI,29.89775398470431,1983-Dec,-0.4671166989180051,0
29.315473790322603,-13.9238,121.915,1984-01-01,SCOTTSS2,CCI,29.89775398470431,1984-Jan,-0.5822801943817062,0
29.498265970164358,-13.9238,121.915,1984-02-01,SCOTTSS2,CCI,29.89775398470431,1984-Feb,-0.3994880145399513,0
29.367733666204654,-13.9238,121.915,1984-03-01,SCOTTSS2,CCI,29.89775398470431,1984-Mar,-0.5300203184996555,0
29.259660847981788,-13.9238,121.915,1984-04-01,SCOTTSS2,CCI,29.89775398470431,1984-Apr,-0.6380931367225209,0
28.790961284022202,-13.9238,121.915,1984-05-01,SCOTTSS2,CCI,29.89775398470431,1984-May,-1.1067927006821066,0
27.382657877604178,-13.9238,121.915,1984-06-01,SCOTTSS2,CCI,29.89775398470431,1984-Jun,-2.515096107100131,0
26.291927017704143,-13.9238,121.915,1984-07-01,SCOTTSS2,CCI,29.89775398470431,1984-Jul,-3.6058269670001657,0
26.244185712260602,-13.9238,121.915,1984-08-01,SCOTTSS2,CCI,29.89775398470431,1984-Aug,-3.6535682724437066,0
27.03599446614585,-13.9238,121.915,1984-09-01,SCOTTSS2,CCI,29.89775398470431,1984-Sep,-2.8617595185584577,0
28.04773520192794,-13.9238,121.915,1984-10-01,SCOTTSS2,CCI,29.89775398470431,1984-Oct,-1.8500187827763703,0
29.00832417805993,-13.9238,121.915,1984-11-01,SCOTTSS2,CCI,29.89775398470431,1984-Nov,-0.8894298066443795,0
29.27676667244205,-13.9238,121.915,1984-12-01,SCOTTSS2,CCI,29.89775398470431,1984-Dec,-0.6209873122622582,0
28.919992557648715,-13.9238,121.915,1985-01-01,SCOTTSS2,CCI,29.89775398470431,1985-Jan,-0.9777614270555937,0
