Date,SrCa,sst,end_date,Latitude,Longitude,mmm_from_sst,mmm_from_sst_year_range,Site
1985-01-01,8.914,29.3158295670034,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-02-01,8.916,29.2826761972824,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-03-01,8.91,29.3821363064454,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-05-01,8.936,28.9511425000725,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-06-01,9.005,27.8073512446983,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-07-01,9.065,26.8127501530686,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-08-01,9.007,27.7741978749774,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-10-01,8.974,28.3212284753737,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-11-01,8.929,29.067179294096,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1985-12-01,8.91,29.3821363064454,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-01-01,8.907,29.4318663610269,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-02-01,8.925,29.133486033538,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-03-01,8.9,29.5479031550504,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-04-01,8.876,29.9457435917023,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-05-01,8.895,29.6307865793528,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-06-01,8.932,29.0174492395145,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-08-01,9.055,26.9785170016736,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-09-01,9.049,27.0779771108366,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-10-01,9.025,27.4758175474884,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1986-12-01,8.953,28.6693388574441,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-01-01,8.917,29.2660995124219,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-02-01,8.95,28.7190689120256,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-03-01,8.926,29.1169093486775,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-04-01,8.922,29.1832160881195,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-05-01,8.917,29.2660995124219,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-06-01,8.979,28.2383450510712,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-07-01,9.032,27.359780753465,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-08-01,9.109,26.0833760192068,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-09-01,9.064,26.8293268379291,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-10-01,9.015,27.6415843960934,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-11-01,8.978,28.2549217359317,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1987-12-01,8.929,29.067179294096,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-01-01,8.925,29.133486033538,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-02-01,8.934,28.9842958697935,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-03-01,8.89,29.7136700036553,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-04-01,8.842,30.5093508769591,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-05-01,8.848,30.4098907677961,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-06-01,8.917,29.2660995124219,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-07-01,8.987,28.1057315721873,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-08-01,8.973,28.3378051602342,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-09-01,8.941,28.8682590757701,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-10-01,8.89,29.7136700036553,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-11-01,8.925,29.133486033538,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1988-12-01,8.93,29.0506026092355,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1989-01-01,8.943,28.8351057060491,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1989-02-01,8.896,29.6142098944923,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1989-04-01,8.942,28.8516823909096,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
1989-05-01,8.945,28.8019523363281,2011-08-01,-14.105,123.5356924,29.622498236922624,1985_to_1990,BRS05
