Date,SrCa,sst,end_date,Latitude,Longitude,mmm_from_sst,mmm_from_sst_year_range,Site
1994-06-01,8.879,27.87837937209042,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1994-09-01,8.928,26.773081428200385,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1994-12-01,8.803,29.29731307114116,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-01-01,8.861,28.246906177829715,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-02-01,8.871,28.044656692743047,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-03-01,8.851,28.44293658988363,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-04-01,8.841,28.63274792890661,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-05-01,8.76,29.94101583839347,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-06-01,8.883,27.79374813423601,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-07-01,8.928,26.773081428200385,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-08-01,8.922,26.91644663778652,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-09-01,8.852,28.423613406964705,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-10-01,8.848,28.50053299425872,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-11-01,8.808,29.21500102451955,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1995-12-01,8.807,29.23158781530401,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-01-01,8.84,28.65138701379192,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-02-01,8.822,28.976255926846537,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-03-01,8.803,29.29731307114116,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-04-01,8.836,28.725321446030648,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-05-01,8.868,28.105984540937243,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-06-01,8.875,27.962015558258827,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-07-01,8.88,27.85731484872213,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-08-01,8.862,28.22696108760738,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-10-01,8.829,28.85231235933179,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-11-01,8.814,29.114174274473044,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1996-12-01,8.768,29.829963886265432,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-01-01,8.81,29.181640870758656,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-02-01,8.846,28.53861964352427,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-03-01,8.813,29.131134209640095,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-04-01,8.78,29.655923070435165,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-05-01,8.811,29.16486750778267,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-06-01,8.862,28.22696108760738,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-07-01,8.912,27.150413395336727,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-08-01,8.925,26.845043891280056,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-09-01,8.878,27.899381704728057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-10-01,8.842,28.614046653290643,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-11-01,8.785,29.580762957800744,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1997-12-01,8.765,29.872074798791346,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-01-01,8.776,29.71493172739747,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-02-01,8.778,29.68555178037695,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-03-01,8.775,29.729528414812194,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-04-01,8.773,29.75853521745057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-05-01,8.803,29.29731307114116,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-07-01,8.849,28.481396383530864,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-08-01,8.866,28.146558819415077,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-09-01,8.848,28.50053299425872,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-10-01,8.79,29.504048076908475,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-11-01,8.733,30.286431056747915,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1998-12-01,8.758,29.96815691912252,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-01-01,8.776,29.71493172739747,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-02-01,8.786,29.565544363083063,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-03-01,8.785,29.580762957800744,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-04-01,8.8,29.345954010349946,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-05-01,8.821,28.99371338785568,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-06-01,8.845,28.557569682061057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-07-01,8.902,27.378161079854635,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-08-01,8.936,26.578445134521644,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-09-01,8.914,27.104117569669143,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-11-01,8.726,30.368582453487303,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
1999-12-01,8.758,29.96815691912252,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-02-01,8.811,29.16486750778267,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-03-01,8.83,28.834357372479644,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-04-01,8.836,28.725321446030648,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-05-01,8.842,28.614046653290643,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-06-01,8.872,28.0240896952173,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-08-01,8.947,26.304321299394815,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-09-01,8.842,28.614046653290643,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-10-01,8.815,29.097152148575788,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2000-11-01,8.806,29.24811241535872,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-01-01,8.846,28.53861964352427,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-03-01,8.822,28.976255926846537,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-04-01,8.809,29.19835204300398,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-05-01,8.828,28.870205155453277,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-06-01,8.877,27.920321846635034,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-08-01,8.899,27.445272665968787,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-09-01,8.862,28.22696108760738,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-10-01,8.827,28.88803576084456,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2001-11-01,8.784,29.59591936178867,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-01-01,8.766,29.85810001868003,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-03-01,8.779,29.67076852077116,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-07-01,8.931,26.700559248548416,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-08-01,8.926,26.82111859431689,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-10-01,8.799,29.3620432752914,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-11-01,8.742,30.1763300997859,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2002-12-01,8.714,30.50232367607032,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-01-01,8.728,30.345421579499543,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-02-01,8.741,30.18881230236957,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-04-01,8.772,29.772945332674222,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-06-01,8.861,28.246906177829715,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-07-01,8.876,27.94119979781226,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-08-01,8.899,27.445272665968787,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-09-01,8.883,27.79374813423601,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-10-01,8.834,28.761915517768557,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-11-01,8.812,29.148031954076032,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2003-12-01,8.731,30.310213838039544,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-01-01,8.781,29.641015429369418,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-02-01,8.831,28.816340194897293,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-03-01,8.797,29.39403523298506,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-04-01,8.763,29.899837786823355,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-05-01,8.839,28.669963907947476,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-06-01,8.873,28.003460506961343,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-08-01,8.911,27.173468022075213,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-09-01,8.867,28.126302775541262,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-10-01,8.811,29.16486750778267,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-11-01,8.768,29.829963886265432,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2004-12-01,8.747,30.11298622591312,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-01-01,8.798,29.37807034950356,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-03-01,8.771,29.787293257167676,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-04-01,8.738,30.22588576573844,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-05-01,8.771,29.787293257167676,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-06-01,8.821,28.99371338785568,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-07-01,8.851,28.44293658988363,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-09-01,8.879,27.87837937209042,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-10-01,8.841,28.63274792890661,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-11-01,8.814,29.114174274473044,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2005-12-01,8.773,29.75853521745057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-03-01,8.845,28.557569682061057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-04-01,8.828,28.870205155453277,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-05-01,8.837,28.706931124066617,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-06-01,8.862,28.22696108760738,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-07-01,8.942,26.429855903589218,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-08-01,8.969,25.733498394035905,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-09-01,8.947,26.304321299394815,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-10-01,8.864,28.186884334971637,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-11-01,8.764,29.885987388172452,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2006-12-01,8.774,29.744062911496712,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-01-01,8.773,29.75853521745057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-02-01,8.775,29.729528414812194,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-03-01,8.783,29.61101357504549,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-04-01,8.792,29.472926789439043,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-05-01,8.791,29.48851852853886,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-06-01,8.845,28.557569682061057,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-07-01,8.903,27.355666169688902,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-09-01,8.895,27.53388411056312,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-10-01,8.848,28.50053299425872,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-11-01,8.78,29.655923070435165,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2007-12-01,8.727,30.357033111858527,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2008-01-01,8.777,29.700272849252546,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2008-02-01,8.83,28.834357372479644,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2008-03-01,8.781,29.641015429369418,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2008-04-01,8.732,30.298353542758832,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
2008-05-01,8.791,29.48851852853886,2011-08-01,-14.121,123.5467277,29.254258506203087,1985_to_1990,BRS07
