date,SrCa,sst
1996-04-01,8.997,26.319173720383674
1996-05-22,9.104,24.87486236773723
1996-07-12,9.113,24.753378235271636
1996-09-01,9.19,23.714013990843817
1996-10-07,9.14,24.388925837874854
1996-11-13,9.099,24.942353552440323
1996-12-19,9.012,26.11670016627435
1997-01-25,8.893,27.72299036220825
1997-03-02,8.865,28.100940996545646
1997-04-02,8.977,26.589138459196086
1997-05-02,8.921,27.345039727870876
1997-06-02,8.968,26.710622591661682
1997-07-02,9.091,25.050339447965303
1997-08-01,9.184,23.795003412487546
1997-09-01,9.25,22.90411977440655
1997-09-27,9.241,23.025603906872142
1997-10-23,9.152,24.226946994587422
1997-11-18,9.171,23.97048049271562
1998-01-09,8.971,26.670127880839818
1998-02-04,8.914,27.43952738645522
1998-03-02,8.895,27.69599388832702
1998-05-02,8.986,26.467654326730493
1998-09-01,9.22,23.30906688262517
1998-10-01,9.176,23.902989308012504
1998-11-01,9.211,23.430551015090767
1998-12-01,9.106,24.84786589385598
1999-01-01,9.065,25.401293608421447
1999-03-02,8.84,28.438396920061173
1999-04-02,8.839,28.45189515700179
1999-05-02,8.923,27.318043253989625
1999-06-02,9.064,25.41479184536206
1999-07-02,9.148,24.2809399423499
1999-08-01,9.205,23.511540436734496
1999-09-01,9.238,23.06609861769401
1999-09-24,9.18,23.848996360250027
1999-12-01,8.988,26.440657852849267
1999-12-24,9.005,26.21118782485869
2000-01-16,8.917,27.399032675633357
2000-02-08,8.86,28.16843218124876
2000-03-02,8.837,28.47889163088304
2000-03-24,8.879,27.91196567937696
2000-04-16,8.922,27.331541490930242
2000-05-09,8.985,26.48115256367113
2000-06-01,8.997,26.319173720383674
2000-06-24,9.056,25.52277774088704
2000-07-17,9.126,24.577901155043566
2000-08-09,9.132,24.496911733399838
2000-09-01,9.181,23.835498123309414
2000-10-07,9.171,23.97048049271562
2000-10-26,9.179,23.86249459719064
2000-11-13,9.087,25.10433239572778
2000-12-01,9.062,25.44178831924331
2000-12-19,8.98,26.54864374837422
2001-01-07,8.948,26.980587330474098
2001-01-25,8.981,26.53514551143361
2001-02-12,8.936,27.142566173761555
2001-03-02,8.89,27.763485073030115
2001-04-02,8.946,27.007583804355345
2001-05-02,9.077,25.23931476513399
2001-06-02,9.152,24.226946994587422
2001-07-02,9.182,23.821999886368776
2001-08-01,9.255,22.836628589703434
2001-09-01,9.269,22.647653272534747
2001-10-01,9.26,22.769137405000343
2001-11-01,9.177,23.88949107107189
2001-12-01,9.11,24.7938729460935
2002-01-01,9.065,25.401293608421447
2002-01-31,9.031,25.860233664402546
2002-03-02,8.946,27.007583804355345
2002-04-02,8.953,26.913096145771004
2002-05-02,8.951,26.94009261965223
2002-06-02,9.086,25.117830632668394
2002-07-02,9.18,23.848996360250027
2002-08-01,9.272,22.607158561712883
2002-09-01,9.283,22.458677955366063
2002-09-27,9.263,22.72864269417848
2002-11-18,9.16,24.118961099062442
2002-12-14,9.074,25.279809475955854
2003-01-09,9.023,25.96821955992753
2003-02-04,8.996,26.332671957324287
2003-03-02,8.991,26.400163142027402
2003-04-08,9.045,25.671258347233863
2003-05-14,9.071,25.32030418677772
2003-06-20,9.184,23.795003412487546
2003-07-26,9.235,23.106593328515874
2003-10-01,9.243,22.99860743299089
2003-11-01,9.228,23.201080987100216
2003-12-01,9.188,23.741010464725047
2004-01-01,9.183,23.808501649428162
2004-01-31,9.121,24.645392339746657
2004-03-02,9.018,26.03571074463062
2004-05-01,9.049,25.617265399471385
2004-07-02,9.242,23.012105669931508
2004-09-01,9.308,22.121222031850532
2004-10-01,9.201,23.565533384496973
2004-10-31,9.179,23.86249459719064
2004-12-01,9.089,25.07733592184653
2005-01-01,9.022,25.981717796868143
2005-01-31,8.994,26.359668431205538
2005-03-28,8.98,26.54864374837422
2005-05-20,9.066,25.38779537148081
2005-06-14,9.19,23.714013990843817
2005-07-11,9.234,23.120091565456487
2005-09-01,9.311,22.080727321028668
2005-10-01,9.262,22.742140931119092
2005-11-01,9.185,23.78150517554691
2005-12-01,9.105,24.861364130796595
2006-01-01,9.059,25.482283030065176
2006-03-02,8.892,27.736488599148885
2006-04-08,8.995,26.346170194264925
2006-05-14,9.062,25.44178831924331
2006-06-20,9.096,24.982848263262188
2006-07-26,9.177,23.88949107107189
2006-09-01,9.247,22.944614485228414
2006-09-21,9.178,23.875992834131253
2006-10-11,9.192,23.687017516962566
2006-11-01,9.16,24.118961099062442
2006-11-21,9.131,24.51040997034045
2006-12-11,9.064,25.41479184536206
2007-01-01,9.043,25.698254821115114
2007-01-21,8.985,26.48115256367113
2007-02-10,8.918,27.38553443869274
2007-03-02,8.885,27.83097625773323
2007-06-02,9.09,25.063837684905916
2007-07-17,9.177,23.88949107107189
2007-09-01,9.194,23.660021043081315
2007-09-27,9.175,23.916487544953117
2007-10-23,9.193,23.673519280021953
2007-12-14,9.082,25.171823580430875
2008-01-09,8.992,26.386664905086764
2008-02-04,8.925,27.291046780108374
2008-03-02,8.882,27.871470968555094
2008-04-01,8.884,27.844474494673843
2008-06-01,9.037,25.779244242758818
2008-07-02,9.148,24.2809399423499
