sst,Latitude,Longitude,Date,end_date,site,subsite,date
29.69,-14.0574,121.783,1985-01-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-06
29.76,-14.0574,121.783,1985-01-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-07
29.650000000000002,-14.0574,121.783,1985-01-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-08
29.72,-14.0574,121.783,1985-01-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-09
29.990000000000002,-14.0574,121.783,1985-01-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-10
30.14,-14.0574,121.783,1985-01-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-11
29.55,-14.0574,121.783,1985-01-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-12
29.11,-14.0574,121.783,1985-01-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-13
29.32,-14.0574,121.783,1985-01-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-14
29.93,-14.0574,121.783,1985-01-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-15
29.94,-14.0574,121.783,1985-01-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-16
29.95,-14.0574,121.783,1985-01-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-17
29.68,-14.0574,121.783,1985-01-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-18
29.060000000000002,-14.0574,121.783,1985-01-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-19
29.01,-14.0574,121.783,1985-01-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-20
29.03,-14.0574,121.783,1985-01-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-21
29.14,-14.0574,121.783,1985-01-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-22
29.240000000000002,-14.0574,121.783,1985-01-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-23
29.03,-14.0574,121.783,1985-01-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-24
28.51,-14.0574,121.783,1985-01-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-25
28.2,-14.0574,121.783,1985-01-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-26
28.16,-14.0574,121.783,1985-01-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-27
28.5,-14.0574,121.783,1985-01-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-28
29.55,-14.0574,121.783,1985-01-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-29
29.36,-14.0574,121.783,1985-01-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-30
29.32,-14.0574,121.783,1985-01-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jan-31
29.400000000000002,-14.0574,121.783,1985-02-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-01
29.330000000000002,-14.0574,121.783,1985-02-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-02
29.2,-14.0574,121.783,1985-02-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-03
29.2,-14.0574,121.783,1985-02-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-04
30.080000000000002,-14.0574,121.783,1985-02-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-05
30.63,-14.0574,121.783,1985-02-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-06
30.67,-14.0574,121.783,1985-02-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-07
30.560000000000002,-14.0574,121.783,1985-02-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-08
29.94,-14.0574,121.783,1985-02-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-09
29.78,-14.0574,121.783,1985-02-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-10
29.67,-14.0574,121.783,1985-02-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-11
29.78,-14.0574,121.783,1985-02-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-12
29.69,-14.0574,121.783,1985-02-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-13
29.66,-14.0574,121.783,1985-02-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-14
29.560000000000002,-14.0574,121.783,1985-02-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-15
29.57,-14.0574,121.783,1985-02-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-16
29.57,-14.0574,121.783,1985-02-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-17
29.8,-14.0574,121.783,1985-02-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-18
29.97,-14.0574,121.783,1985-02-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-19
29.98,-14.0574,121.783,1985-02-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-20
29.8,-14.0574,121.783,1985-02-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-21
28.740000000000002,-14.0574,121.783,1985-02-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-22
28.330000000000002,-14.0574,121.783,1985-02-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-23
28.61,-14.0574,121.783,1985-02-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-24
28.71,-14.0574,121.783,1985-02-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-25
28.6,-14.0574,121.783,1985-02-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-26
28.03,-14.0574,121.783,1985-02-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-27
28.3,-14.0574,121.783,1985-02-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Feb-28
28.37,-14.0574,121.783,1985-03-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-01
28.5,-14.0574,121.783,1985-03-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-02
29.04,-14.0574,121.783,1985-03-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-03
28.95,-14.0574,121.783,1985-03-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-04
28.77,-14.0574,121.783,1985-03-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-05
28.97,-14.0574,121.783,1985-03-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-06
29.14,-14.0574,121.783,1985-03-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-07
28.96,-14.0574,121.783,1985-03-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-08
28.75,-14.0574,121.783,1985-03-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-09
28.92,-14.0574,121.783,1985-03-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-10
29.1,-14.0574,121.783,1985-03-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-11
29.490000000000002,-14.0574,121.783,1985-03-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-12
29.35,-14.0574,121.783,1985-03-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-13
28.490000000000002,-14.0574,121.783,1985-03-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-14
28.67,-14.0574,121.783,1985-03-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-15
28.59,-14.0574,121.783,1985-03-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-16
28.060000000000002,-14.0574,121.783,1985-03-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-17
27.93,-14.0574,121.783,1985-03-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-18
28.1,-14.0574,121.783,1985-03-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-19
28.38,-14.0574,121.783,1985-03-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-20
28.75,-14.0574,121.783,1985-03-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-21
29.98,-14.0574,121.783,1985-03-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-22
30.14,-14.0574,121.783,1985-03-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-23
29.89,-14.0574,121.783,1985-03-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-24
29.62,-14.0574,121.783,1985-03-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-25
29.150000000000002,-14.0574,121.783,1985-03-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-26
29,-14.0574,121.783,1985-03-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-27
29.19,-14.0574,121.783,1985-03-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-28
29.080000000000002,-14.0574,121.783,1985-03-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-29
29.22,-14.0574,121.783,1985-03-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-30
29.16,-14.0574,121.783,1985-03-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Mar-31
29.22,-14.0574,121.783,1985-04-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-01
29.59,-14.0574,121.783,1985-04-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-02
30.51,-14.0574,121.783,1985-04-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-03
30.35,-14.0574,121.783,1985-04-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-04
30.17,-14.0574,121.783,1985-04-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-05
30.28,-14.0574,121.783,1985-04-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-06
29.91,-14.0574,121.783,1985-04-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-07
29.14,-14.0574,121.783,1985-04-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-08
29.3,-14.0574,121.783,1985-04-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-09
30.45,-14.0574,121.783,1985-04-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-10
30.94,-14.0574,121.783,1985-04-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-11
31.27,-14.0574,121.783,1985-04-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-12
30.55,-14.0574,121.783,1985-04-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-13
29.2,-14.0574,121.783,1985-04-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-14
29.26,-14.0574,121.783,1985-04-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-15
29.45,-14.0574,121.783,1985-04-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-16
29.67,-14.0574,121.783,1985-04-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-17
29.79,-14.0574,121.783,1985-04-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-18
29.19,-14.0574,121.783,1985-04-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-19
28.44,-14.0574,121.783,1985-04-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-20
28.44,-14.0574,121.783,1985-04-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-21
28.46,-14.0574,121.783,1985-04-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-22
28.830000000000002,-14.0574,121.783,1985-04-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-23
28.990000000000002,-14.0574,121.783,1985-04-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-24
29.080000000000002,-14.0574,121.783,1985-04-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-25
29.26,-14.0574,121.783,1985-04-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-26
29.400000000000002,-14.0574,121.783,1985-04-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-27
29.67,-14.0574,121.783,1985-04-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-28
29.68,-14.0574,121.783,1985-04-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-29
29.2,-14.0574,121.783,1985-04-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Apr-30
29.39,-14.0574,121.783,1985-05-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-01
29.32,-14.0574,121.783,1985-05-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-02
29.48,-14.0574,121.783,1985-05-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-03
30.060000000000002,-14.0574,121.783,1985-05-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-04
30.79,-14.0574,121.783,1985-05-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-05
31.26,-14.0574,121.783,1985-05-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-06
30.84,-14.0574,121.783,1985-05-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-07
30.27,-14.0574,121.783,1985-05-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-08
30.16,-14.0574,121.783,1985-05-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-09
30.8,-14.0574,121.783,1985-05-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-10
31.04,-14.0574,121.783,1985-05-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-11
31.02,-14.0574,121.783,1985-05-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-12
31.37,-14.0574,121.783,1985-05-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-13
31.55,-14.0574,121.783,1985-05-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-14
31.02,-14.0574,121.783,1985-05-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-15
30.54,-14.0574,121.783,1985-05-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-16
30.1,-14.0574,121.783,1985-05-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-17
29.13,-14.0574,121.783,1985-05-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-18
29.12,-14.0574,121.783,1985-05-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-19
29.19,-14.0574,121.783,1985-05-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-20
28.95,-14.0574,121.783,1985-05-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-21
28.82,-14.0574,121.783,1985-05-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-22
28.330000000000002,-14.0574,121.783,1985-05-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-23
28.36,-14.0574,121.783,1985-05-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-24
28.150000000000002,-14.0574,121.783,1985-05-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-25
28.28,-14.0574,121.783,1985-05-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-26
28.35,-14.0574,121.783,1985-05-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-27
28.14,-14.0574,121.783,1985-05-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-28
28.03,-14.0574,121.783,1985-05-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-29
28.240000000000002,-14.0574,121.783,1985-05-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-30
28.54,-14.0574,121.783,1985-05-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-May-31
29.03,-14.0574,121.783,1985-06-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-01
28.73,-14.0574,121.783,1985-06-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-02
28.650000000000002,-14.0574,121.783,1985-06-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-03
28.48,-14.0574,121.783,1985-06-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-04
28.26,-14.0574,121.783,1985-06-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-05
27.990000000000002,-14.0574,121.783,1985-06-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-06
27.55,-14.0574,121.783,1985-06-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-07
27.82,-14.0574,121.783,1985-06-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-08
27.98,-14.0574,121.783,1985-06-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-09
28.310000000000002,-14.0574,121.783,1985-06-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-10
27.71,-14.0574,121.783,1985-06-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-11
27.67,-14.0574,121.783,1985-06-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-12
27.8,-14.0574,121.783,1985-06-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-13
27.93,-14.0574,121.783,1985-06-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-14
27.53,-14.0574,121.783,1985-06-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-15
28.35,-14.0574,121.783,1985-06-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-16
28.87,-14.0574,121.783,1985-06-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-17
29.14,-14.0574,121.783,1985-06-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-18
28.94,-14.0574,121.783,1985-06-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-19
28.44,-14.0574,121.783,1985-06-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-20
28.47,-14.0574,121.783,1985-06-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-21
28.59,-14.0574,121.783,1985-06-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-22
28.22,-14.0574,121.783,1985-06-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-23
27.25,-14.0574,121.783,1985-06-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-24
27.84,-14.0574,121.783,1985-06-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-25
28.67,-14.0574,121.783,1985-06-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-26
28.990000000000002,-14.0574,121.783,1985-06-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-27
28.36,-14.0574,121.783,1985-06-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-28
27.93,-14.0574,121.783,1985-06-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-29
27.88,-14.0574,121.783,1985-06-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jun-30
27.96,-14.0574,121.783,1985-07-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-01
27.88,-14.0574,121.783,1985-07-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-02
27.72,-14.0574,121.783,1985-07-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-03
27.62,-14.0574,121.783,1985-07-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-04
27.76,-14.0574,121.783,1985-07-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-05
27.03,-14.0574,121.783,1985-07-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-06
26.63,-14.0574,121.783,1985-07-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-07
26.98,-14.0574,121.783,1985-07-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-08
27.19,-14.0574,121.783,1985-07-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-09
27.79,-14.0574,121.783,1985-07-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-10
27.490000000000002,-14.0574,121.783,1985-07-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-11
27.25,-14.0574,121.783,1985-07-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-12
27.52,-14.0574,121.783,1985-07-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-13
27.12,-14.0574,121.783,1985-07-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-14
26.59,-14.0574,121.783,1985-07-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-15
26.19,-14.0574,121.783,1985-07-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-16
25.86,-14.0574,121.783,1985-07-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-17
25.740000000000002,-14.0574,121.783,1985-07-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-18
26.05,-14.0574,121.783,1985-07-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-19
25.71,-14.0574,121.783,1985-07-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-20
26.09,-14.0574,121.783,1985-07-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-21
26.23,-14.0574,121.783,1985-07-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-22
26.78,-14.0574,121.783,1985-07-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-23
26.85,-14.0574,121.783,1985-07-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-24
25.72,-14.0574,121.783,1985-07-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-25
25.080000000000002,-14.0574,121.783,1985-07-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-26
25.04,-14.0574,121.783,1985-07-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-27
25.64,-14.0574,121.783,1985-07-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-28
25.78,-14.0574,121.783,1985-07-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-29
26.03,-14.0574,121.783,1985-07-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-30
26.43,-14.0574,121.783,1985-07-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Jul-31
26.72,-14.0574,121.783,1985-08-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-01
26.55,-14.0574,121.783,1985-08-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-02
26.330000000000002,-14.0574,121.783,1985-08-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-03
26.78,-14.0574,121.783,1985-08-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-04
26.42,-14.0574,121.783,1985-08-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-05
26.560000000000002,-14.0574,121.783,1985-08-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-06
26.35,-14.0574,121.783,1985-08-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-07
26.28,-14.0574,121.783,1985-08-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-08
26.2,-14.0574,121.783,1985-08-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-09
25.8,-14.0574,121.783,1985-08-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-10
24.97,-14.0574,121.783,1985-08-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-11
24.6,-14.0574,121.783,1985-08-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-12
24.61,-14.0574,121.783,1985-08-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-13
24.82,-14.0574,121.783,1985-08-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-14
24.71,-14.0574,121.783,1985-08-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-15
24.5,-14.0574,121.783,1985-08-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-16
24.3,-14.0574,121.783,1985-08-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-17
24.72,-14.0574,121.783,1985-08-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-18
24.900000000000002,-14.0574,121.783,1985-08-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-19
24.98,-14.0574,121.783,1985-08-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-20
25.26,-14.0574,121.783,1985-08-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-21
26.240000000000002,-14.0574,121.783,1985-08-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-22
26.52,-14.0574,121.783,1985-08-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-23
26.740000000000002,-14.0574,121.783,1985-08-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-24
26.71,-14.0574,121.783,1985-08-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-25
26.68,-14.0574,121.783,1985-08-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-26
27.02,-14.0574,121.783,1985-08-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-27
27.16,-14.0574,121.783,1985-08-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-28
26.82,-14.0574,121.783,1985-08-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-29
26.59,-14.0574,121.783,1985-08-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-30
27.05,-14.0574,121.783,1985-08-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Aug-31
27.47,-14.0574,121.783,1985-09-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-01
27.28,-14.0574,121.783,1985-09-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-02
26.73,-14.0574,121.783,1985-09-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-03
26.3,-14.0574,121.783,1985-09-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-04
26.310000000000002,-14.0574,121.783,1985-09-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-05
26.17,-14.0574,121.783,1985-09-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-06
26.16,-14.0574,121.783,1985-09-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-07
26.27,-14.0574,121.783,1985-09-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-08
26.12,-14.0574,121.783,1985-09-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-09
26.78,-14.0574,121.783,1985-09-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1985-Sep-10
