sst,Latitude,Longitude,Date,end_date,site,subsite,date
29.73,-14.0574,121.783,1992-05-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-07
29.900000000000002,-14.0574,121.783,1992-05-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-08
29.810000000000002,-14.0574,121.783,1992-05-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-09
29.79,-14.0574,121.783,1992-05-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-10
29.85,-14.0574,121.783,1992-05-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-11
29.62,-14.0574,121.783,1992-05-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-12
29.8,-14.0574,121.783,1992-05-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-13
29.91,-14.0574,121.783,1992-05-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-14
30.42,-14.0574,121.783,1992-05-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-15
30.44,-14.0574,121.783,1992-05-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-16
29.97,-14.0574,121.783,1992-05-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-17
29.75,-14.0574,121.783,1992-05-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-18
29.76,-14.0574,121.783,1992-05-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-19
29.810000000000002,-14.0574,121.783,1992-05-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-20
30.400000000000002,-14.0574,121.783,1992-05-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-21
30.69,-14.0574,121.783,1992-05-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-22
31.09,-14.0574,121.783,1992-05-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-23
31.3,-14.0574,121.783,1992-05-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-24
31.39,-14.0574,121.783,1992-05-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-25
30.47,-14.0574,121.783,1992-05-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-26
29.59,-14.0574,121.783,1992-05-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-27
30.2,-14.0574,121.783,1992-05-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-28
30.12,-14.0574,121.783,1992-05-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-29
29.490000000000002,-14.0574,121.783,1992-05-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-30
29.03,-14.0574,121.783,1992-05-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-May-31
28.71,-14.0574,121.783,1992-06-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-01
28.69,-14.0574,121.783,1992-06-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-02
28.740000000000002,-14.0574,121.783,1992-06-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-03
28.95,-14.0574,121.783,1992-06-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-04
29.17,-14.0574,121.783,1992-06-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-05
28.72,-14.0574,121.783,1992-06-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-06
28.42,-14.0574,121.783,1992-06-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-07
28.59,-14.0574,121.783,1992-06-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-08
28.580000000000002,-14.0574,121.783,1992-06-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-09
28.68,-14.0574,121.783,1992-06-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-10
28.560000000000002,-14.0574,121.783,1992-06-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-11
28.48,-14.0574,121.783,1992-06-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-12
28.43,-14.0574,121.783,1992-06-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-13
28.240000000000002,-14.0574,121.783,1992-06-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-14
27.900000000000002,-14.0574,121.783,1992-06-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-15
28.2,-14.0574,121.783,1992-06-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-16
28.63,-14.0574,121.783,1992-06-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-17
28.580000000000002,-14.0574,121.783,1992-06-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-18
28.19,-14.0574,121.783,1992-06-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-19
28.12,-14.0574,121.783,1992-06-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-20
27.87,-14.0574,121.783,1992-06-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-21
27.72,-14.0574,121.783,1992-06-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-22
27.63,-14.0574,121.783,1992-06-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-23
27.5,-14.0574,121.783,1992-06-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-24
27.78,-14.0574,121.783,1992-06-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-25
27,-14.0574,121.783,1992-06-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-26
27.12,-14.0574,121.783,1992-06-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-27
27.86,-14.0574,121.783,1992-06-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-28
28,-14.0574,121.783,1992-06-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-29
27.830000000000002,-14.0574,121.783,1992-06-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jun-30
27.26,-14.0574,121.783,1992-07-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-01
27.27,-14.0574,121.783,1992-07-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-02
27.59,-14.0574,121.783,1992-07-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-03
28,-14.0574,121.783,1992-07-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-04
27.84,-14.0574,121.783,1992-07-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-05
28.43,-14.0574,121.783,1992-07-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-06
28.67,-14.0574,121.783,1992-07-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-07
27.650000000000002,-14.0574,121.783,1992-07-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-08
27.41,-14.0574,121.783,1992-07-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-09
27.330000000000002,-14.0574,121.783,1992-07-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-10
26.990000000000002,-14.0574,121.783,1992-07-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-11
26.830000000000002,-14.0574,121.783,1992-07-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-12
26.61,-14.0574,121.783,1992-07-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-13
26.78,-14.0574,121.783,1992-07-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-14
27.01,-14.0574,121.783,1992-07-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-15
27.13,-14.0574,121.783,1992-07-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-16
27.46,-14.0574,121.783,1992-07-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-17
27.29,-14.0574,121.783,1992-07-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-18
26.94,-14.0574,121.783,1992-07-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-19
26.79,-14.0574,121.783,1992-07-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-20
26.91,-14.0574,121.783,1992-07-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-21
27.13,-14.0574,121.783,1992-07-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-22
26.77,-14.0574,121.783,1992-07-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-23
26.32,-14.0574,121.783,1992-07-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-24
26.35,-14.0574,121.783,1992-07-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-25
26.39,-14.0574,121.783,1992-07-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-26
26.67,-14.0574,121.783,1992-07-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-27
26.67,-14.0574,121.783,1992-07-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-28
26.900000000000002,-14.0574,121.783,1992-07-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-29
27.35,-14.0574,121.783,1992-07-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-30
27.29,-14.0574,121.783,1992-07-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Jul-31
26.86,-14.0574,121.783,1992-08-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-01
26.42,-14.0574,121.783,1992-08-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-02
26.41,-14.0574,121.783,1992-08-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-03
26.13,-14.0574,121.783,1992-08-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-04
25.76,-14.0574,121.783,1992-08-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-05
26.11,-14.0574,121.783,1992-08-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-06
26.22,-14.0574,121.783,1992-08-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-07
26.69,-14.0574,121.783,1992-08-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-08
27.1,-14.0574,121.783,1992-08-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-09
27.04,-14.0574,121.783,1992-08-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-10
27.05,-14.0574,121.783,1992-08-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-11
26.84,-14.0574,121.783,1992-08-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-12
26.63,-14.0574,121.783,1992-08-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-13
26.76,-14.0574,121.783,1992-08-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-14
26.6,-14.0574,121.783,1992-08-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-15
26.34,-14.0574,121.783,1992-08-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-16
26.2,-14.0574,121.783,1992-08-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-17
25.94,-14.0574,121.783,1992-08-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-18
26.22,-14.0574,121.783,1992-08-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-19
26.63,-14.0574,121.783,1992-08-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-20
26.93,-14.0574,121.783,1992-08-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-21
26.67,-14.0574,121.783,1992-08-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-22
26.47,-14.0574,121.783,1992-08-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-23
26.27,-14.0574,121.783,1992-08-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-24
27.04,-14.0574,121.783,1992-08-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-25
26.19,-14.0574,121.783,1992-08-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-26
26.650000000000002,-14.0574,121.783,1992-08-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-27
27.09,-14.0574,121.783,1992-08-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-28
27.150000000000002,-14.0574,121.783,1992-08-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-29
26.73,-14.0574,121.783,1992-08-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-30
26.76,-14.0574,121.783,1992-08-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Aug-31
26.89,-14.0574,121.783,1992-09-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-01
27.25,-14.0574,121.783,1992-09-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-02
26.990000000000002,-14.0574,121.783,1992-09-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-03
26.91,-14.0574,121.783,1992-09-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-04
26.95,-14.0574,121.783,1992-09-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-05
26.97,-14.0574,121.783,1992-09-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-06
27.21,-14.0574,121.783,1992-09-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-07
27.03,-14.0574,121.783,1992-09-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-08
26.78,-14.0574,121.783,1992-09-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-09
26.79,-14.0574,121.783,1992-09-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-10
26.96,-14.0574,121.783,1992-09-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-11
26.45,-14.0574,121.783,1992-09-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-12
26.66,-14.0574,121.783,1992-09-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-13
27.25,-14.0574,121.783,1992-09-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-14
27,-14.0574,121.783,1992-09-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-15
26.11,-14.0574,121.783,1992-09-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-16
26.37,-14.0574,121.783,1992-09-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-17
26.330000000000002,-14.0574,121.783,1992-09-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-18
27.080000000000002,-14.0574,121.783,1992-09-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-19
27.27,-14.0574,121.783,1992-09-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-20
27.7,-14.0574,121.783,1992-09-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-21
27.39,-14.0574,121.783,1992-09-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-22
27.02,-14.0574,121.783,1992-09-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-23
26.68,-14.0574,121.783,1992-09-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-24
26.54,-14.0574,121.783,1992-09-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-25
26.43,-14.0574,121.783,1992-09-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-26
26.45,-14.0574,121.783,1992-09-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-27
27.7,-14.0574,121.783,1992-09-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-28
27.61,-14.0574,121.783,1992-09-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-29
27.560000000000002,-14.0574,121.783,1992-09-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Sep-30
27.27,-14.0574,121.783,1992-10-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-01
27.89,-14.0574,121.783,1992-10-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-02
28.05,-14.0574,121.783,1992-10-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-03
27.1,-14.0574,121.783,1992-10-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-04
27.740000000000002,-14.0574,121.783,1992-10-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-05
28.19,-14.0574,121.783,1992-10-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-06
28.05,-14.0574,121.783,1992-10-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-07
27.79,-14.0574,121.783,1992-10-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-08
27.97,-14.0574,121.783,1992-10-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-09
28.29,-14.0574,121.783,1992-10-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-10
28.36,-14.0574,121.783,1992-10-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-11
28.43,-14.0574,121.783,1992-10-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-12
28.59,-14.0574,121.783,1992-10-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-13
28.91,-14.0574,121.783,1992-10-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-14
28.94,-14.0574,121.783,1992-10-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-15
28.63,-14.0574,121.783,1992-10-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-16
28.28,-14.0574,121.783,1992-10-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-17
27.72,-14.0574,121.783,1992-10-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-18
27.990000000000002,-14.0574,121.783,1992-10-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-19
27.79,-14.0574,121.783,1992-10-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-20
27.560000000000002,-14.0574,121.783,1992-10-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-21
27.73,-14.0574,121.783,1992-10-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-22
28.28,-14.0574,121.783,1992-10-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-23
28.330000000000002,-14.0574,121.783,1992-10-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-24
28.59,-14.0574,121.783,1992-10-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-25
29.03,-14.0574,121.783,1992-10-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-26
29.310000000000002,-14.0574,121.783,1992-10-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-27
29.38,-14.0574,121.783,1992-10-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-28
29.42,-14.0574,121.783,1992-10-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-29
29.14,-14.0574,121.783,1992-10-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-30
29.64,-14.0574,121.783,1992-10-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Oct-31
30.07,-14.0574,121.783,1992-11-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-01
30.25,-14.0574,121.783,1992-11-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-02
30.05,-14.0574,121.783,1992-11-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-03
29.89,-14.0574,121.783,1992-11-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-04
29.69,-14.0574,121.783,1992-11-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-05
29.93,-14.0574,121.783,1992-11-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-06
29.97,-14.0574,121.783,1992-11-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-07
29.37,-14.0574,121.783,1992-11-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-08
29.1,-14.0574,121.783,1992-11-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-09
29.34,-14.0574,121.783,1992-11-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-10
29.26,-14.0574,121.783,1992-11-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-11
29.35,-14.0574,121.783,1992-11-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-12
29.18,-14.0574,121.783,1992-11-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-13
28.85,-14.0574,121.783,1992-11-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-14
29.45,-14.0574,121.783,1992-11-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-15
29.5,-14.0574,121.783,1992-11-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-16
29.28,-14.0574,121.783,1992-11-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-17
29.21,-14.0574,121.783,1992-11-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-18
29.25,-14.0574,121.783,1992-11-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-19
29.3,-14.0574,121.783,1992-11-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-20
28.87,-14.0574,121.783,1992-11-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-21
28.7,-14.0574,121.783,1992-11-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-22
29.810000000000002,-14.0574,121.783,1992-11-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-23
29.66,-14.0574,121.783,1992-11-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-24
30.52,-14.0574,121.783,1992-11-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-25
30.47,-14.0574,121.783,1992-11-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-26
29.88,-14.0574,121.783,1992-11-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-27
29.63,-14.0574,121.783,1992-11-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-28
29.55,-14.0574,121.783,1992-11-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-29
29.55,-14.0574,121.783,1992-11-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Nov-30
29.26,-14.0574,121.783,1992-12-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-01
29.05,-14.0574,121.783,1992-12-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-02
29.71,-14.0574,121.783,1992-12-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-03
29.77,-14.0574,121.783,1992-12-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-04
29.78,-14.0574,121.783,1992-12-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-05
29.580000000000002,-14.0574,121.783,1992-12-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-06
29.57,-14.0574,121.783,1992-12-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-07
29.18,-14.0574,121.783,1992-12-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-08
29.1,-14.0574,121.783,1992-12-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-09
29.28,-14.0574,121.783,1992-12-10,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-10
29.740000000000002,-14.0574,121.783,1992-12-11,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-11
29.59,-14.0574,121.783,1992-12-12,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-12
29.59,-14.0574,121.783,1992-12-13,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-13
29.72,-14.0574,121.783,1992-12-14,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-14
29.77,-14.0574,121.783,1992-12-15,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-15
29.830000000000002,-14.0574,121.783,1992-12-16,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-16
29.740000000000002,-14.0574,121.783,1992-12-17,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-17
30.17,-14.0574,121.783,1992-12-18,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-18
29.71,-14.0574,121.783,1992-12-19,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-19
29.12,-14.0574,121.783,1992-12-20,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-20
29.13,-14.0574,121.783,1992-12-21,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-21
28.03,-14.0574,121.783,1992-12-22,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-22
27.810000000000002,-14.0574,121.783,1992-12-23,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-23
27.8,-14.0574,121.783,1992-12-24,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-24
28.37,-14.0574,121.783,1992-12-25,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-25
28.37,-14.0574,121.783,1992-12-26,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-26
28.38,-14.0574,121.783,1992-12-27,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-27
27.34,-14.0574,121.783,1992-12-28,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-28
28.63,-14.0574,121.783,1992-12-29,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-29
28.53,-14.0574,121.783,1992-12-30,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-30
28.66,-14.0574,121.783,1992-12-31,2021-06-06,Scott Reef,SCOTT_RPO_1,1992-Dec-31
28.82,-14.0574,121.783,1993-01-01,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-01
28.71,-14.0574,121.783,1993-01-02,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-02
28.63,-14.0574,121.783,1993-01-03,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-03
28.66,-14.0574,121.783,1993-01-04,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-04
29.150000000000002,-14.0574,121.783,1993-01-05,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-05
29.61,-14.0574,121.783,1993-01-06,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-06
29.69,-14.0574,121.783,1993-01-07,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-07
29.55,-14.0574,121.783,1993-01-08,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-08
29.6,-14.0574,121.783,1993-01-09,2021-06-06,Scott Reef,SCOTT_RPO_1,1993-Jan-09
