Date,SrCa,sst,end_date,Latitude,Longitude,mmm_from_sst,mmm_from_sst_year_range,Site
1985-01-01,8.83,28.59294803970866,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-02-01,8.822,28.740101306963624,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-03-01,8.814,28.88725457421853,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-05-01,8.84,28.409006455639968,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-06-01,8.909,27.13980952556608,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-07-01,8.949,26.40404318929137,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-08-01,8.923,26.882291307869934,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-10-01,8.877,27.72842259458585,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-11-01,8.865,27.94915249546827,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1985-12-01,8.847,28.280247346791896,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-01-01,8.823,28.72170714855673,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-02-01,8.859,28.05951744590948,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-03-01,8.828,28.629736356522415,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-04-01,8.796,29.218349425542183,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-05-01,8.827,28.64813051492925,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-06-01,8.874,27.78360506980644,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-08-01,8.923,26.882291307869934,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-09-01,8.961,26.183313288408925,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-10-01,8.92,26.937473783090525,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1986-12-01,8.817,28.83207209899794,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-01-01,8.766,29.770174177748203,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-02-01,8.888,27.526086852110325,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-03-01,8.872,27.820393386620196,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-04-01,8.84,28.409006455639968,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-05-01,8.791,29.310320217576503,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-06-01,8.856,28.114699921130097,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
1987-07-01,8.908,27.15820368397297,2011-08-01,-14.121,123.5467277,29.05586769294817,1985_to_1990,BRS07
