sst,Latitude,Longitude,Date,site,subsite,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,DHW_value,accum_DHW_12weeks
29.69,-13.9238,121.915,1985-01-06,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.7475295698924747,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.74,-13.9238,121.915,1985-01-07,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.7975295698924718,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.65,-13.9238,121.915,1985-01-08,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.707529569892472,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.73,-13.9238,121.915,1985-01-09,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.7875295698924738,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
30.04,-13.9238,121.915,1985-01-10,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,1.0975295698924725,0,0,1990,28.942470430107527,1985_to_1990,1.0975295698924725,0.15678993855606752,1,1.1567899385560676,0
30.22,-13.9238,121.915,1985-01-11,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,1.2775295698924722,0,0,1990,28.942470430107527,1985_to_1990,1.2775295698924722,0.18250422427035318,1,1.1825042242703532,0
29.63,-13.9238,121.915,1985-01-12,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.6875295698924724,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.16,-13.9238,121.915,1985-01-13,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.21752956989247352,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.35,-13.9238,121.915,1985-01-14,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.4075295698924748,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.87,-13.9238,121.915,1985-01-15,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.9275295698924744,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.88,-13.9238,121.915,1985-01-16,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.9375295698924724,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.89,-13.9238,121.915,1985-01-17,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.9475295698924739,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.66,-13.9238,121.915,1985-01-18,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.7175295698924735,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.1,-13.9238,121.915,1985-01-19,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.1575295698924748,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.17,-13.9238,121.915,1985-01-20,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.22752956989247508,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
29.21,-13.9238,121.915,1985-01-21,Scott Reef,SCOTTSS2,29.679999336600304,2019-01-01,0.26752956989247423,0,0,1990,28.942470430107527,1985_to_1990,0,0,1,0,0
