date,SrCa,sst
2005-06-02,9.189,23.54346822720872
2005-07-17,9.312,21.98692940685841
2005-09-01,9.324,21.83507196097057
2005-10-07,9.247,22.80949057208418
2005-11-13,9.132,24.264791095175944
2005-12-19,8.991,26.049116084358015
2006-01-25,8.935,26.757784165167905
2006-03-02,8.907,27.112118205572862
2006-05-14,9.011,25.796020341211626
2006-06-20,9.133,24.25213630801863
2006-07-26,9.255,22.70825227482561
2006-09-01,9.284,22.341263447263344
2006-09-24,9.18,23.6573613116246
2006-10-16,9.093,24.758327794311406
2006-12-24,8.938,26.719819803695945
2007-01-16,8.949,26.580617144965437
2007-02-08,8.917,26.985570333999668
2007-03-02,8.915,27.010879908314315
2007-07-02,9.167,23.821873544669753
2007-09-01,9.286,22.315953872948718
2007-10-01,9.266,22.569049616095107
2007-11-01,9.164,23.859837906141713
2007-12-01,9.059,25.188590557660284
2008-01-01,8.964,26.390795337605635
2008-01-31,8.873,27.542380968921737
2008-03-02,8.864,27.656274053337597
2008-04-07,8.902,27.17539214135947
2008-06-19,9.118,24.441958115378412
2008-10-07,9.158,23.935766629085634
2008-12-19,8.905,27.13742777988751
2009-01-25,8.856,27.757512350596166
2009-03-02,8.852,27.80813149922544
2009-04-17,8.933,26.783093739482553
2009-06-02,9.061,25.163280983345636
2009-07-17,9.212,23.25240812259037
2009-09-01,9.308,22.03754855548768
2009-09-27,9.281,22.379227808735305
2009-11-18,9.041,25.416376726492025
2009-12-14,8.982,26.163009168773897
2010-01-09,8.995,25.998496935728742
2010-02-04,8.959,26.454069273392243
2010-03-02,8.94,26.69451022938132
2010-06-02,9.069,25.062042686087068
2010-09-01,9.297,22.17675121421819
2011-01-01,9.122,24.39133896674914
2011-03-02,9.039,25.441686300806673
2011-07-02,9.194,23.480194291422112
2011-09-01,9.264,22.594359190409754
2011-10-16,9.125,24.35337460527718
2011-12-01,8.992,26.03646129720068
2012-01-16,8.91,27.074153844100902
2012-04-16,8.893,27.289285225775327
2012-06-01,9.036,25.479650662278633
2012-07-17,9.209,23.29037248406233
2012-09-01,9.234,22.974002805129334
2012-10-31,9.088,24.821601730098013
2013-01-01,8.986,26.112390020144602
2013-03-02,8.913,27.03618948262894
2013-04-22,8.949,26.580617144965437
2013-06-12,9.027,25.593543746694515
