date,SrCa,sst
1986-01-01,9.120552403,25.444056323884173
1987-01-01,9.129915106,25.29501886346098
1988-01-01,9.059761731,26.411734928267794
1989-01-01,9.038907515,26.743696690993414
1990-01-01,9.06971289,26.25333030242126
1991-01-01,9.05717044,26.452983639228446
1992-01-01,9.128366606,25.31966820964502
1993-01-01,9.148703227,24.995945632155514
1994-01-01,9.119906519,25.45433764019719
1995-01-01,9.120726192,25.441289914311056
1996-01-01,9.045872785,26.632822069427206
1997-01-01,9.082240204,26.053917903621073
1998-01-01,9.074033336,26.184556541282472
1999-01-01,9.027687438,26.92230021839705
2000-01-01,8.999708671,27.367672070890038
2001-01-01,9.056148074,26.469257874592223
2002-01-01,9.102891822,25.725181138143235
2003-01-01,9.105011407,25.69144114173932
2004-01-01,9.124284993,25.384640177243508
2005-01-01,9.159298486,24.827288088080273
2006-01-01,9.060423841,26.401195323100264
2007-01-01,9.028857423,26.903676152982044
2008-01-01,8.998070661,27.39374625593552
