...1,parameter,site,site_id,subsite,subsite_id,series,series_id,lat,lon,depth,serial_num,from_date,thru_date,time,uncal_val,cal_val,qc_val,qc_flag,parameter_id,date,mean_SST
9435,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-04-27T00:03:50Z,30.79,30.4987,30.4987,1,1,2010-04-27,30.703297222222222
9579,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-04-28T00:03:50Z,30.86,30.5682,30.5682,1,1,2010-04-28,30.544022916666666
9723,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-04-29T00:03:50Z,30.68,30.3894,30.3894,1,1,2010-04-29,30.408141666666666
9867,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-04-30T00:03:50Z,30.64,30.3496,30.3496,1,1,2010-04-30,30.31380625
10011,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-01T00:03:50Z,30.52,30.2304,30.2304,1,1,2010-05-01,30.217270833333334
10155,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-02T00:03:50Z,30.39,30.1012,30.1012,1,1,2010-05-02,30.106927777777777
10299,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-03T00:03:50Z,30.14,29.8528,29.8528,1,1,2010-05-03,30.02625
10443,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-04T00:03:50Z,30.03,29.7435,29.7435,1,1,2010-05-04,29.994155555555555
10587,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-05T00:03:50Z,30.14,29.8528,29.8528,1,1,2010-05-05,29.928871527777776
10731,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-06T00:03:50Z,30.12,29.8329,29.8329,1,1,2010-05-06,29.862913194444445
10875,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-07T00:03:50Z,30.12,29.8329,29.8329,1,1,2010-05-07,29.78838125
11019,Water Temperature,Scott Reef,1098,SCOTTSS2,3990,SCOTTSS2,3990,-13.9238,121.915,6.3,SU-08418,2010-03-18,2010-05-10,2010-05-08T00:03:50Z,30.05,29.7633,29.7633,1,1,2010-05-08,29.713916666666666
