sst,Latitude,Longitude,Date,end_date,Data_Type,Site,Reef_Site,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,degree_heating_week_mmm_from_sst,dhw_threshold,accum_DHW_12weeks
25.84,-21.9,113.97,1985-01-01,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.324833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.72,-21.9,113.97,1985-01-02,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.444833333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.77,-21.9,113.97,1985-01-03,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.3948333333333345,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.31,-21.9,113.97,1985-01-04,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.8548333333333353,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.02,-21.9,113.97,1985-01-05,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.1448333333333345,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.92,-21.9,113.97,1985-01-06,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2448333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.78,-21.9,113.97,1985-01-07,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.384833333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.75,-21.9,113.97,1985-01-08,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.414833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.01,-21.9,113.97,1985-01-09,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.1548333333333325,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.33,-21.9,113.97,1985-01-10,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.8348333333333358,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.16,-21.9,113.97,1985-01-11,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.004833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.93,-21.9,113.97,1985-01-12,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2348333333333343,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.38,-21.9,113.97,1985-01-13,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.784833333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.89,-21.9,113.97,1985-01-14,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2748333333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.94,-21.9,113.97,1985-01-15,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2248333333333328,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.58,-21.9,113.97,1985-01-16,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.5848333333333358,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.09,-21.9,113.97,1985-01-17,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.074833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.82,-21.9,113.97,1985-01-18,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.3448333333333338,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.39,-21.9,113.97,1985-01-19,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.7748333333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.17,-21.9,113.97,1985-01-20,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.9948333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,0
23.99,-21.9,113.97,1985-01-21,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-4.174833333333336,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.02,-21.9,113.97,1985-01-22,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.1448333333333345,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.05,-21.9,113.97,1985-01-23,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.1148333333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.41,-21.9,113.97,1985-01-24,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.754833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.96,-21.9,113.97,1985-01-25,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.204833333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.44,-21.9,113.97,1985-01-26,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.7248333333333328,0,0,28.164833333333334,1985_to_1990,0,0,1,0
23.81,-21.9,113.97,1985-01-27,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-4.354833333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.59,-21.9,113.97,1985-01-28,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.574833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.69,-21.9,113.97,1985-01-29,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.4748333333333328,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.84,-21.9,113.97,1985-01-30,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.324833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.07,-21.9,113.97,1985-01-31,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.0948333333333338,0,0,28.164833333333334,1985_to_1990,0,0,1,0
24.42,-21.9,113.97,1985-02-01,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-3.7448333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.66,-21.9,113.97,1985-02-02,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.504833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.73,-21.9,113.97,1985-02-03,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.4348333333333336,0,0,28.164833333333334,1985_to_1990,0,0,1,0
25.79,-21.9,113.97,1985-02-04,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.374833333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.35,-21.9,113.97,1985-02-05,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.8148333333333326,0,0,28.164833333333334,1985_to_1990,0,0,1,0
26.83,-21.9,113.97,1985-02-06,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.3348333333333358,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.03,-21.9,113.97,1985-02-07,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.134833333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.2,-21.9,113.97,1985-02-08,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.9648333333333348,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.21,-21.9,113.97,1985-02-09,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.9548333333333332,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.28,-21.9,113.97,1985-02-10,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.8848333333333329,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.34,-21.9,113.97,1985-02-11,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.8248333333333342,0,0,28.164833333333334,1985_to_1990,0,0,1,0
27.37,-21.9,113.97,1985-02-12,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.7948333333333331,0,0,28.164833333333334,1985_to_1990,0,0,1,0
28.06,-21.9,113.97,1985-02-13,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.10483333333333533,0,0,28.164833333333334,1985_to_1990,0,0,1,0
28.99,-21.9,113.97,1985-02-14,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.8251666666666644,1.0000006256252512,0.14285723223217875,28.164833333333334,1985_to_1990,0,0,1,0
28.87,-21.9,113.97,1985-02-15,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.7051666666666669,0,0,28.164833333333334,1985_to_1990,0,0,1,0
28.78,-21.9,113.97,1985-02-16,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.6151666666666671,0,0,28.164833333333334,1985_to_1990,0,0,1,0
29.25,-21.9,113.97,1985-02-17,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.085166666666666,1.2600006256252527,0.18000008937503612,28.164833333333334,1985_to_1990,1.085166666666666,0.15502380952380942,1,0.15502380952380942
29.38,-21.9,113.97,1985-02-18,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.215166666666665,1.3900006256252517,0.19857151794646452,28.164833333333334,1985_to_1990,1.215166666666665,0.17359523809523786,1,0.32861904761904726
29.4,-21.9,113.97,1985-02-19,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.2351666666666645,1.4100006256252513,0.20142866080360733,28.164833333333334,1985_to_1990,1.2351666666666645,0.17645238095238064,1,0.505071428571428
30.47,-21.9,113.97,1985-02-20,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.305166666666665,2.4800006256252516,0.35428580366075024,28.164833333333334,1985_to_1990,2.305166666666665,0.32930952380952355,1,0.8343809523809514
30.76,-21.9,113.97,1985-02-21,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.5951666666666675,2.7700006256252543,0.39571437508932206,28.164833333333334,1985_to_1990,2.5951666666666675,0.37073809523809537,1,1.2051190476190468
30.24,-21.9,113.97,1985-02-22,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.0751666666666644,2.250000625625251,0.3214286608036073,28.164833333333334,1985_to_1990,2.0751666666666644,0.29645238095238063,1,1.5015714285714274
29.8,-21.9,113.97,1985-02-23,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.6351666666666667,1.8100006256252534,0.25857151794646477,28.164833333333334,1985_to_1990,1.6351666666666667,0.2335952380952381,1,1.7351666666666656
29.34,-21.9,113.97,1985-02-24,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.1751666666666658,1.3500006256252526,0.19285723223217893,28.164833333333334,1985_to_1990,1.1751666666666658,0.16788095238095227,1,1.9030476190476178
29.16,-21.9,113.97,1985-02-25,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.9951666666666661,1.1700006256252529,0.16714294651789327,28.164833333333334,1985_to_1990,0,0,1,1.9030476190476178
29.05,-21.9,113.97,1985-02-26,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.8851666666666667,1.0600006256252534,0.15142866080360765,28.164833333333334,1985_to_1990,0,0,1,1.9030476190476178
28.96,-21.9,113.97,1985-02-27,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.7951666666666668,0,0,28.164833333333334,1985_to_1990,0,0,1,1.9030476190476178
28.88,-21.9,113.97,1985-02-28,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.715166666666665,0,0,28.164833333333334,1985_to_1990,0,0,1,1.9030476190476178
29.41,-21.9,113.97,1985-03-01,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.245166666666666,1.4200006256252529,0.20285723223217897,28.164833333333334,1985_to_1990,1.245166666666666,0.1778809523809523,1,2.0809285714285704
30.23,-21.9,113.97,1985-03-02,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.0651666666666664,2.240000625625253,0.32000008937503616,28.164833333333334,1985_to_1990,2.0651666666666664,0.29502380952380947,1,2.3759523809523797
30.27,-21.9,113.97,1985-03-03,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,2.1051666666666655,2.2800006256252523,0.3257143750893218,28.164833333333334,1985_to_1990,2.1051666666666655,0.3007380952380951,1,2.676690476190475
30.03,-21.9,113.97,1985-03-04,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.865166666666667,2.040000625625254,0.2914286608036077,28.164833333333334,1985_to_1990,1.865166666666667,0.266452380952381,1,2.9431428571428557
29.92,-21.9,113.97,1985-03-05,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.7551666666666677,1.9300006256252544,0.27571437508932206,28.164833333333334,1985_to_1990,1.7551666666666677,0.25073809523809537,1,3.193880952380951
29.6,-21.9,113.97,1985-03-06,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.4351666666666674,1.6100006256252541,0.2300000893750363,28.164833333333334,1985_to_1990,1.4351666666666674,0.20502380952380964,1,3.3989047619047605
29.48,-21.9,113.97,1985-03-07,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.3151666666666664,1.4900006256252532,0.21285723223217903,28.164833333333334,1985_to_1990,1.3151666666666664,0.18788095238095234,1,3.586785714285713
29.33,-21.9,113.97,1985-03-08,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.1651666666666642,1.340000625625251,0.1914286608036073,28.164833333333334,1985_to_1990,1.1651666666666642,0.1664523809523806,1,3.7532380952380935
28.28,-21.9,113.97,1985-03-09,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.11516666666666708,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.9,-21.9,113.97,1985-03-10,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.2648333333333355,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.38,-21.9,113.97,1985-03-11,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.21516666666666495,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.81,-21.9,113.97,1985-03-12,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.35483333333333533,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.43,-21.9,113.97,1985-03-13,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.7348333333333343,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.36,-21.9,113.97,1985-03-14,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.8048333333333346,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.4,-21.9,113.97,1985-03-15,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.7648333333333355,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.42,-21.9,113.97,1985-03-16,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.7448333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.06,-21.9,113.97,1985-03-17,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.1048333333333353,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.17,-21.9,113.97,1985-03-18,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.9948333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.43,-21.9,113.97,1985-03-19,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.7348333333333343,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.6,-21.9,113.97,1985-03-20,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.5648333333333326,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
26.92,-21.9,113.97,1985-03-21,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.2448333333333323,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
26.2,-21.9,113.97,1985-03-22,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.9648333333333348,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27,-21.9,113.97,1985-03-23,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.164833333333334,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.51,-21.9,113.97,1985-03-24,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.6548333333333325,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.19,-21.9,113.97,1985-03-25,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.025166666666667226,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.68,-21.9,113.97,1985-03-26,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.5151666666666657,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.78,-21.9,113.97,1985-03-27,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.6151666666666671,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.8,-21.9,113.97,1985-03-28,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.6351666666666667,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
27.91,-21.9,113.97,1985-03-29,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.2548333333333339,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
28.97,-21.9,113.97,1985-03-30,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.8051666666666648,0,0,28.164833333333334,1985_to_1990,0,0,1,3.7532380952380935
29.55,-21.9,113.97,1985-03-31,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.3851666666666667,1.5600006256252534,0.22285723223217907,28.164833333333334,1985_to_1990,1.3851666666666667,0.19788095238095238,1,3.951119047619046
29.92,-21.9,113.97,1985-04-01,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.7551666666666677,1.9300006256252544,0.27571437508932206,28.164833333333334,1985_to_1990,1.7551666666666677,0.25073809523809537,1,4.201857142857142
29.34,-21.9,113.97,1985-04-02,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.1751666666666658,1.3500006256252526,0.19285723223217893,28.164833333333334,1985_to_1990,1.1751666666666658,0.16788095238095227,1,4.369738095238094
29.2,-21.9,113.97,1985-04-03,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.0351666666666652,1.210000625625252,0.17285723223217886,28.164833333333334,1985_to_1990,1.0351666666666652,0.14788095238095217,1,4.517619047619045
29.5,-21.9,113.97,1985-04-04,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.335166666666666,1.5100006256252527,0.2157143750893218,28.164833333333334,1985_to_1990,1.335166666666666,0.19073809523809512,1,4.708357142857141
29.6,-21.9,113.97,1985-04-05,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.4351666666666674,1.6100006256252541,0.2300000893750363,28.164833333333334,1985_to_1990,1.4351666666666674,0.20502380952380964,1,4.91338095238095
29.68,-21.9,113.97,1985-04-06,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.5151666666666657,1.6900006256252524,0.2414286608036075,28.164833333333334,1985_to_1990,1.5151666666666657,0.2164523809523808,1,5.129833333333331
29.31,-21.9,113.97,1985-04-07,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,1.1451666666666647,1.3200006256252514,0.18857151794646448,28.164833333333334,1985_to_1990,1.1451666666666647,0.16359523809523782,1,5.293428571428569
28.39,-21.9,113.97,1985-04-08,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.22516666666666652,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.36,-21.9,113.97,1985-04-09,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.19516666666666538,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.49,-21.9,113.97,1985-04-10,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.3251666666666644,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.48,-21.9,113.97,1985-04-11,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.3151666666666664,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.12,-21.9,113.97,1985-04-12,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.04483333333333306,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.04,-21.9,113.97,1985-04-13,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.1248333333333349,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.57,-21.9,113.97,1985-04-14,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.40516666666666623,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.67,-21.9,113.97,1985-04-15,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.5051666666666677,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.59,-21.9,113.97,1985-04-16,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.4251666666666658,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
27.29,-21.9,113.97,1985-04-17,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.8748333333333349,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
27.24,-21.9,113.97,1985-04-18,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-0.9248333333333356,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
27.03,-21.9,113.97,1985-04-19,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.134833333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
26.32,-21.9,113.97,1985-04-20,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.8448333333333338,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
25.9,-21.9,113.97,1985-04-21,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2648333333333355,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
25.55,-21.9,113.97,1985-04-22,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.6148333333333333,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
25.43,-21.9,113.97,1985-04-23,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.7348333333333343,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
25.54,-21.9,113.97,1985-04-24,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.624833333333335,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
25.9,-21.9,113.97,1985-04-25,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-2.2648333333333355,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
26.7,-21.9,113.97,1985-04-26,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,-1.4648333333333348,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.19,-21.9,113.97,1985-04-27,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.025166666666667226,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.67,-21.9,113.97,1985-04-28,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.5051666666666677,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
28.76,-21.9,113.97,1985-04-29,2021-06-01,Coral Core d18O Proxy,Ningaloo Reef,TNT,27.989999374374747,2019-01-01,0.5951666666666675,0,0,28.164833333333334,1985_to_1990,0,0,1,5.293428571428569
