year.x,month,day,mean temperature kelvin,sst,mean temperature uncertainty,fraction of sea-ice-covered ocean,Date,monthly_date,Latitude,Longitude,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year.y,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,DHW_value,dhw_threshold,accum_DHW_12weeks
1981,9,1,300.39999,27.2499938964844,0.19,0,1981-09-01,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.6847017857041457,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,2,300.34,27.1899963378906,0.19,0,1981-09-02,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.7446993442979455,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,3,300.29999,27.1499877929688,0.19,0,1981-09-03,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.7847078892197459,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,4,300.25,27.1,0.19,0,1981-09-04,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.8346956821885456,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,5,300.14999,26.9999938964844,0.19,0,1981-09-05,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.9347017857041457,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,6,300.28,27.1299987792969,0.19,0,1981-09-06,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.8046969028916457,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,7,300.72,27.5700012207031,0.19,0,1981-09-07,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.3646944614854455,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,8,301,27.85,0.19,0,1981-09-08,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-1.0846956821885456,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,9,301.13998,27.9899841308594,0.19,0,1981-09-09,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.9447115513291457,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,10,301.25,28.1,0.19,0,1981-09-10,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.8346956821885456,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,11,301.25,28.1,0.19,0,1981-09-11,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.8346956821885456,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,12,301.19998,28.0499816894531,0.19,0,1981-09-12,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.8847139927354455,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,13,301.16,28.0100036621094,0.19,0,1981-09-13,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.9246920200791457,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
1981,9,14,301.10001,27.9500061035156,0.19,0,1981-09-14,1981-Sep,-14.0793,121.948,29.679999336600304,2019-01-01,-0.9846895786729455,0,0,1988,28.934695682188547,1985_to_1990,0,0,1,0
