year.x,month,day,mean temperature kelvin,sst,mean temperature uncertainty,fraction of sea-ice-covered ocean,Latitude,Longitude,Date,monthly_date,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year.y,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,DHW_value,dhw_threshold,accum_DHW_12weeks
2013,2,4,302.75998,29.60997925,0.71,0,-21.9,113.97,2013-02-04,2013-Feb,27.989999374374747,2019-01-01,3.9708068042132894,1.6199798756252513,0.23142569651789305,1988,25.63917244578671,1985_to_1990,3.9708068042132894,0.5672581148876128,1,15.007908774453071
2013,2,5,302.48999,29.33999023,0.63,0,-21.9,113.97,2013-02-05,2013-Feb,27.989999374374747,2019-01-01,3.7008177842132923,1.3499908556252542,0.19285583651789345,1988,25.63917244578671,1985_to_1990,3.7008177842132923,0.5286882548876132,1,15.536597029340685
2013,2,6,302.13,28.98000488,0.59,0,-21.9,113.97,2013-02-06,2013-Feb,27.989999374374747,2019-01-01,3.34083243421329,0,0,1988,25.63917244578671,1985_to_1990,3.34083243421329,0.47726177631618427,1,16.01385880565687
2013,2,7,301.82999,28.67998657,0.57,0,-21.9,113.97,2013-02-07,2013-Feb,27.989999374374747,2019-01-01,3.0408141242132913,0,0,1988,25.63917244578671,1985_to_1990,3.0408141242132913,0.4344020177447559,1,16.448260823401625
2013,2,8,301.82001,28.67000732,0.56,0,-21.9,113.97,2013-02-08,2013-Feb,27.989999374374747,2019-01-01,3.0308348742132907,0,0,1988,25.63917244578671,1985_to_1990,3.0308348742132907,0.4329764106018987,1,16.881237234003525
2013,2,9,302.07001,28.92000732,0.56,0,-21.9,113.97,2013-02-09,2013-Feb,27.989999374374747,2019-01-01,3.2808348742132907,0,0,1988,25.63917244578671,1985_to_1990,3.2808348742132907,0.4686906963161844,1,17.34992793031971
2013,2,10,302.26999,29.11998901,0.57,0,-21.9,113.97,2013-02-10,2013-Feb,27.989999374374747,2019-01-01,3.480816564213292,1.129989635625254,0.1614270908036077,1988,25.63917244578671,1985_to_1990,3.480816564213292,0.49725950917332745,1,17.847187439493034
2013,2,11,302.25998,29.10997925,0.56,0,-21.9,113.97,2013-02-11,2013-Feb,27.989999374374747,2019-01-01,3.4708068042132894,1.1199798756252513,0.1599971250893216,1988,25.63917244578671,1985_to_1990,3.4708068042132894,0.49582954345904134,1,18.343016982952076
2013,2,12,302.32001,29.17000732,0.59,0,-21.9,113.97,2013-02-12,2013-Feb,27.989999374374747,2019-01-01,3.5308348742132907,1.1800079456252526,0.16857256366075038,1988,25.63917244578671,1985_to_1990,3.5308348742132907,0.5044049820304701,1,18.847421964982548
2013,2,13,302.32001,29.17000732,0.74,0,-21.9,113.97,2013-02-13,2013-Feb,27.989999374374747,2019-01-01,3.5308348742132907,1.1800079456252526,0.16857256366075038,1988,25.63917244578671,1985_to_1990,3.5308348742132907,0.5044049820304701,1,19.351826947013016
