year.x,month,day,mean temperature kelvin,sst,mean temperature uncertainty,fraction of sea-ice-covered ocean,Latitude,Longitude,Date,monthly_date,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year.y,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,DHW_value,dhw_threshold,accum_DHW_12weeks
2016,1,27,302.35999,29.20998535,0.21,0,-12.0875,96.875,2016-01-27,2016-Jan,28.359999366104603,2019-01-01,1.5727646906266664,0,0,1990,27.637220659373334,1985_to_1990,1.5727646906266664,0.22468067008952378,1,6.46021233009714
2016,1,28,302.37,29.21999512,0.21,0,-12.0875,96.875,2016-01-28,2016-Jan,28.359999366104603,2019-01-01,1.5827744606266663,0,0,1990,27.637220659373334,1985_to_1990,1.5827744606266663,0.2261106372323809,1,6.686322967329521
2016,1,29,302.39999,29.2499939,0.21,0,-12.0875,96.875,2016-01-29,2016-Jan,28.359999366104603,2019-01-01,1.612773240626666,0,0,1990,27.637220659373334,1985_to_1990,1.612773240626666,0.23039617723238084,1,6.916719144561902
2016,1,30,302.47,29.32000122,0.21,0,-12.0875,96.875,2016-01-30,2016-Jan,28.359999366104603,2019-01-01,1.682780560626668,0,0,1990,27.637220659373334,1985_to_1990,1.682780560626668,0.24039722294666685,1,7.157116367508569
2016,1,31,302.56,29.40999756,0.22,0,-12.0875,96.875,2016-01-31,2016-Jan,28.359999366104603,2019-01-01,1.772776900626667,1.049998193895398,0.14999974198505686,1990,27.637220659373334,1985_to_1990,1.772776900626667,0.2532538429466667,1,7.410370210455235
2016,2,1,302.53,29.37999878,0.24,0,-12.0875,96.875,2016-02-01,2016-Feb,28.359999366104603,2019-01-01,1.7427781206266673,1.0199994138953983,0.14571420198505688,1990,27.637220659373334,1985_to_1990,1.7427781206266673,0.24896830294666675,1,7.659338513401901
2016,2,2,302.25,29.1,0.22,0,-12.0875,96.875,2016-02-02,2016-Feb,28.359999366104603,2019-01-01,1.4627793406266676,0,0,1990,27.637220659373334,1985_to_1990,1.4627793406266676,0.20896847723238107,1,7.868306990634283
2016,2,3,302.07999,28.92998657,0.23,0,-12.0875,96.875,2016-02-03,2016-Feb,28.359999366104603,2019-01-01,1.2927659106266667,0,0,1990,27.637220659373334,1985_to_1990,1.2927659106266667,0.1846808443752381,1,8.052987835009521
2016,2,4,302.06,28.90999756,0.21,0,-12.0875,96.875,2016-02-04,2016-Feb,28.359999366104603,2019-01-01,1.272776900626667,0,0,1990,27.637220659373334,1985_to_1990,1.272776900626667,0.18182527151809527,1,8.234813106527616
2016,2,5,302.13998,28.98998413,0.21,0,-12.0875,96.875,2016-02-05,2016-Feb,28.359999366104603,2019-01-01,1.352763470626666,0,0,1990,27.637220659373334,1985_to_1990,1.352763470626666,0.193251924375238,1,8.428065030902854
2016,2,6,302.20999,29.05999146,0.21,0,-12.0875,96.875,2016-02-06,2016-Feb,28.359999366104603,2019-01-01,1.4227708006266653,0,0,1990,27.637220659373334,1985_to_1990,1.4227708006266653,0.20325297151809504,1,8.631318002420949
2016,2,7,302.17999,29.02999268,0.21,0,-12.0875,96.875,2016-02-07,2016-Feb,28.359999366104603,2019-01-01,1.3927720206266656,0,0,1990,27.637220659373334,1985_to_1990,1.3927720206266656,0.1989674315180951,1,8.830285433939045
2016,2,8,302.10001,28.9500061,0.21,0,-12.0875,96.875,2016-02-08,2016-Feb,28.359999366104603,2019-01-01,1.3127854406266657,0,0,1990,27.637220659373334,1985_to_1990,1.3127854406266657,0.1875407772323808,1,9.017826211171425
2016,2,9,301.95999,28.80999146,0.26,0,-12.0875,96.875,2016-02-09,2016-Feb,28.359999366104603,2019-01-01,1.1727708006266653,0,0,1990,27.637220659373334,1985_to_1990,1.1727708006266653,0.16753868580380932,1,9.185364896975235
2016,2,10,301.95999,28.80999146,0.28,0,-12.0875,96.875,2016-02-10,2016-Feb,28.359999366104603,2019-01-01,1.1727708006266653,0,0,1990,27.637220659373334,1985_to_1990,1.1727708006266653,0.16753868580380932,1,9.352903582779044
2016,2,11,301.97,28.82000122,0.42,0,-12.0875,96.875,2016-02-11,2016-Feb,28.359999366104603,2019-01-01,1.182780560626668,0,0,1990,27.637220659373334,1985_to_1990,1.182780560626668,0.16896865151809543,1,9.52187223429714
2016,2,12,301.50998,28.35997925,0.32,0,-12.0875,96.875,2016-02-12,2016-Feb,28.359999366104603,2019-01-01,0.7227585906266647,0,0,1990,27.637220659373334,1985_to_1990,0,0,1,9.52187223429714
2016,2,13,301.85001,28.7000061,0.22,0,-12.0875,96.875,2016-02-13,2016-Feb,28.359999366104603,2019-01-01,1.0627854406266657,0,0,1990,27.637220659373334,1985_to_1990,1.0627854406266657,0.1518264915180951,1,9.673698725815234
2016,2,14,301.95999,28.80999146,0.21,0,-12.0875,96.875,2016-02-14,2016-Feb,28.359999366104603,2019-01-01,1.1727708006266653,0,0,1990,27.637220659373334,1985_to_1990,1.1727708006266653,0.16753868580380932,1,9.841237411619044
2016,2,15,302.00998,28.85997925,0.22,0,-12.0875,96.875,2016-02-15,2016-Feb,28.359999366104603,2019-01-01,1.2227585906266647,0,0,1990,27.637220659373334,1985_to_1990,1.2227585906266647,0.1746797986609521,1,10.015917210279996
2016,2,16,302.19,29.04000244,0.22,0,-12.0875,96.875,2016-02-16,2016-Feb,28.359999366104603,2019-01-01,1.4027817806266647,0,0,1990,27.637220659373334,1985_to_1990,1.4027817806266647,0.20039739723238068,1,10.216314607512377
2016,2,17,302.19,29.04000244,0.21,0,-12.0875,96.875,2016-02-17,2016-Feb,28.359999366104603,2019-01-01,1.4027817806266647,0,0,1990,27.637220659373334,1985_to_1990,1.4027817806266647,0.20039739723238068,1,10.416712004744758
2016,2,18,302.10999,28.95998535,0.21,0,-12.0875,96.875,2016-02-18,2016-Feb,28.359999366104603,2019-01-01,1.3227646906266664,0,0,1990,27.637220659373334,1985_to_1990,1.3227646906266664,0.18896638437523805,1,10.605678389119996
2016,2,19,302.23999,29.08999023,0.21,0,-12.0875,96.875,2016-02-19,2016-Feb,28.359999366104603,2019-01-01,1.4527695706266677,0,0,1990,27.637220659373334,1985_to_1990,1.4527695706266677,0.20753851008952395,1,10.81321689920952
2016,2,20,302.41,29.26000366,0.22,0,-12.0875,96.875,2016-02-20,2016-Feb,28.359999366104603,2019-01-01,1.622783000626665,0,0,1990,27.637220659373334,1985_to_1990,1.622783000626665,0.23182614294666642,1,11.045043042156186
2016,2,21,302.82999,29.67998657,0.22,0,-12.0875,96.875,2016-02-21,2016-Feb,28.359999366104603,2019-01-01,2.0427659106266667,1.3199872038953977,0.1885696005564854,1990,27.637220659373334,1985_to_1990,2.0427659106266667,0.2918237015180952,1,11.33686674367428
2016,2,22,302.82999,29.67998657,0.21,0,-12.0875,96.875,2016-02-22,2016-Feb,28.359999366104603,2019-01-01,2.0427659106266667,1.3199872038953977,0.1885696005564854,1990,27.637220659373334,1985_to_1990,2.0427659106266667,0.2918237015180952,1,11.628690445192376
2016,2,23,302.78,29.62999878,0.22,0,-12.0875,96.875,2016-02-23,2016-Feb,28.359999366104603,2019-01-01,1.9927781206266673,1.2699994138953983,0.1814284876993426,1990,27.637220659373334,1985_to_1990,1.9927781206266673,0.2846825886609525,1,11.913373033853329
2016,2,24,302.81,29.65999756,0.22,0,-12.0875,96.875,2016-02-24,2016-Feb,28.359999366104603,2019-01-01,2.022776900626667,1.299998193895398,0.18571402769934256,1990,27.637220659373334,1985_to_1990,2.022776900626667,0.2889681286609524,1,12.202341162514282
2016,2,25,303.03,29.87999878,0.21,0,-12.0875,96.875,2016-02-25,2016-Feb,28.359999366104603,2019-01-01,2.2427781206266673,1.5199994138953983,0.21714277341362834,1990,27.637220659373334,1985_to_1990,2.2427781206266673,0.32039687437523817,1,12.52273803688952
2016,2,26,303.59,30.43999634,0.21,0,-12.0875,96.875,2016-02-26,2016-Feb,28.359999366104603,2019-01-01,2.8027756806266666,2.0799969738953976,0.29714242484219966,1990,27.637220659373334,1985_to_1990,2.8027756806266666,0.4003965258038095,1,12.92313456269333
2016,2,27,303.63,30.48000488,0.21,0,-12.0875,96.875,2016-02-27,2016-Feb,28.359999366104603,2019-01-01,2.8427842206266654,2.1200055138953964,0.3028579305564852,1990,27.637220659373334,1985_to_1990,2.8427842206266654,0.40611203151809505,1,13.329246594211424
2016,2,28,303.28998,30.13997803,0.21,0,-12.0875,96.875,2016-02-28,2016-Feb,28.359999366104603,2019-01-01,2.502757370626668,1.779978663895399,0.2542826662707713,1990,27.637220659373334,1985_to_1990,2.502757370626668,0.35753676723238115,1,13.686783361443805
