year.x,month,day,mean temperature kelvin,sst,mean temperature uncertainty,fraction of sea-ice-covered ocean,Date,monthly_date,Latitude,Longitude,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year.y,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,DHW_value,dhw_threshold,accum_DHW_12weeks
2012,9,21,300.59,27.4399963378906,0.19,0,2012-09-21,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.4939736669548118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,22,300.56,27.4099975585938,0.19,0,2012-09-22,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.5239724462516122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,23,300.50998,27.3599792480469,0.19,0,2012-09-23,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.573990756798512,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,24,300.59,27.4399963378906,0.19,0,2012-09-24,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.4939736669548118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,25,300.94,27.7900024414063,0.19,0,2012-09-25,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.1439675634391122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,26,301.09,27.9399963378906,0.19,0,2012-09-26,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-0.9939736669548118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,27,301.22,28.0700012207031,0.2,0,2012-09-27,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-0.8639687841423118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,28,301.35001,28.2000061035156,0.19,0,2012-09-28,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-0.7339639013298118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,29,301.17999,28.0299926757813,0.19,0,2012-09-29,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-0.9039773290641122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,9,30,301.07999,27.9299865722656,0.19,0,2012-09-30,2012-Sep,-14.1884,121.799,29.70999933592975,2019-01-01,-1.0039834325798118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,1,300.91998,27.7699829101563,0.19,0,2012-10-01,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-1.1639870946891122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,2,300.85001,27.7000061035156,0.19,0,2012-10-02,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-1.2339639013298118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,3,301.01999,27.8699890136719,0.19,0,2012-10-03,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-1.063980991173512,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,4,301.16998,28.0199829101563,0.19,0,2012-10-04,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.9139870946891122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,5,301.28,28.1299987792969,0.19,0,2012-10-05,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.8039712255485121,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,6,301.34,28.1899963378906,0.19,0,2012-10-06,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.7439736669548118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,7,301.29999,28.1499877929688,0.19,0,2012-10-07,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.7839822118766122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,8,301.29999,28.1499877929688,0.19,0,2012-10-08,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.7839822118766122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,9,301.60999,28.4599853515625,0.2,0,2012-10-09,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.47398465328291195,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,10,301.76999,28.619989013672,0.19,0,2012-10-10,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.3139809911734126,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,11,301.84,28.6899963378906,0.19,0,2012-10-11,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.24397366695481182,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,12,301.72998,28.57998046875,0.19,0,2012-10-12,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.35398953609541195,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,13,301.66998,28.5199829101563,0.19,0,2012-10-13,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.4139870946891122,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,14,301.88998,28.7399841308594,0.19,0,2012-10-14,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.19398587398601208,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,15,302.17999,29.0299926757813,0.19,0,2012-10-15,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,0.09602267093588779,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,16,302.25,29.1,0.19,0,2012-10-16,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,0.16602999515458805,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,17,302.12,28.9699951171875,0.19,0,2012-10-17,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,0.03602511234208805,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,18,301.98999,28.839990234375,0.19,0,2012-10-18,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.09397977047041195,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,19,301.72998,28.57998046875,0.19,0,2012-10-19,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.35398953609541195,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,20,301.59,28.4399963378906,0.19,0,2012-10-20,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.4939736669548118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,21,301.66,28.5100036621094,0.19,0,2012-10-21,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.4239663427360121,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,22,301.82999,28.6799865722656,0.19,0,2012-10-22,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,-0.2539834325798118,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,23,302.16998,29.0199829101563,0.19,0,2012-10-23,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,0.08601290531088779,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
2012,10,24,302.39999,29.2499938964844,0.19,0,2012-10-24,2012-Oct,-14.1884,121.799,29.70999933592975,2019-01-01,0.3160238916389879,0,0,1988,28.933970004845413,1985_to_1990,0,0,1,0
