Year,core id,reef,country,lat,long,Sr/Ca,d18O,Sr/CaA,d18OA,Sr/Ca SST_A,d18O SST_A,Isotope,value,AVHRR_A,HadSST1_A,ERSST_A,AVHRR SST,HadSST1,ERSST,year,month
1794.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.535367727,-999,0.121171,-999,-0.605855,d18O,-999,-999,-999,-999,-999,-999,-999,1794,September
1794.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.70542758,-999,0.0701,-999,-0.350461,d18O,-999,-999,-999,-999,-999,-999,-999,1794,October
1794.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.875487432,-999,0.0287,-999,-0.143554,d18O,-999,-999,-999,-999,-999,-999,-999,1794,November
1794.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.8817348,-999,0.141493,-999,-0.707465,d18O,-999,-999,-999,-999,-999,-999,-999,1794,December
1795,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.822635003,-999,0.295221,-999,-1.476105,d18O,-999,-999,-999,-999,-999,-999,-999,1795,January
1795.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.877693191,-999,0.298151,-999,-1.490755,d18O,-999,-999,-999,-999,-999,-999,-999,1795,February
1795.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.085175651,-999,0.109844,-999,-0.54922,d18O,-999,-999,-999,-999,-999,-999,-999,1795,March
1795.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.139764563,-999,0.0211,-999,-0.1053335,d18O,-999,-999,-999,-999,-999,-999,-999,1795,April
1795.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.133215918,-999,-0.012,-999,0.0600555,d18O,-999,-999,-999,-999,-999,-999,-999,1795,May
1795.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.069497441,-999,-0.0382,-999,0.1907895,d18O,-999,-999,-999,-999,-999,-999,-999,1795,June
1795.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.929749124,-999,-0.0259,-999,0.129535,d18O,-999,-999,-999,-999,-999,-999,-999,1795,July
1795.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.626817043,-999,0.164382,-999,-0.82191,d18O,-999,-999,-999,-999,-999,-999,-999,1795,August
1795.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.258476496,-999,0.398063,-999,-1.990315,d18O,-999,-999,-999,-999,-999,-999,-999,1795,September
1795.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.381950943,-999,0.393569,-999,-1.967845,d18O,-999,-999,-999,-999,-999,-999,-999,1795,October
1795.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.319115068,-999,0.585083,-999,-2.925415,d18O,-999,-999,-999,-999,-999,-999,-999,1795,November
1795.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.402383716,-999,0.620844,-999,-3.10422,d18O,-999,-999,-999,-999,-999,-999,-999,1795,December
1796,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.677263072,-999,0.440593,-999,-2.202965,d18O,-999,-999,-999,-999,-999,-999,-999,1796,January
1796.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.948269899,-999,0.227574,-999,-1.13787,d18O,-999,-999,-999,-999,-999,-999,-999,1796,February
1796.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.172175517,-999,0.0228,-999,-0.1142215,d18O,-999,-999,-999,-999,-999,-999,-999,1796,March
1796.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.217523319,-999,-0.0567,-999,0.283458,d18O,-999,-999,-999,-999,-999,-999,-999,1796,April
1796.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.223637198,-999,-0.102432,-999,0.51216,d18O,-999,-999,-999,-999,-999,-999,-999,1796,May
1796.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.985067989,-999,0.0463,-999,-0.231358,d18O,-999,-999,-999,-999,-999,-999,-999,1796,June
1796.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.748725173,-999,0.155117,-999,-0.775585,d18O,-999,-999,-999,-999,-999,-999,-999,1796,July
1796.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.542726537,-999,0.248473,-999,-1.242365,d18O,-999,-999,-999,-999,-999,-999,-999,1796,August
1796.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.3367279,-999,0.319811,-999,-1.599055,d18O,-999,-999,-999,-999,-999,-999,-999,1796,September
1796.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.398206462,-999,0.377313,-999,-1.886565,d18O,-999,-999,-999,-999,-999,-999,-999,1796,October
1796.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.459685024,-999,0.444513,-999,-2.222565,d18O,-999,-999,-999,-999,-999,-999,-999,1796,November
1796.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.521163586,-999,0.502064,-999,-2.51032,d18O,-999,-999,-999,-999,-999,-999,-999,1796,December
1797,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.6257595,-999,0.492096,-999,-2.46048,d18O,-999,-999,-999,-999,-999,-999,-999,1797,January
1797.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.795190133,-999,0.380654,-999,-1.90327,d18O,-999,-999,-999,-999,-999,-999,-999,1797,February
1797.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.949620963,-999,0.245399,-999,-1.226995,d18O,-999,-999,-999,-999,-999,-999,-999,1797,March
1797.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.061335303,-999,0.0995,-999,-0.497482,d18O,-999,-999,-999,-999,-999,-999,-999,1797,April
1797.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.017396861,-999,0.103808,-999,-0.51904,d18O,-999,-999,-999,-999,-999,-999,-999,1797,May
1797.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.97345842,-999,0.0579,-999,-0.2894055,d18O,-999,-999,-999,-999,-999,-999,-999,1797,June
1797.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.929519978,-999,-0.0257,-999,0.1283895,d18O,-999,-999,-999,-999,-999,-999,-999,1797,July
1797.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.885581537,-999,-0.0944,-999,0.4719115,d18O,-999,-999,-999,-999,-999,-999,-999,1797,August
1797.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.841643095,-999,-0.185104,-999,0.92552,d18O,-999,-999,-999,-999,-999,-999,-999,1797,September
1797.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.918831628,-999,-0.143312,-999,0.71656,d18O,-999,-999,-999,-999,-999,-999,-999,1797,October
1797.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.996020161,-999,-0.0918,-999,0.4591095,d18O,-999,-999,-999,-999,-999,-999,-999,1797,November
1797.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.066719814,-999,-0.0435,-999,0.2174615,d18O,-999,-999,-999,-999,-999,-999,-999,1797,December
1798,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.120092451,-999,-0.00224,-999,0.01118185,d18O,-999,-999,-999,-999,-999,-999,-999,1798,January
1798.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.173465087,-999,0.00238,-999,-0.0118947,d18O,-999,-999,-999,-999,-999,-999,-999,1798,February
1798.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.042021836,-999,0.152998,-999,-0.76499,d18O,-999,-999,-999,-999,-999,-999,-999,1798,March
1798.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.756232967,-999,0.404598,-999,-2.02299,d18O,-999,-999,-999,-999,-999,-999,-999,1798,April
1798.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.601877015,-999,0.519328,-999,-2.59664,d18O,-999,-999,-999,-999,-999,-999,-999,1798,May
1798.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.677401845,-999,0.353938,-999,-1.76969,d18O,-999,-999,-999,-999,-999,-999,-999,1798,June
1798.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.700369288,-999,0.203473,-999,-1.017365,d18O,-999,-999,-999,-999,-999,-999,-999,1798,July
1798.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.48577186,-999,0.305427,-999,-1.527135,d18O,-999,-999,-999,-999,-999,-999,-999,1798,August
1798.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.271174431,-999,0.385365,-999,-1.926825,d18O,-999,-999,-999,-999,-999,-999,-999,1798,September
1798.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.458416266,-999,0.317104,-999,-1.58552,d18O,-999,-999,-999,-999,-999,-999,-999,1798,October
1798.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.655918997,-999,0.248279,-999,-1.241395,d18O,-999,-999,-999,-999,-999,-999,-999,1798,November
1798.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.828715173,-999,0.194513,-999,-0.972565,d18O,-999,-999,-999,-999,-999,-999,-999,1798,December
1799,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.852678008,-999,0.265178,-999,-1.32589,d18O,-999,-999,-999,-999,-999,-999,-999,1799,January
1799.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.882202143,-999,0.293642,-999,-1.46821,d18O,-999,-999,-999,-999,-999,-999,-999,1799,February
1799.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.750655532,-999,0.444364,-999,-2.22182,d18O,-999,-999,-999,-999,-999,-999,-999,1799,March
1799.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.607849572,-999,0.552982,-999,-2.76491,d18O,-999,-999,-999,-999,-999,-999,-999,1799,April
1799.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.599069306,-999,0.522135,-999,-2.610675,d18O,-999,-999,-999,-999,-999,-999,-999,1799,May
1799.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.593923268,-999,0.437416,-999,-2.18708,d18O,-999,-999,-999,-999,-999,-999,-999,1799,June
1799.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.592015547,-999,0.311826,-999,-1.55913,d18O,-999,-999,-999,-999,-999,-999,-999,1799,July
1799.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.389217812,-999,0.401981,-999,-2.009905,d18O,-999,-999,-999,-999,-999,-999,-999,1799,August
1799.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.124756813,-999,0.531782,-999,-2.65891,d18O,-999,-999,-999,-999,-999,-999,-999,1799,September
1799.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.510736902,-999,0.264783,-999,-1.323915,d18O,-999,-999,-999,-999,-999,-999,-999,1799,October
1799.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.896716991,-999,0.00748,-999,-0.0374055,d18O,-999,-999,-999,-999,-999,-999,-999,1799,November
1799.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.918100876,-999,0.105127,-999,-0.525635,d18O,-999,-999,-999,-999,-999,-999,-999,1799,December
1800,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.865271513,-999,0.252584,-999,-1.26292,d18O,-999,-999,-999,-999,-999,-999,-999,1800,January
1800.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.841301414,-999,0.334543,-999,-1.672715,d18O,-999,-999,-999,-999,-999,-999,-999,1800,February
1800.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.817331314,-999,0.377688,-999,-1.88844,d18O,-999,-999,-999,-999,-999,-999,-999,1800,March
1800.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.844987086,-999,0.315844,-999,-1.57922,d18O,-999,-999,-999,-999,-999,-999,-999,1800,April
1800.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.809905348,-999,0.3113,-999,-1.5565,d18O,-999,-999,-999,-999,-999,-999,-999,1800,May
1800.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.665093505,-999,0.366246,-999,-1.83123,d18O,-999,-999,-999,-999,-999,-999,-999,1800,June
1800.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.526389081,-999,0.377453,-999,-1.887265,d18O,-999,-999,-999,-999,-999,-999,-999,1800,July
1800.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.415020565,-999,0.376179,-999,-1.880895,d18O,-999,-999,-999,-999,-999,-999,-999,1800,August
1800.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.303652048,-999,0.352887,-999,-1.764435,d18O,-999,-999,-999,-999,-999,-999,-999,1800,September
1800.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.304417338,-999,0.471102,-999,-2.35551,d18O,-999,-999,-999,-999,-999,-999,-999,1800,October
1800.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.317731573,-999,0.586467,-999,-2.932335,d18O,-999,-999,-999,-999,-999,-999,-999,1800,November
1800.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.340903295,-999,0.682324,-999,-3.41162,d18O,-999,-999,-999,-999,-999,-999,-999,1800,December
1801,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.445054617,-999,0.672801,-999,-3.364005,d18O,-999,-999,-999,-999,-999,-999,-999,1801,January
1801.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.592956541,-999,0.582888,-999,-2.91444,d18O,-999,-999,-999,-999,-999,-999,-999,1801,February
1801.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.718172573,-999,0.476847,-999,-2.384235,d18O,-999,-999,-999,-999,-999,-999,-999,1801,March
1801.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.795333192,-999,0.365498,-999,-1.82749,d18O,-999,-999,-999,-999,-999,-999,-999,1801,April
1801.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.788376431,-999,0.332829,-999,-1.664145,d18O,-999,-999,-999,-999,-999,-999,-999,1801,May
1801.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.760428164,-999,0.270911,-999,-1.354555,d18O,-999,-999,-999,-999,-999,-999,-999,1801,June
1801.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.635223508,-999,0.268618,-999,-1.34309,d18O,-999,-999,-999,-999,-999,-999,-999,1801,July
1801.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.511898268,-999,0.279301,-999,-1.396505,d18O,-999,-999,-999,-999,-999,-999,-999,1801,August
1801.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.4078681,-999,0.248671,-999,-1.243355,d18O,-999,-999,-999,-999,-999,-999,-999,1801,September
1801.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.502447098,-999,0.273073,-999,-1.365365,d18O,-999,-999,-999,-999,-999,-999,-999,1801,October
1801.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.581529197,-999,0.322669,-999,-1.613345,d18O,-999,-999,-999,-999,-999,-999,-999,1801,November
1801.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.640253327,-999,0.382974,-999,-1.91487,d18O,-999,-999,-999,-999,-999,-999,-999,1801,December
1802,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.684553814,-999,0.433302,-999,-2.16651,d18O,-999,-999,-999,-999,-999,-999,-999,1802,January
1802.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.720857717,-999,0.454987,-999,-2.274935,d18O,-999,-999,-999,-999,-999,-999,-999,1802,February
1802.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.747337964,-999,0.447682,-999,-2.23841,d18O,-999,-999,-999,-999,-999,-999,-999,1802,March
1802.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.839202407,-999,0.321629,-999,-1.608145,d18O,-999,-999,-999,-999,-999,-999,-999,1802,April
1802.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.948086967,-999,0.173118,-999,-0.86559,d18O,-999,-999,-999,-999,-999,-999,-999,1802,May
1802.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.973938321,-999,0.0574,-999,-0.287007,d18O,-999,-999,-999,-999,-999,-999,-999,1802,June
1802.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.945385425,-999,-0.0415,-999,0.2077175,d18O,-999,-999,-999,-999,-999,-999,-999,1802,July
1802.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.607542738,-999,0.183656,-999,-0.91828,d18O,-999,-999,-999,-999,-999,-999,-999,1802,August
1802.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.26970005,-999,0.386839,-999,-1.934195,d18O,-999,-999,-999,-999,-999,-999,-999,1802,September
1802.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.271224721,-999,0.504295,-999,-2.521475,d18O,-999,-999,-999,-999,-999,-999,-999,1802,October
1802.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.296671322,-999,0.607527,-999,-3.037635,d18O,-999,-999,-999,-999,-999,-999,-999,1802,November
1802.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.437935731,-999,0.585292,-999,-2.92646,d18O,-999,-999,-999,-999,-999,-999,-999,1802,December
1803,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.663253025,-999,0.454603,-999,-2.273015,d18O,-999,-999,-999,-999,-999,-999,-999,1803,January
1803.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.988603244,-999,0.187241,-999,-0.936205,d18O,-999,-999,-999,-999,-999,-999,-999,1803,February
1803.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.128643739,-999,0.0664,-999,-0.331881,d18O,-999,-999,-999,-999,-999,-999,-999,1803,March
1803.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.101063134,-999,0.0598,-999,-0.298841,d18O,-999,-999,-999,-999,-999,-999,-999,1803,April
1803.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.944352407,-999,0.176852,-999,-0.88426,d18O,-999,-999,-999,-999,-999,-999,-999,1803,May
1803.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.803316779,-999,0.228023,-999,-1.140115,d18O,-999,-999,-999,-999,-999,-999,-999,1803,June
1803.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.654357245,-999,0.249485,-999,-1.247425,d18O,-999,-999,-999,-999,-999,-999,-999,1803,July
1803.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.487774201,-999,0.303425,-999,-1.517125,d18O,-999,-999,-999,-999,-999,-999,-999,1803,August
1803.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.2857495,-999,0.37079,-999,-1.85395,d18O,-999,-999,-999,-999,-999,-999,-999,1803,September
1803.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.586996426,-999,0.188524,-999,-0.94262,d18O,-999,-999,-999,-999,-999,-999,-999,1803,October
1803.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.845966419,-999,0.0582,-999,-0.291159,d18O,-999,-999,-999,-999,-999,-999,-999,1803,November
1803.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.915090862,-999,0.108137,-999,-0.540685,d18O,-999,-999,-999,-999,-999,-999,-999,1803,December
1804,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.03303528,-999,0.0848,-999,-0.4241035,d18O,-999,-999,-999,-999,-999,-999,-999,1804,January
1804.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.236187744,-999,-0.0603,-999,0.3017185,d18O,-999,-999,-999,-999,-999,-999,-999,1804,February
1804.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.012569092,-999,0.182451,-999,-0.912255,d18O,-999,-999,-999,-999,-999,-999,-999,1804,March
1804.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.931494248,-999,0.229337,-999,-1.146685,d18O,-999,-999,-999,-999,-999,-999,-999,1804,April
1804.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.071747846,-999,0.0495,-999,-0.2472855,d18O,-999,-999,-999,-999,-999,-999,-999,1804,May
1804.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.00934825,-999,0.022,-999,-0.1099565,d18O,-999,-999,-999,-999,-999,-999,-999,1804,June
1804.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.70445821,-999,0.199384,-999,-0.99692,d18O,-999,-999,-999,-999,-999,-999,-999,1804,July
1804.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.417437303,-999,0.373762,-999,-1.86881,d18O,-999,-999,-999,-999,-999,-999,-999,1804,August
1804.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.393868923,-999,0.26267,-999,-1.31335,d18O,-999,-999,-999,-999,-999,-999,-999,1804,September
1804.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.636054982,-999,0.139465,-999,-0.697325,d18O,-999,-999,-999,-999,-999,-999,-999,1804,October
1804.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.87824104,-999,0.026,-999,-0.1297855,d18O,-999,-999,-999,-999,-999,-999,-999,1804,November
1804.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.910000314,-999,0.113227,-999,-0.566135,d18O,-999,-999,-999,-999,-999,-999,-999,1804,December
1805,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.921606946,-999,0.196249,-999,-0.981245,d18O,-999,-999,-999,-999,-999,-999,-999,1805,January
1805.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.727147652,-999,0.448697,-999,-2.243485,d18O,-999,-999,-999,-999,-999,-999,-999,1805,February
1805.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.597394595,-999,0.597625,-999,-2.988125,d18O,-999,-999,-999,-999,-999,-999,-999,1805,March
1805.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.773591898,-999,0.387239,-999,-1.936195,d18O,-999,-999,-999,-999,-999,-999,-999,1805,April
1805.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.89078445,-999,0.23042,-999,-1.1521,d18O,-999,-999,-999,-999,-999,-999,-999,1805,May
1805.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.726574959,-999,0.304765,-999,-1.523825,d18O,-999,-999,-999,-999,-999,-999,-999,1805,June
1805.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.573994634,-999,0.329847,-999,-1.649235,d18O,-999,-999,-999,-999,-999,-999,-999,1805,July
1805.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.542841967,-999,0.248357,-999,-1.241785,d18O,-999,-999,-999,-999,-999,-999,-999,1805,August
1805.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.5116893,-999,0.14485,-999,-0.72425,d18O,-999,-999,-999,-999,-999,-999,-999,1805,September
1805.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.952510785,-999,-0.176991,-999,0.884955,d18O,-999,-999,-999,-999,-999,-999,-999,1805,October
1805.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.177731118,-999,-0.273533,-999,1.367665,d18O,-999,-999,-999,-999,-999,-999,-999,1805,November
1805.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.080072047,-999,-0.0568,-999,0.284221,d18O,-999,-999,-999,-999,-999,-999,-999,1805,December
1806,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.096662617,-999,0.0212,-999,-0.1059675,d18O,-999,-999,-999,-999,-999,-999,-999,1806,January
1806.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.141677205,-999,0.0342,-999,-0.170834,d18O,-999,-999,-999,-999,-999,-999,-999,1806,February
1806.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-4.036370263,-999,0.158649,-999,-0.793245,d18O,-999,-999,-999,-999,-999,-999,-999,1806,March
1806.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.880509344,-999,0.280322,-999,-1.40161,d18O,-999,-999,-999,-999,-999,-999,-999,1806,April
1806.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.673006567,-999,0.448198,-999,-2.24099,d18O,-999,-999,-999,-999,-999,-999,-999,1806,May
1806.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.577038721,-999,0.454301,-999,-2.271505,d18O,-999,-999,-999,-999,-999,-999,-999,1806,June
1806.5,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.5552455,-999,0.348597,-999,-1.742985,d18O,-999,-999,-999,-999,-999,-999,-999,1806,July
1806.583333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.445100639,-999,0.346099,-999,-1.730495,d18O,-999,-999,-999,-999,-999,-999,-999,1806,August
1806.666667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.2759594,-999,0.38058,-999,-1.9029,d18O,-999,-999,-999,-999,-999,-999,-999,1806,September
1806.75,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.383641485,-999,0.391878,-999,-1.95939,d18O,-999,-999,-999,-999,-999,-999,-999,1806,October
1806.833333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.451014122,-999,0.453184,-999,-2.26592,d18O,-999,-999,-999,-999,-999,-999,-999,1806,November
1806.916667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.503673209,-999,0.519554,-999,-2.59777,d18O,-999,-999,-999,-999,-999,-999,-999,1806,December
1807,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.5910114379999998,-999,0.526845,-999,-2.634225,d18O,-999,-999,-999,-999,-999,-999,-999,1807,January
1807.083333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.684516444,-999,0.491328,-999,-2.45664,d18O,-999,-999,-999,-999,-999,-999,-999,1807,February
1807.166667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.811822896,-999,0.383197,-999,-1.915985,d18O,-999,-999,-999,-999,-999,-999,-999,1807,March
1807.25,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.91462125,-999,0.24621,-999,-1.23105,d18O,-999,-999,-999,-999,-999,-999,-999,1807,April
1807.333333,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.724267788,-999,0.396937,-999,-1.984685,d18O,-999,-999,-999,-999,-999,-999,-999,1807,May
1807.416667,HAB,H. Abrolhos,W Australia,-28.45,113.77,-999,-3.732540114,-999,0.2988,-999,-1.494,d18O,-999,-999,-999,-999,-999,-999,-999,1807,June
