year,month,day,mean temperature kelvin,mean temperature deg C,mean temperature uncertainty,fraction of sea-ice-covered ocean,Lat,Lon
1981,9,1,300.17999,[[27.02999268]],0.28,0,-12.0875,96.875
1981,9,2,300.38,[[27.23000488]],0.26,0,-12.0875,96.875
1981,9,3,300.54999,[[27.39998779]],0.22,0,-12.0875,96.875
1981,9,4,300.63,[[27.48000488]],0.22,0,-12.0875,96.875
1981,9,5,300.28998,[[27.13997803]],0.22,0,-12.0875,96.875
1981,9,6,299.85999,[[26.70998535]],0.22,0,-12.0875,96.875
1981,9,7,299.69998,[[26.54998169]],0.22,0,-12.0875,96.875
1981,9,8,300.07001,[[26.92000732]],0.22,0,-12.0875,96.875
1981,9,9,300.09,[[26.93999634]],0.23,0,-12.0875,96.875
1981,9,10,300.10999,[[26.95998535]],0.23,0,-12.0875,96.875
1981,9,11,299.70999,[[26.55999146]],0.22,0,-12.0875,96.875
1981,9,12,299.57999,[[26.42998657]],0.22,0,-12.0875,96.875
1981,9,13,299.45999,[[26.30999146]],0.22,0,-12.0875,96.875
1981,9,14,299.29999,[[26.14998779]],0.22,0,-12.0875,96.875
1981,9,15,299.47998,[[26.32998047]],0.22,0,-12.0875,96.875
1981,9,16,299.53998,[[26.38997803]],0.23,0,-12.0875,96.875
1981,9,17,299.60001,[[26.4500061]],0.22,0,-12.0875,96.875
1981,9,18,299.69,[[26.54000244]],0.23,0,-12.0875,96.875
1981,9,19,299.75,[[26.6]],0.22,0,-12.0875,96.875
1981,9,20,299.73999,[[26.58999023]],0.22,0,-12.0875,96.875
1981,9,21,299.69,[[26.54000244]],0.23,0,-12.0875,96.875
1981,9,22,299.64999,[[26.4999939]],0.24,0,-12.0875,96.875
1981,9,23,299.69,[[26.54000244]],0.28,0,-12.0875,96.875
1981,9,24,299.62,[[26.46999512]],0.33,0,-12.0875,96.875
1981,9,25,299.72998,[[26.57998047]],0.23,0,-12.0875,96.875
1981,9,26,300.01999,[[26.86998901]],0.22,0,-12.0875,96.875
1981,9,27,300.10999,[[26.95998535]],0.22,0,-12.0875,96.875
1981,9,28,300.16998,[[27.01998291]],0.22,0,-12.0875,96.875
1981,9,29,300.13998,[[26.98998413]],0.22,0,-12.0875,96.875
1981,9,30,300.01999,[[26.86998901]],0.22,0,-12.0875,96.875
1981,10,1,299.89999,[[26.7499939]],0.22,0,-12.0875,96.875
1981,10,2,299.95999,[[26.80999146]],0.22,0,-12.0875,96.875
1981,10,3,299.85999,[[26.70998535]],0.23,0,-12.0875,96.875
1981,10,4,299.82999,[[26.67998657]],0.22,0,-12.0875,96.875
1981,10,5,299.87,[[26.71999512]],0.23,0,-12.0875,96.875
1981,10,6,299.92999,[[26.77999268]],0.22,0,-12.0875,96.875
1981,10,7,299.92999,[[26.77999268]],0.22,0,-12.0875,96.875
1981,10,8,299.95999,[[26.80999146]],0.22,0,-12.0875,96.875
1981,10,9,299.98999,[[26.83999023]],0.22,0,-12.0875,96.875
1981,10,10,300.00998,[[26.85997925]],0.22,0,-12.0875,96.875
1981,10,11,299.95999,[[26.80999146]],0.22,0,-12.0875,96.875
1981,10,12,299.89999,[[26.7499939]],0.22,0,-12.0875,96.875
1981,10,13,299.97,[[26.82000122]],0.24,0,-12.0875,96.875
1981,10,14,300.09,[[26.93999634]],0.23,0,-12.0875,96.875
1981,10,15,300.03,[[26.87999878]],0.22,0,-12.0875,96.875
1981,10,16,299.95999,[[26.80999146]],0.22,0,-12.0875,96.875
1981,10,17,299.66,[[26.51000366]],0.23,0,-12.0875,96.875
1981,10,18,299.54999,[[26.39998779]],0.22,0,-12.0875,96.875
1981,10,19,299.38998,[[26.23998413]],0.24,0,-12.0875,96.875
1981,10,20,299.51999,[[26.36998901]],0.24,0,-12.0875,96.875
1981,10,21,299.63998,[[26.48998413]],0.22,0,-12.0875,96.875
1981,10,22,299.66,[[26.51000366]],0.22,0,-12.0875,96.875
1981,10,23,300.13,[[26.98000488]],0.22,0,-12.0875,96.875
1981,10,24,300.00998,[[26.85997925]],0.22,0,-12.0875,96.875
1981,10,25,299.91998,[[26.76998291]],0.22,0,-12.0875,96.875
1981,10,26,299.88998,[[26.73998413]],0.22,0,-12.0875,96.875
1981,10,27,299.95999,[[26.80999146]],0.22,0,-12.0875,96.875
1981,10,28,300.01999,[[26.86998901]],0.24,0,-12.0875,96.875
1981,10,29,300.19998,[[27.04998169]],0.3,0,-12.0875,96.875
1981,10,30,300.29999,[[27.14998779]],0.3,0,-12.0875,96.875
1981,10,31,300.29999,[[27.14998779]],0.3,0,-12.0875,96.875
1981,11,1,300.32999,[[27.17998657]],0.31,0,-12.0875,96.875
1981,11,2,299.84,[[26.68999634]],0.25,0,-12.0875,96.875
1981,11,3,299.82001,[[26.67000732]],0.24,0,-12.0875,96.875
1981,11,4,299.87,[[26.71999512]],0.24,0,-12.0875,96.875
1981,11,5,300.04999,[[26.89998779]],0.3,0,-12.0875,96.875
1981,11,6,299.84,[[26.68999634]],0.26,0,-12.0875,96.875
1981,11,7,299.85001,[[26.7000061]],0.26,0,-12.0875,96.875
1981,11,8,299.91998,[[26.76998291]],0.26,0,-12.0875,96.875
1981,11,9,300.09,[[26.93999634]],0.3,0,-12.0875,96.875
1981,11,10,299.91,[[26.76000366]],0.24,0,-12.0875,96.875
1981,11,11,299.87,[[26.71999512]],0.24,0,-12.0875,96.875
1981,11,12,299.78,[[26.62999878]],0.23,0,-12.0875,96.875
1981,11,13,299.67999,[[26.52999268]],0.24,0,-12.0875,96.875
1981,11,14,299.67999,[[26.52999268]],0.26,0,-12.0875,96.875
1981,11,15,299.69,[[26.54000244]],0.4,0,-12.0875,96.875
1981,11,16,299.45999,[[26.30999146]],0.25,0,-12.0875,96.875
1981,11,17,299.73999,[[26.58999023]],0.22,0,-12.0875,96.875
1981,11,18,299.79999,[[26.64998779]],0.22,0,-12.0875,96.875
1981,11,19,299.73999,[[26.58999023]],0.22,0,-12.0875,96.875
1981,11,20,299.60999,[[26.45998535]],0.22,0,-12.0875,96.875
1981,11,21,299.63,[[26.48000488]],0.23,0,-12.0875,96.875
1981,11,22,299.89999,[[26.7499939]],0.23,0,-12.0875,96.875
1981,11,23,299.98999,[[26.83999023]],0.22,0,-12.0875,96.875
1981,11,24,299.98999,[[26.83999023]],0.23,0,-12.0875,96.875
1981,11,25,299.91998,[[26.76998291]],0.36,0,-12.0875,96.875
1981,11,26,300.03,[[26.87999878]],0.27,0,-12.0875,96.875
1981,11,27,300,[[26.85]],0.24,0,-12.0875,96.875
1981,11,28,300.01999,[[26.86998901]],0.24,0,-12.0875,96.875
1981,11,29,300.09,[[26.93999634]],0.33,0,-12.0875,96.875
1981,11,30,299.89999,[[26.7499939]],0.38,0,-12.0875,96.875
1981,12,1,299.85999,[[26.70998535]],0.25,0,-12.0875,96.875
1981,12,2,299.89999,[[26.7499939]],0.26,0,-12.0875,96.875
1981,12,3,300.10999,[[26.95998535]],0.21,0,-12.0875,96.875
1981,12,4,300.01999,[[26.86998901]],0.21,0,-12.0875,96.875
1981,12,5,300.01999,[[26.86998901]],0.21,0,-12.0875,96.875
1981,12,6,300.23999,[[27.08999023]],0.22,0,-12.0875,96.875
1981,12,7,300.41998,[[27.26998291]],0.22,0,-12.0875,96.875
1981,12,8,300.5,[[27.35]],0.22,0,-12.0875,96.875
1981,12,9,300.38998,[[27.23998413]],0.23,0,-12.0875,96.875
1981,12,10,300.29999,[[27.14998779]],0.22,0,-12.0875,96.875
1981,12,11,300.54999,[[27.39998779]],0.21,0,-12.0875,96.875
1981,12,12,300.70999,[[27.55999146]],0.21,0,-12.0875,96.875
1981,12,13,300.76999,[[27.61998901]],0.21,0,-12.0875,96.875
1981,12,14,300.82999,[[27.67998657]],0.21,0,-12.0875,96.875
1981,12,15,300.76999,[[27.61998901]],0.21,0,-12.0875,96.875
1981,12,16,300.66998,[[27.51998291]],0.21,0,-12.0875,96.875
1981,12,17,300.60999,[[27.45998535]],0.21,0,-12.0875,96.875
1981,12,18,300.66,[[27.51000366]],0.21,0,-12.0875,96.875
1981,12,19,300.56,[[27.40999756]],0.21,0,-12.0875,96.875
1981,12,20,300.44,[[27.29000244]],0.21,0,-12.0875,96.875
1981,12,21,300.32001,[[27.17000732]],0.21,0,-12.0875,96.875
1981,12,22,300.25998,[[27.10997925]],0.21,0,-12.0875,96.875
1981,12,23,300.23999,[[27.08999023]],0.21,0,-12.0875,96.875
1981,12,24,300.22998,[[27.07998047]],0.21,0,-12.0875,96.875
1981,12,25,300.28,[[27.12999878]],0.21,0,-12.0875,96.875
1981,12,26,300.32001,[[27.17000732]],0.21,0,-12.0875,96.875
1981,12,27,300.32999,[[27.17998657]],0.21,0,-12.0875,96.875
1981,12,28,300.28998,[[27.13997803]],0.21,0,-12.0875,96.875
1981,12,29,300.35999,[[27.20998535]],0.21,0,-12.0875,96.875
1981,12,30,300.26999,[[27.11998901]],0.21,0,-12.0875,96.875
1981,12,31,300.28998,[[27.13997803]],0.22,0,-12.0875,96.875
1982,1,1,300.28,[[27.12999878]],0.21,0,-12.0875,96.875
1982,1,2,300.28,[[27.12999878]],0.21,0,-12.0875,96.875
1982,1,3,300.28,[[27.12999878]],0.21,0,-12.0875,96.875
1982,1,4,300.41,[[27.26000366]],0.24,0,-12.0875,96.875
1982,1,5,300.47998,[[27.32998047]],0.31,0,-12.0875,96.875
1982,1,6,300.69,[[27.54000244]],0.26,0,-12.0875,96.875
1982,1,7,300.25998,[[27.10997925]],0.21,0,-12.0875,96.875
1982,1,8,300.38,[[27.23000488]],0.21,0,-12.0875,96.875
1982,1,9,300.34,[[27.18999634]],0.21,0,-12.0875,96.875
1982,1,10,300.35001,[[27.2000061]],0.21,0,-12.0875,96.875
1982,1,11,300.38,[[27.23000488]],0.26,0,-12.0875,96.875
1982,1,12,300.38998,[[27.23998413]],0.3,0,-12.0875,96.875
1982,1,13,300.44,[[27.29000244]],0.38,0,-12.0875,96.875
1982,1,14,300.45999,[[27.30999146]],0.5,0,-12.0875,96.875
1982,1,15,299.88,[[26.73000488]],0.47,0,-12.0875,96.875
1982,1,16,299.97,[[26.82000122]],0.46,0,-12.0875,96.875
1982,1,17,300.03,[[26.87999878]],0.43,0,-12.0875,96.875
1982,1,18,300.03998,[[26.88997803]],0.33,0,-12.0875,96.875
1982,1,19,300,[[26.85]],0.29,0,-12.0875,96.875
1982,1,20,299.94998,[[26.79998169]],0.22,0,-12.0875,96.875
1982,1,21,299.91998,[[26.76998291]],0.21,0,-12.0875,96.875
1982,1,22,299.94998,[[26.79998169]],0.22,0,-12.0875,96.875
1982,1,23,300.19,[[27.04000244]],0.22,0,-12.0875,96.875
1982,1,24,300.19,[[27.04000244]],0.21,0,-12.0875,96.875
1982,1,25,300.17999,[[27.02999268]],0.21,0,-12.0875,96.875
1982,1,26,300.51999,[[27.36998901]],0.21,0,-12.0875,96.875
1982,1,27,300.50998,[[27.35997925]],0.21,0,-12.0875,96.875
1982,1,28,300.66,[[27.51000366]],0.21,0,-12.0875,96.875
1982,1,29,300.82999,[[27.67998657]],0.21,0,-12.0875,96.875
1982,1,30,300.92999,[[27.77999268]],0.21,0,-12.0875,96.875
1982,1,31,300.92999,[[27.77999268]],0.21,0,-12.0875,96.875
1982,2,1,300.69,[[27.54000244]],0.32,0,-12.0875,96.875
1982,2,2,300.94,[[27.79000244]],0.34,0,-12.0875,96.875
1982,2,3,300.41,[[27.26000366]],0.21,0,-12.0875,96.875
1982,2,4,300.53,[[27.37999878]],0.21,0,-12.0875,96.875
1982,2,5,300.57001,[[27.42000732]],0.21,0,-12.0875,96.875
1982,2,6,300.66998,[[27.51998291]],0.21,0,-12.0875,96.875
1982,2,7,300.73999,[[27.58999023]],0.21,0,-12.0875,96.875
1982,2,8,300.75,[[27.6]],0.22,0,-12.0875,96.875
1982,2,9,300.91,[[27.76000366]],0.24,0,-12.0875,96.875
1982,2,10,300.97,[[27.82000122]],0.32,0,-12.0875,96.875
1982,2,11,301.03,[[27.87999878]],0.31,0,-12.0875,96.875
1982,2,12,301.03998,[[27.88997803]],0.22,0,-12.0875,96.875
1982,2,13,301.13,[[27.98000488]],0.21,0,-12.0875,96.875
1982,2,14,301.06,[[27.90999756]],0.21,0,-12.0875,96.875
1982,2,15,301.09,[[27.93999634]],0.22,0,-12.0875,96.875
1982,2,16,301.04999,[[27.89998779]],0.25,0,-12.0875,96.875
1982,2,17,301.13,[[27.98000488]],0.23,0,-12.0875,96.875
1982,2,18,300.89999,[[27.7499939]],0.22,0,-12.0875,96.875
1982,2,19,300.75998,[[27.60997925]],0.21,0,-12.0875,96.875
1982,2,20,300.81,[[27.65999756]],0.21,0,-12.0875,96.875
1982,2,21,300.88,[[27.73000488]],0.21,0,-12.0875,96.875
1982,2,22,300.87,[[27.71999512]],0.21,0,-12.0875,96.875
1982,2,23,300.85999,[[27.70998535]],0.21,0,-12.0875,96.875
1982,2,24,301.19,[[28.04000244]],0.21,0,-12.0875,96.875
1982,2,25,301.53,[[28.37999878]],0.21,0,-12.0875,96.875
1982,2,26,301.69,[[28.54000244]],0.21,0,-12.0875,96.875
1982,2,27,301.67999,[[28.52999268]],0.22,0,-12.0875,96.875
1982,2,28,301.35001,[[28.2000061]],0.21,0,-12.0875,96.875
1982,3,1,301.35001,[[28.2000061]],0.22,0,-12.0875,96.875
1982,3,2,301.37,[[28.21999512]],0.23,0,-12.0875,96.875
1982,3,3,301.39999,[[28.2499939]],0.22,0,-12.0875,96.875
1982,3,4,301.29999,[[28.14998779]],0.22,0,-12.0875,96.875
1982,3,5,301.03,[[27.87999878]],0.22,0,-12.0875,96.875
1982,3,6,301.19998,[[28.04998169]],0.22,0,-12.0875,96.875
1982,3,7,301.14999,[[27.9999939]],0.22,0,-12.0875,96.875
1982,3,8,301.06,[[27.90999756]],0.23,0,-12.0875,96.875
1982,3,9,301.19998,[[28.04998169]],0.22,0,-12.0875,96.875
1982,3,10,301.19998,[[28.04998169]],0.23,0,-12.0875,96.875
1982,3,11,301.19,[[28.04000244]],0.22,0,-12.0875,96.875
1982,3,12,301.10001,[[27.9500061]],0.27,0,-12.0875,96.875
1982,3,13,300.88998,[[27.73998413]],0.42,0,-12.0875,96.875
1982,3,14,300.91,[[27.76000366]],0.51,0,-12.0875,96.875
1982,3,15,301.06,[[27.90999756]],0.56,0,-12.0875,96.875
1982,3,16,301.13998,[[27.98998413]],0.54,0,-12.0875,96.875
1982,3,17,300.94,[[27.79000244]],0.23,0,-12.0875,96.875
1982,3,18,300.89999,[[27.7499939]],0.23,0,-12.0875,96.875
1982,3,19,300.98999,[[27.83999023]],0.23,0,-12.0875,96.875
1982,3,20,301.03,[[27.87999878]],0.23,0,-12.0875,96.875
1982,3,21,301.12,[[27.96999512]],0.22,0,-12.0875,96.875
1982,3,22,301.12,[[27.96999512]],0.22,0,-12.0875,96.875
1982,3,23,301.16,[[28.01000366]],0.22,0,-12.0875,96.875
1982,3,24,300.84,[[27.68999634]],0.22,0,-12.0875,96.875
1982,3,25,300.78998,[[27.63997803]],0.22,0,-12.0875,96.875
1982,3,26,300.79999,[[27.64998779]],0.22,0,-12.0875,96.875
1982,3,27,301.22,[[28.07000122]],0.22,0,-12.0875,96.875
1982,3,28,301.39999,[[28.2499939]],0.23,0,-12.0875,96.875
1982,3,29,301.45999,[[28.30999146]],0.22,0,-12.0875,96.875
1982,3,30,301.41,[[28.26000366]],0.23,0,-12.0875,96.875
1982,3,31,300.84,[[27.68999634]],0.22,0,-12.0875,96.875
1982,4,1,300.63998,[[27.48998413]],0.22,0,-12.0875,96.875
1982,4,2,300.72,[[27.57000122]],0.22,0,-12.0875,96.875
1982,4,3,300.78998,[[27.63997803]],0.22,0,-12.0875,96.875
1982,4,4,301.12,[[27.96999512]],0.23,0,-12.0875,96.875
1982,4,5,301.16,[[28.01000366]],0.23,0,-12.0875,96.875
1982,4,6,301.10001,[[27.9500061]],0.23,0,-12.0875,96.875
1982,4,7,301.19998,[[28.04998169]],0.22,0,-12.0875,96.875
1982,4,8,301.29999,[[28.14998779]],0.22,0,-12.0875,96.875
1982,4,9,301.37,[[28.21999512]],0.22,0,-12.0875,96.875
1982,4,10,301.25,[[28.1]],0.22,0,-12.0875,96.875
1982,4,11,301.19,[[28.04000244]],0.22,0,-12.0875,96.875
1982,4,12,301.22998,[[28.07998047]],0.22,0,-12.0875,96.875
1982,4,13,301.22998,[[28.07998047]],0.22,0,-12.0875,96.875
1982,4,14,301.09,[[27.93999634]],0.22,0,-12.0875,96.875
1982,4,15,301.09,[[27.93999634]],0.23,0,-12.0875,96.875
1982,4,16,301.13998,[[27.98998413]],0.23,0,-12.0875,96.875
1982,4,17,301.04999,[[27.89998779]],0.32,0,-12.0875,96.875
1982,4,18,301.17999,[[28.02999268]],0.31,0,-12.0875,96.875
1982,4,19,301.29999,[[28.14998779]],0.26,0,-12.0875,96.875
1982,4,20,301.25998,[[28.10997925]],0.25,0,-12.0875,96.875
1982,4,21,301.22998,[[28.07998047]],0.25,0,-12.0875,96.875
1982,4,22,301.03,[[27.87999878]],0.26,0,-12.0875,96.875
1982,4,23,300.85001,[[27.7000061]],0.25,0,-12.0875,96.875
1982,4,24,300.72998,[[27.57998047]],0.26,0,-12.0875,96.875
1982,4,25,300.63998,[[27.48998413]],0.24,0,-12.0875,96.875
1982,4,26,300.85999,[[27.70998535]],0.24,0,-12.0875,96.875
1982,4,27,300.92999,[[27.77999268]],0.23,0,-12.0875,96.875
1982,4,28,300.75,[[27.6]],0.24,0,-12.0875,96.875
1982,4,29,300.85001,[[27.7000061]],0.23,0,-12.0875,96.875
1982,4,30,300.84,[[27.68999634]],0.22,0,-12.0875,96.875
1982,5,1,301.03998,[[27.88997803]],0.22,0,-12.0875,96.875
1982,5,2,301.16,[[28.01000366]],0.22,0,-12.0875,96.875
1982,5,3,301.06,[[27.90999756]],0.22,0,-12.0875,96.875
1982,5,4,301.13998,[[27.98998413]],0.22,0,-12.0875,96.875
1982,5,5,301.13,[[27.98000488]],0.22,0,-12.0875,96.875
1982,5,6,300.92999,[[27.77999268]],0.22,0,-12.0875,96.875
1982,5,7,300.91998,[[27.76998291]],0.22,0,-12.0875,96.875
1982,5,8,300.94998,[[27.79998169]],0.23,0,-12.0875,96.875
1982,5,9,301.01999,[[27.86998901]],0.22,0,-12.0875,96.875
1982,5,10,300.97998,[[27.82998047]],0.22,0,-12.0875,96.875
1982,5,11,300.95999,[[27.80999146]],0.22,0,-12.0875,96.875
1982,5,12,300.98999,[[27.83999023]],0.23,0,-12.0875,96.875
1982,5,13,300.94,[[27.79000244]],0.22,0,-12.0875,96.875
1982,5,14,300.91,[[27.76000366]],0.22,0,-12.0875,96.875
1982,5,15,300.89999,[[27.7499939]],0.22,0,-12.0875,96.875
1982,5,16,300.91,[[27.76000366]],0.23,0,-12.0875,96.875
1982,5,17,300.75998,[[27.60997925]],0.22,0,-12.0875,96.875
1982,5,18,300.72,[[27.57000122]],0.22,0,-12.0875,96.875
1982,5,19,300.66,[[27.51000366]],0.22,0,-12.0875,96.875
1982,5,20,300.60999,[[27.45998535]],0.22,0,-12.0875,96.875
1982,5,21,300.60999,[[27.45998535]],0.22,0,-12.0875,96.875
1982,5,22,300.69998,[[27.54998169]],0.23,0,-12.0875,96.875
1982,5,23,300.82001,[[27.67000732]],0.24,0,-12.0875,96.875
1982,5,24,300.69,[[27.54000244]],0.23,0,-12.0875,96.875
1982,5,25,300.44,[[27.29000244]],0.23,0,-12.0875,96.875
1982,5,26,300.38,[[27.23000488]],0.22,0,-12.0875,96.875
1982,5,27,300.39999,[[27.2499939]],0.26,0,-12.0875,96.875
1982,5,28,300.42999,[[27.27999268]],0.35,0,-12.0875,96.875
1982,5,29,300.45999,[[27.30999146]],0.67,0,-12.0875,96.875
1982,5,30,300.53998,[[27.38997803]],0.67,0,-12.0875,96.875
1982,5,31,300.47,[[27.32000122]],0.49,0,-12.0875,96.875
1982,6,1,300.38998,[[27.23998413]],0.47,0,-12.0875,96.875
1982,6,2,300.32001,[[27.17000732]],0.47,0,-12.0875,96.875
1982,6,3,300.45999,[[27.30999146]],0.49,0,-12.0875,96.875
1982,6,4,300.45999,[[27.30999146]],0.36,0,-12.0875,96.875
1982,6,5,300.97,[[27.82000122]],0.22,0,-12.0875,96.875
1982,6,6,300.94,[[27.79000244]],0.22,0,-12.0875,96.875
1982,6,7,300.76999,[[27.61998901]],0.22,0,-12.0875,96.875
1982,6,8,300.42999,[[27.27999268]],0.21,0,-12.0875,96.875
1982,6,9,300.60999,[[27.45998535]],0.21,0,-12.0875,96.875
1982,6,10,300.84,[[27.68999634]],0.22,0,-12.0875,96.875
1982,6,11,300.97,[[27.82000122]],0.21,0,-12.0875,96.875
1982,6,12,300.91,[[27.76000366]],0.21,0,-12.0875,96.875
1982,6,13,300.85001,[[27.7000061]],0.21,0,-12.0875,96.875
1982,6,14,300.92999,[[27.77999268]],0.27,0,-12.0875,96.875
1982,6,15,300.88,[[27.73000488]],0.32,0,-12.0875,96.875
1982,6,16,300.62,[[27.46999512]],0.28,0,-12.0875,96.875
1982,6,17,300.47998,[[27.32998047]],0.23,0,-12.0875,96.875
1982,6,18,300.54999,[[27.39998779]],0.22,0,-12.0875,96.875
1982,6,19,300.53998,[[27.38997803]],0.21,0,-12.0875,96.875
1982,6,20,300.48999,[[27.33999023]],0.22,0,-12.0875,96.875
1982,6,21,300.47,[[27.32000122]],0.22,0,-12.0875,96.875
1982,6,22,300.56,[[27.40999756]],0.21,0,-12.0875,96.875
1982,6,23,300.62,[[27.46999512]],0.21,0,-12.0875,96.875
1982,6,24,300.60999,[[27.45998535]],0.21,0,-12.0875,96.875
1982,6,25,300.34,[[27.18999634]],0.24,0,-12.0875,96.875
1982,6,26,300.19998,[[27.04998169]],0.24,0,-12.0875,96.875
1982,6,27,300.19,[[27.04000244]],0.27,0,-12.0875,96.875
1982,6,28,300.60999,[[27.45998535]],0.22,0,-12.0875,96.875
1982,6,29,300.38998,[[27.23998413]],0.21,0,-12.0875,96.875
1982,6,30,300.28998,[[27.13997803]],0.22,0,-12.0875,96.875
1982,7,1,300.17999,[[27.02999268]],0.23,0,-12.0875,96.875
1982,7,2,300.16998,[[27.01998291]],0.32,0,-12.0875,96.875
1982,7,3,300.23999,[[27.08999023]],0.42,0,-12.0875,96.875
1982,7,4,300.45999,[[27.30999146]],0.24,0,-12.0875,96.875
1982,7,5,300.41998,[[27.26998291]],0.22,0,-12.0875,96.875
1982,7,6,300.22998,[[27.07998047]],0.23,0,-12.0875,96.875
1982,7,7,300.17999,[[27.02999268]],0.21,0,-12.0875,96.875
1982,7,8,300.12,[[26.96999512]],0.22,0,-12.0875,96.875
1982,7,9,300.12,[[26.96999512]],0.22,0,-12.0875,96.875
1982,7,10,300.19,[[27.04000244]],0.22,0,-12.0875,96.875
1982,7,11,300.03998,[[26.88997803]],0.21,0,-12.0875,96.875
1982,7,12,299.88,[[26.73000488]],0.21,0,-12.0875,96.875
1982,7,13,300.09,[[26.93999634]],0.22,0,-12.0875,96.875
1982,7,14,300.31,[[27.15999756]],0.22,0,-12.0875,96.875
1982,7,15,300.37,[[27.21999512]],0.22,0,-12.0875,96.875
1982,7,16,300.22998,[[27.07998047]],0.22,0,-12.0875,96.875
1982,7,17,300.13998,[[26.98998413]],0.24,0,-12.0875,96.875
1982,7,18,299.97998,[[26.82998047]],0.31,0,-12.0875,96.875
1982,7,19,299.84,[[26.68999634]],0.38,0,-12.0875,96.875
1982,7,20,299.92999,[[26.77999268]],0.3,0,-12.0875,96.875
1982,7,21,300.12,[[26.96999512]],0.28,0,-12.0875,96.875
1982,7,22,300.10999,[[26.95998535]],0.29,0,-12.0875,96.875
1982,7,23,299.88,[[26.73000488]],0.3,0,-12.0875,96.875
1982,7,24,300.07001,[[26.92000732]],0.24,0,-12.0875,96.875
1982,7,25,299.92999,[[26.77999268]],0.22,0,-12.0875,96.875
1982,7,26,299.94998,[[26.79998169]],0.22,0,-12.0875,96.875
1982,7,27,299.91998,[[26.76998291]],0.22,0,-12.0875,96.875
1982,7,28,299.94,[[26.79000244]],0.23,0,-12.0875,96.875
1982,7,29,299.60999,[[26.45998535]],0.26,0,-12.0875,96.875
1982,7,30,299.63,[[26.48000488]],0.23,0,-12.0875,96.875
1982,7,31,299.67999,[[26.52999268]],0.22,0,-12.0875,96.875
1982,8,1,299.69998,[[26.54998169]],0.22,0,-12.0875,96.875
1982,8,2,299.63,[[26.48000488]],0.22,0,-12.0875,96.875
1982,8,3,299.51999,[[26.36998901]],0.22,0,-12.0875,96.875
1982,8,4,299.56,[[26.40999756]],0.22,0,-12.0875,96.875
1982,8,5,299.57999,[[26.42998657]],0.22,0,-12.0875,96.875
1982,8,6,299.51999,[[26.36998901]],0.22,0,-12.0875,96.875
1982,8,7,299.5,[[26.35]],0.22,0,-12.0875,96.875
1982,8,8,299.64999,[[26.4999939]],0.22,0,-12.0875,96.875
1982,8,9,299.63,[[26.48000488]],0.22,0,-12.0875,96.875
1982,8,10,299.56,[[26.40999756]],0.22,0,-12.0875,96.875
1982,8,11,299.56,[[26.40999756]],0.22,0,-12.0875,96.875
1982,8,12,299.54999,[[26.39998779]],0.22,0,-12.0875,96.875
1982,8,13,299.44998,[[26.29998169]],0.21,0,-12.0875,96.875
1982,8,14,299.16998,[[26.01998291]],0.23,0,-12.0875,96.875
1982,8,15,299.10001,[[25.9500061]],0.33,0,-12.0875,96.875
1982,8,16,299.16998,[[26.01998291]],0.39,0,-12.0875,96.875
1982,8,17,298.95999,[[25.80999146]],0.24,0,-12.0875,96.875
1982,8,18,299.06,[[25.90999756]],0.22,0,-12.0875,96.875
1982,8,19,299.12,[[25.96999512]],0.22,0,-12.0875,96.875
1982,8,20,299.12,[[25.96999512]],0.21,0,-12.0875,96.875
1982,8,21,299.04999,[[25.89998779]],0.21,0,-12.0875,96.875
1982,8,22,299,[[25.85]],0.21,0,-12.0875,96.875
1982,8,23,299.04999,[[25.89998779]],0.22,0,-12.0875,96.875
1982,8,24,299.10999,[[25.95998535]],0.23,0,-12.0875,96.875
1982,8,25,299.17999,[[26.02999268]],0.25,0,-12.0875,96.875
1982,8,26,299.23999,[[26.08999023]],0.24,0,-12.0875,96.875
1982,8,27,299.13,[[25.98000488]],0.27,0,-12.0875,96.875
1982,8,28,298.94,[[25.79000244]],0.22,0,-12.0875,96.875
1982,8,29,298.78,[[25.62999878]],0.22,0,-12.0875,96.875
1982,8,30,298.73999,[[25.58999023]],0.22,0,-12.0875,96.875
1982,8,31,298.75,[[25.6]],0.23,0,-12.0875,96.875
1982,9,1,298.91998,[[25.76998291]],0.28,0,-12.0875,96.875
1982,9,2,299.20999,[[26.05999146]],0.23,0,-12.0875,96.875
1982,9,3,299.25,[[26.1]],0.22,0,-12.0875,96.875
1982,9,4,298.98999,[[25.83999023]],0.22,0,-12.0875,96.875
1982,9,5,298.69998,[[25.54998169]],0.22,0,-12.0875,96.875
1982,9,6,298.79999,[[25.64998779]],0.22,0,-12.0875,96.875
1982,9,7,298.97998,[[25.82998047]],0.22,0,-12.0875,96.875
1982,9,8,299.10001,[[25.9500061]],0.22,0,-12.0875,96.875
1982,9,9,299.10001,[[25.9500061]],0.22,0,-12.0875,96.875
1982,9,10,299.31,[[26.15999756]],0.22,0,-12.0875,96.875
1982,9,11,299.39999,[[26.2499939]],0.22,0,-12.0875,96.875
1982,9,12,299.34,[[26.18999634]],0.22,0,-12.0875,96.875
1982,9,13,299.25,[[26.1]],0.22,0,-12.0875,96.875
1982,9,14,299.32001,[[26.17000732]],0.22,0,-12.0875,96.875
1982,9,15,299.41998,[[26.26998291]],0.22,0,-12.0875,96.875
1982,9,16,299.14999,[[25.9999939]],0.26,0,-12.0875,96.875
