Year,core_id,reef,country,lat,long,Sr/Ca,d18O,Sr/CaA,d18OA,Sr/Ca SST_A,d18O SST_A,Isotope,value,AVHRR_A,HadSST1_A,ERSST_A,AVHRR SST,HadSST1,ERSST,year,month
1864.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.75,-0.00133,-0.139334,0.022204667,0.69667,Sr/Ca,-999,-999,-999,-0.0729,-999,-999,27.33,1864,June
1864.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.73,0.00533,-0.176666,-0.0888825,0.88333,Sr/Ca,-999,-999,-999,-0.160101,-999,-999,26.82,1864,July
1864.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.73,-0.00767,-0.194667,0.127792333,0.973335,Sr/Ca,-999,-999,-999,-0.914511,-999,-999,25.76,1864,August
1864.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.79,-0.01,-0.24,0.16667,1.2,Sr/Ca,-999,-999,-999,-0.746227,-999,-999,25.79,1864,September
1864.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.68,-0.00467,-0.123,0.077788,0.615,Sr/Ca,-999,-999,-999,-0.528551,-999,-999,26.07,1864,October
1864.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.68,-0.0297,-0.110666,0.494448333,0.55333,Sr/Ca,-999,-999,-999,-0.383907,-999,-999,26.42,1864,November
1864.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.7,-0.0307,-0.0923,0.511121667,0.461669,Sr/Ca,-999,-999,-999,-0.0995,-999,-999,27.09,1864,December
1865,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.77,-0.025,-0.0963,0.416645,0.481665,Sr/Ca,-999,-999,-999,-0.24873,-999,-999,27.46,1865,January
1865.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.89,-0.019,-0.153333,0.316668333,0.766665,Sr/Ca,-999,-999,-999,-0.1555,-999,-999,27.97,1865,February
1865.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.87,0.00267,-0.102,-0.044457167,0.51,Sr/Ca,-999,-999,-999,0.340368,-999,-999,28.7,1865,March
1865.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.67,0.02,0.075,-0.333341667,-0.3750015,Sr/Ca,-999,-999,-999,0.497513,-999,-999,28.73,1865,April
1865.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.61,-0.003,0.0813,0.0499885,-0.406666,Sr/Ca,-999,-999,-999,0.0538,-999,-999,27.92,1865,May
1865.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.66,-0.0413,-0.0493,0.68887,0.246668,Sr/Ca,-999,-999,-999,0.0429,-999,-999,27.44,1865,June
1865.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.52,0.00533,0.0333,-0.0888825,-0.1666715,Sr/Ca,-999,-999,-999,-0.23527,-999,-999,26.74,1865,July
1865.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.37,0.0423,0.165333,-0.705543333,-0.826665,Sr/Ca,-999,-999,-999,-0.473551,-999,-999,26.2,1865,August
1865.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.27,0.05,0.28,-0.833336667,-1.4,Sr/Ca,-999,-999,-999,-0.222406,-999,-999,26.31,1865,September
1865.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.24,0.0653,0.317,-1.08889,-1.585,Sr/Ca,-999,-999,-999,-0.278791,-999,-999,26.32,1865,October
1865.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.22,0.0803,0.349334,-1.338895,-1.74667,Sr/Ca,-999,-999,-999,-0.358276,-999,-999,26.45,1865,November
1865.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.22,0.109333,0.387666,-1.822216667,-1.93833,Sr/Ca,-999,-999,-999,-0.238346,-999,-999,26.95,1865,December
1866,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.97,-4.33,0.095,0.343667,-1.583353333,-1.718335,Sr/Ca,-999,-999,-999,-0.00497,-999,-999,27.71,1866,January
1866.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.43,0.081,0.306667,-1.34999,-1.533335,Sr/Ca,-999,-999,-999,-0.294701,-999,-999,27.83,1866,February
1866.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.5,0.0727,0.268,-1.211118333,-1.34,Sr/Ca,-999,-999,-999,0.0967,-999,-999,28.45,1866,March
1866.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.51,0.07,0.235,-1.166676667,-1.175,Sr/Ca,-999,-999,-999,0.163084,-999,-999,28.4,1866,April
1866.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.5,0.057,0.191333,-0.950003333,-0.956665,Sr/Ca,-999,-999,-999,-0.117523,-999,-999,27.74,1866,May
1866.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.49,0.0387,0.120667,-0.644461667,-0.603335,Sr/Ca,-999,-999,-999,0.570089,-999,-999,27.97,1866,June
1866.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.49,0.0253,0.0633,-0.422223333,-0.3166725,Sr/Ca,-999,-999,-999,0.926041,-999,-999,27.9,1866,July
1866.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.56,-0.00767,-0.0247,0.127792333,0.123334,Sr/Ca,-999,-999,-999,0.737459,-999,-999,27.42,1866,August
1866.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.63,-0.04,-0.08,0.666666667,0.400002,Sr/Ca,-999,-999,-999,-0.463657,-999,-999,26.07,1866,September
1866.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.71,-0.0547,-0.153,0.911108333,0.765,Sr/Ca,-999,-999,-999,-0.54504,-999,-999,26.05,1866,October
1866.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.77,-0.0597,-0.200666,0.994443333,1.00333,Sr/Ca,-999,-999,-999,-0.173326,-999,-999,26.63,1866,November
1866.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.78,-0.0307,-0.172334,0.511121667,0.86167,Sr/Ca,-999,-999,-999,0.153614,-999,-999,27.35,1866,December
1867,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.79,-0.005,-0.116333,0.083319333,0.581665,Sr/Ca,-999,-999,-999,0.25885,-999,-999,27.97,1867,January
1867.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.79,0.011,-0.0533,-0.183328333,0.2666665,Sr/Ca,-999,-999,-999,0.109261,-999,-999,28.24,1867,February
1867.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.79,0.0327,-0.022,-0.544453333,0.1100015,Sr/Ca,-999,-999,-999,0.143238,-999,-999,28.5,1867,March
1867.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.74,0.02,0.005,-0.333341667,-0.02500295,Sr/Ca,-999,-999,-999,0.0495,-999,-999,28.28,1867,April
1867.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.69,-0.003,0.00133,0.0499885,-0.0066662,Sr/Ca,-999,-999,-999,-0.181023,-999,-999,27.68,1867,May
1867.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.65,-0.0413,-0.0393,0.68887,0.196669,Sr/Ca,-999,-999,-999,-0.219522,-999,-999,27.18,1867,June
1867.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.7,-0.0747,-0.146666,1.24445,0.73333,Sr/Ca,-999,-999,-999,-0.287701,-999,-999,26.69,1867,July
1867.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.77,-0.0977,-0.234667,1.627778333,1.173335,Sr/Ca,-999,-999,-999,0.901699,-999,-999,27.58,1867,August
1867.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.83,-0.12,-0.28,2,1.4,Sr/Ca,-999,-999,-999,1.00586,-999,-999,27.54,1867,September
1867.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.9,-0.114667,-0.343,1.911116667,1.715,Sr/Ca,-999,-999,-999,0.0746,-999,-999,26.67,1867,October
1867.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.96,-0.0897,-0.390666,1.49444,1.95333,Sr/Ca,-999,-999,-999,-0.178568,-999,-999,26.63,1867,November
1867.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.99,-0.0707,-0.382334,1.177788333,1.91167,Sr/Ca,-999,-999,-999,0.0601,-999,-999,27.25,1867,December
1868,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.83,-0.055,-0.156333,0.916656667,0.781665,Sr/Ca,-999,-999,-999,-0.0402,-999,-999,27.67,1868,January
1868.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.62,-0.059,0.116667,0.983333333,-0.583335,Sr/Ca,-999,-999,-999,0.0595,-999,-999,28.19,1868,February
1868.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.48,-0.0573,0.288,0.95555,-1.44,Sr/Ca,-999,-999,-999,-0.0965,-999,-999,28.26,1868,March
1868.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.65,-0.06,0.095,0.999991667,-0.4750015,Sr/Ca,-999,-999,-999,-0.350916,-999,-999,27.88,1868,April
1868.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.88,-0.073,-0.188667,1.21665,0.943335,Sr/Ca,-999,-999,-999,0.165768,-999,-999,28.03,1868,May
1868.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.97,-0.0813,-0.359334,1.355536667,1.79667,Sr/Ca,-999,-999,-999,0.330729,-999,-999,27.73,1868,June
1868.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.86,-0.0747,-0.306666,1.24445,1.53333,Sr/Ca,-999,-999,-999,0.353291,-999,-999,27.33,1868,July
1868.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.75,-0.0577,-0.214667,0.961113333,1.073335,Sr/Ca,-999,-999,-999,0.230848,-999,-999,26.91,1868,August
1868.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.76,-0.05,-0.210001,0.833336667,1.050005,Sr/Ca,-999,-999,-999,-0.102627,-999,-999,26.43,1868,September
1868.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.8,-0.0447,-0.243001,0.744453333,1.215005,Sr/Ca,-999,-999,-999,-0.225271,-999,-999,26.37,1868,October
1868.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.84,-0.0397,-0.270666,0.661103333,1.35333,Sr/Ca,-999,-999,-999,-0.642498,-999,-999,26.16,1868,November
1868.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.84,-0.0207,-0.232334,0.344451667,1.16167,Sr/Ca,-999,-999,-999,-0.738707,-999,-999,26.45,1868,December
1869,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.83,-0.025,-0.156333,0.416645,0.781665,Sr/Ca,-999,-999,-999,-0.27203,-999,-999,27.44,1869,January
1869.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.89,-0.029,-0.153333,0.483338333,0.766665,Sr/Ca,-999,-999,-999,-0.46504,-999,-999,27.66,1869,February
1869.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.99,-0.0573,-0.222,0.95555,1.11,Sr/Ca,-999,-999,-999,0.0686,-999,-999,28.42,1869,March
1869.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-5.07,-0.09,-0.325,1.499986667,1.625,Sr/Ca,-999,-999,-999,0.327744,-999,-999,28.56,1869,April
1869.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-5.01,-0.073,-0.318667,1.21665,1.593335,Sr/Ca,-999,-999,-999,-0.170942,-999,-999,27.69,1869,May
1869.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.92,-0.0613,-0.309334,1.022195,1.54667,Sr/Ca,-999,-999,-999,-0.0396,-999,-999,27.36,1869,June
1869.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.74,-0.0547,-0.186666,0.911108333,0.93333,Sr/Ca,-999,-999,-999,-0.35429,-999,-999,26.62,1869,July
1869.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.52,-0.0377,0.0153,0.627788333,-0.076666,Sr/Ca,-999,-999,-999,-0.405851,-999,-999,26.27,1869,August
1869.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.5,-0.05,0.05,0.833336667,-0.2499985,Sr/Ca,-999,-999,-999,0.0531,-999,-999,26.58,1869,September
1869.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.62,-0.0747,-0.063,1.24445,0.315001,Sr/Ca,-999,-999,-999,0.280899,-999,-999,26.88,1869,October
1869.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.69,-0.0897,-0.120666,1.49444,0.60333,Sr/Ca,-999,-999,-999,0.358744,-999,-999,27.16,1869,November
1869.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.71,-0.0707,-0.102334,1.177788333,0.51167,Sr/Ca,-999,-999,-999,0.404875,-999,-999,27.6,1869,December
1870,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.74,-0.045,-0.0663,0.749985,0.331664,Sr/Ca,-999,-999,0.0653,0.0955,-999,27.63,27.81,1870,January
1870.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.76,-0.029,-0.0233,0.483338333,0.1166675,Sr/Ca,-999,-999,-0.189322,-0.0531,-999,27.89,28.08,1870,February
1870.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.78,-0.00733,-0.012,0.122213333,0.060003,Sr/Ca,-999,-999,-0.0717,-0.102932,-999,28.14,28.25,1870,March
1870.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.77,-0.02,-0.025,0.333325,0.124998,Sr/Ca,-999,-999,0.115673,-0.163517,-999,28.18,28.07,1870,April
1870.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.74,-0.053,-0.0487,0.883325,0.2433325,Sr/Ca,-999,-999,-0.408371,-0.181503,-999,27.3,27.68,1870,May
1870.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.72,-0.0613,-0.109334,1.022195,0.54667,Sr/Ca,-999,-999,0.479458,0.202549,-999,27.52,27.6,1870,June
1870.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.69,-0.0547,-0.136666,0.911108333,0.68333,Sr/Ca,-999,-999,0.373314,0.190161,-999,27.26,27.17,1870,July
1870.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.67,-0.0477,-0.134667,0.794458333,0.673335,Sr/Ca,-999,-999,0.645596,0.387529,-999,26.97,27.07,1870,August
1870.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.66,-0.05,-0.11,0.833336667,0.55,Sr/Ca,-999,-999,0.0566,-0.0202,-999,26.25,26.51,1870,September
1870.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.65,-0.0447,-0.093,0.744453333,0.465002,Sr/Ca,-999,-999,0.370064,-0.204062,-999,26.67,26.39,1870,October
1870.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.7,-0.0397,-0.130666,0.661103333,0.65333,Sr/Ca,-999,-999,-0.04,-0.0463,-999,26.63,26.76,1870,November
1870.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.77,-0.0207,-0.162334,0.344451667,0.81167,Sr/Ca,-999,-999,-0.251007,0.305353,-999,26.96,27.5,1870,December
1871,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.84,-0.025,-0.166333,0.416645,0.831665,Sr/Ca,-999,-999,0.104906,0.202089,-999,27.67,27.91,1871,January
1871.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.9,-0.039,-0.163333,0.650008333,0.816665,Sr/Ca,-999,-999,-0.230942,-0.196671,-999,27.84,27.93,1871,February
1871.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.95,-0.0473,-0.182,0.78888,0.91,Sr/Ca,-999,-999,-0.149355,-0.565121,-999,28.06,27.79,1871,March
1871.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.89,-0.05,-0.145,0.83332,0.725,Sr/Ca,-999,-999,0.0435,-0.103397,-999,28.11,28.13,1871,April
1871.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.8,-0.053,-0.108667,0.883325,0.543335,Sr/Ca,-999,-999,-0.301401,-0.147972,-999,27.41,27.71,1871,May
1871.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.72,-0.0413,-0.109334,0.68887,0.54667,Sr/Ca,-999,-999,-0.174202,-0.314262,-999,26.86,27.08,1871,June
1871.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.62,-0.0247,-0.0667,0.411113333,0.333328,Sr/Ca,-999,-999,0.0412,8.11e-4,-999,26.93,26.98,1871,July
1871.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.55,-0.00767,-0.0147,0.127792333,0.073335,Sr/Ca,-999,-999,0.0308,-0.351452,-999,26.36,26.33,1871,August
1871.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.52,-0.01,0.03,0.16667,-0.1499985,Sr/Ca,-999,-999,-0.541458,-0.402367,-999,25.66,26.13,1871,September
1871.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.5,-0.0147,0.057,0.244443333,-0.2849985,Sr/Ca,-999,-999,-0.08,-0.169981,-999,26.22,26.43,1871,October
1871.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.58,-0.0297,-0.0107,0.494448333,0.0533295,Sr/Ca,-999,-999,-0.233646,-0.0752,-999,26.43,26.73,1871,November
1871.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.7,-0.0407,-0.0923,0.677791667,0.461669,Sr/Ca,-999,-999,-0.270016,-0.225176,-999,26.94,26.97,1871,December
1872,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.75,-0.045,-0.0763,0.749985,0.381665,Sr/Ca,-999,-999,0.0318,-0.536261,-999,27.59,27.17,1872,January
1872.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.72,-0.029,0.0167,0.483338333,-0.0833345,Sr/Ca,-999,-999,-0.775942,-0.966721,-999,27.3,27.16,1872,February
1872.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.68,-0.0173,0.088,0.288883333,-0.439999,Sr/Ca,-999,-999,-0.432325,-0.79022,-999,27.78,27.56,1872,March
1872.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.65,-0.01,0.095,0.166654667,-0.4750015,Sr/Ca,-999,-999,-0.347279,-0.844116,-999,27.71,27.39,1872,April
1872.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.62,-0.013,0.0713,0.216658333,-0.356667,Sr/Ca,-999,-999,-0.338982,-0.976423,-999,27.37,26.89,1872,May
1872.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.58,-0.0113,0.0307,0.188875,-0.153332,Sr/Ca,-999,-999,-0.193953,-0.899572,-999,26.84,26.5,1872,June
1872.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.46,-0.0147,0.0933,0.244443333,-0.466671,Sr/Ca,-999,-999,-0.289005,-0.49412,-999,26.6,26.48,1872,July
1872.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.33,0.00233,0.205333,-0.038878167,-1.026665,Sr/Ca,-999,-999,-0.186615,-0.317192,-999,26.14,26.36,1872,August
1872.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.97,-4.22,0.02,0.33,-0.333341667,-1.65,Sr/Ca,-999,-999,-0.575188,-0.651056,-999,25.62,25.88,1872,September
1872.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.23,0.0453,0.327,-0.755548333,-1.635,Sr/Ca,-999,-999,-0.323917,-0.367001,-999,25.97,26.23,1872,October
1872.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.26,0.0703,0.309334,-1.172225,-1.54667,Sr/Ca,-999,-999,-0.115396,-0.134287,-999,26.55,26.67,1872,November
1872.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.31,0.109333,0.297666,-1.822216667,-1.48833,Sr/Ca,-999,-999,-0.656767,-0.346176,-999,26.56,26.85,1872,December
1873,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.4,0.105,0.273667,-1.75,-1.368335,Sr/Ca,-999,-999,-0.684814,-0.533779,-999,26.88,27.18,1873,January
1873.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.5,0.081,0.236667,-1.34999,-1.183335,Sr/Ca,-999,-999,-0.457232,-0.41913,-999,27.62,27.71,1873,February
1873.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.58,0.0527,0.188,-0.877778333,-0.94,Sr/Ca,-999,-999,-0.0499,-0.281372,-999,28.16,28.07,1873,March
1873.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.55,0.06,0.195,-1.000006667,-0.975,Sr/Ca,-999,-999,0.205782,-0.222937,-999,28.27,28.01,1873,April
1873.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.49,0.057,0.201334,-0.950003333,-1.00667,Sr/Ca,-999,-999,-0.13916,-0.616713,-999,27.57,27.25,1873,May
1873.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.42,0.0487,0.190666,-0.811131667,-0.95333,Sr/Ca,-999,-999,-0.0577,-0.902252,-999,26.98,26.5,1873,June
1873.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.34,0.0553,0.213334,-0.922218333,-1.06667,Sr/Ca,-999,-999,-0.0317,-0.302959,-999,26.86,26.68,1873,July
1873.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.29,0.0523,0.245333,-0.872215,-1.226665,Sr/Ca,-999,-999,-0.215815,-0.186712,-999,26.11,26.49,1873,August
1873.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.27,0.06,0.28,-1.000006667,-1.4,Sr/Ca,-999,-999,-0.199989,0.0388,-999,26,26.57,1873,September
1873.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.99,-4.33,0.0453,0.227,-0.755548333,-1.135,Sr/Ca,-999,-999,-0.227716,-0.627941,-999,26.07,25.97,1873,October
1873.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.49,0.0103,0.0793,-0.172218333,-0.3966715,Sr/Ca,-999,-999,-0.607145,-0.682617,-999,26.06,26.12,1873,November
1873.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.61,-6.68e-4,-0.00233,0.0111262,0.0116706,Sr/Ca,-999,-999,-0.174665,0.220114,-999,27.04,27.41,1873,December
1874,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.6,0.025,0.0737,-0.416676667,-0.368335,Sr/Ca,-999,-999,-0.213694,0.17976,-999,27.35,27.89,1874,January
1874.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.58,0.041,0.156667,-0.683323333,-0.783335,Sr/Ca,-999,-999,0.174288,0.0802,-999,28.25,28.21,1874,February
1874.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.54,0.0727,0.228,-1.211118333,-1.14,Sr/Ca,-999,-999,0.0864,-0.346361,-999,28.3,28.01,1874,March
1874.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.5,0.08,0.245,-1.333331667,-1.225,Sr/Ca,-999,-999,-0.290228,-0.519537,-999,27.77,27.72,1874,April
1874.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.47,0.077,0.221334,-1.283343333,-1.10667,Sr/Ca,-999,-999,-0.358431,-0.323532,-999,27.35,27.54,1874,May
1874.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.49,0.0487,0.120667,-0.811131667,-0.603335,Sr/Ca,-999,-999,0.274328,-0.541771,-999,27.31,26.86,1874,June
1874.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.51,0.0153,0.0433,-0.255553333,-0.21667,Sr/Ca,-999,-999,-0.029,-1.20717,-999,26.86,25.77,1874,July
1874.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.95,-4.53,0.00233,0.00533,-0.038878167,-0.02666475,Sr/Ca,-999,-999,-0.733416,-0.772591,-999,25.6,25.91,1874,August
1874.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.52,-0.01,0.03,0.16667,-0.1499985,Sr/Ca,-999,-999,0.268291,-0.0229,-999,26.47,26.51,1874,September
1874.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.51,-0.00467,0.047,0.077788,-0.2349975,Sr/Ca,-999,-999,0.362974,0.16573,-999,26.66,26.76,1874,October
1874.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.51,3.34e-4,0.0593,-0.0055631,-0.296669,Sr/Ca,-999,-999,-0.261656,-0.224817,-999,26.41,26.58,1874,November
1874.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.56,0.0293,0.0477,-0.488885,-0.2383305,Sr/Ca,-999,-999,0.0389,-0.0593,-999,27.25,27.13,1874,December
1875,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.62,0.045,0.0537,-0.750016667,-0.2683355,Sr/Ca,-999,-999,0.148157,-0.12397,-999,27.71,27.59,1875,January
1875.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.65,0.061,0.0867,-1.016665,-0.433333,Sr/Ca,-999,-999,-0.316292,-0.230831,-999,27.76,27.9,1875,February
1875.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.6,0.0927,0.168,-1.544443333,-0.84,Sr/Ca,-999,-999,-0.238605,-0.749741,-999,27.97,27.61,1875,March
1875.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.53,0.1,0.215,-1.666666667,-1.075,Sr/Ca,-999,-999,-0.617218,-0.681736,-999,27.45,27.55,1875,April
1875.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.45,0.097,0.241333,-1.616668333,-1.206665,Sr/Ca,-999,-999,-0.29068,-0.277292,-999,27.42,27.59,1875,May
1875.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.01,-4.36,0.0987,0.250666,-1.644468333,-1.25333,Sr/Ca,-999,-999,-0.0735,-0.242931,-999,26.96,27.16,1875,June
