Year,core_id,reef,country,lat,long,Sr/Ca,d18O,Sr/CaA,d18OA,Sr/Ca SST_A,d18O SST_A,Isotope,value,AVHRR_A,HadSST1_A,ERSST_A,AVHRR SST,HadSST1,ERSST,year,month
1808.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-4.91,-0.0773,-0.142,1.288875,0.71,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,March
1808.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.78,-4.94,-0.08,-0.195,1.333331667,0.975,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,April
1808.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.91,-0.093,-0.218667,1.549991667,1.093335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,May
1808.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.82,-0.101332,-0.209334,1.688866667,1.04667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,June
1808.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.77,-0.104667,-0.216666,1.74445,1.08333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,July
1808.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.76,-0.107667,-0.224667,1.79445,1.123335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,August
1808.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.78,-0.12,-0.23,2,1.15,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,September
1808.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.75,-0.124667,-0.193,2.077783333,0.965,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,October
1808.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.82,-0.119666,-0.250666,1.994433333,1.25333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,November
1808.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.78,-4.97,-0.120667,-0.362334,2.011116667,1.81167,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1808,December
1809,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.78,-5.01,-0.095,-0.336333,1.583321667,1.681665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,January
1809.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-5,-0.089,-0.263333,1.483328333,1.316665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,February
1809.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.75,-4.96,-0.0973,-0.192,1.622216667,0.96,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,March
1809.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.87,-0.07,-0.125,1.166661667,0.625,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,April
1809.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.78,-0.043,-0.0887,0.716655,0.4433345,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,May
1809.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.72,-0.0613,-0.109334,1.022195,0.54667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,June
1809.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.68,-0.0947,-0.126666,1.577775,0.63333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,July
1809.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.66,-0.117667,-0.124667,1.961116667,0.623335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,August
1809.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.69,-0.13,-0.14,2.166666667,0.7,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,September
1809.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.73,-0.134666,-0.173,2.244433333,0.865,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,October
1809.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.82,-0.129666,-0.250666,2.1611,1.25333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,November
1809.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.93,-0.100667,-0.322334,1.677783333,1.61167,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1809,December
1810,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.97,-0.085,-0.296333,1.416651667,1.481665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,January
1810.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.74,-4.93,-0.119,-0.193333,1.983333333,0.966665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,February
1810.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.71,-4.91,-0.137333,-0.142,2.288883333,0.71,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,March
1810.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.72,-5.02,-0.139999,-0.275,2.333316667,1.375,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,April
1810.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.75,-5.12,-0.132999,-0.428667,2.21665,2.143335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,May
1810.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-5.02,-0.121332,-0.409334,2.0222,2.04667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,June
1810.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.88,-0.114667,-0.326666,1.911116667,1.63333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,July
1810.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.76,-0.117667,-0.224667,1.961116667,1.123335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,August
1810.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.63,-0.11,-0.08,1.833333333,0.400002,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,September
1810.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.5,-0.0647,0.057,1.077778333,-0.2849985,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,October
1810.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.39,-0.00967,0.179334,0.161107333,-0.89667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,November
1810.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.49,0.0193,0.117666,-0.322215,-0.58833,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1810,December
1811,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.62,0.025,0.0537,-0.416676667,-0.2683355,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,January
1811.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.77,-0.019,-0.0333,0.316668333,0.1666665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,February
1811.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.78,-4.89,-0.0673,-0.122,1.12222,0.61,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,March
1811.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-4.83,-0.07,-0.085,1.166661667,0.424998,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,April
1811.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.77,-0.063,-0.0787,1.049995,0.3933335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,May
1811.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.75,-0.0813,-0.139334,1.355536667,0.69667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,June
1811.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.66,-0.0847,-0.106666,1.411105,0.53333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,July
1811.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.53,-0.0877,0.00533,1.461125,-0.02666475,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,August
1811.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.5,-0.07,0.05,1.166661667,-0.2499985,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,September
1811.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.51,-0.0447,0.047,0.744453333,-0.2349975,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,October
1811.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.6,-0.0197,-0.0307,0.327778333,0.1533295,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,November
1811.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.67,-6.68e-4,-0.0623,0.0111262,0.3116705,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1811,December
1812,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.72,0.005,-0.0463,-0.083351167,0.231664,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,January
1812.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.74,0.011,-0.00333,-0.183328333,0.01666545,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,February
1812.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.74,0.00267,0.028,-0.044457167,-0.1399995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,March
1812.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.75,0,-0.005,0,0.0249982,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,April
1812.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.73,-0.003,-0.0387,0.0499885,0.1933335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,May
1812.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.65,-0.0113,-0.0393,0.188875,0.196669,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,June
1812.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.59,-0.0347,-0.0367,0.577783333,0.1833295,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,July
1812.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.57,-0.0577,-0.0347,0.961113333,0.173335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,August
1812.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.67,-0.05,-0.12,0.833336667,0.6,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,September
1812.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.79,-0.0447,-0.233,0.744453333,1.165,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,October
1812.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.81,-0.0697,-0.240666,1.161115,1.20333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,November
1812.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.83,-0.0407,-0.222334,0.677791667,1.11167,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1812,December
1813,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.87,0.015,-0.196333,-0.250021667,0.981665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,January
1813.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.84,0.021,-0.103333,-0.349998333,0.516665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,February
1813.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.8,0.00267,-0.032,-0.044457167,0.1600025,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,March
1813.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.83,-0.01,-0.085,0.166654667,0.424998,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,April
1813.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.83,-0.023,-0.138667,0.38333,0.693335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,May
1813.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.65,-0.0213,-0.0393,0.35553,0.196669,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,June
1813.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.46,-0.00467,0.0933,0.077772167,-0.466671,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,July
1813.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.44,0.0123,0.0953,-0.205548333,-0.4766655,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,August
1813.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.45,0.03,0.1,-0.499995,-0.4999995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,September
1813.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.47,0.0153,0.087,-0.255553333,-0.4349995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,October
1813.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.49,3.34e-4,0.0793,-0.0055631,-0.3966715,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,November
1813.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.54,0.00933,0.0677,-0.155544333,-0.3383305,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1813,December
1814,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.59,0.015,0.0837,-0.250021667,-0.418334,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,January
1814.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.64,0.011,0.0967,-0.183328333,-0.483334,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,February
1814.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.68,0.00267,0.088,-0.044457167,-0.439999,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,March
1814.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.63,0.02,0.115,-0.333341667,-0.575,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,April
1814.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.6,0.027,0.0913,-0.450006667,-0.456667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,May
1814.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.52,0.0187,0.0907,-0.311136667,-0.4533315,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,June
1814.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.38,-0.00467,0.173334,0.077772167,-0.86667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,July
1814.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.4,-0.0177,0.135333,0.294446667,-0.676665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,August
1814.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.38,-0.04,0.17,0.666666667,-0.85,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,September
1814.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.36,-0.0447,0.197,0.744453333,-0.985,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,October
1814.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.51,-0.0497,0.0593,0.827773333,-0.296669,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,November
1814.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.59,-0.0507,0.0177,0.844446667,-0.0883295,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1814,December
1815,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.66,-0.035,0.0137,0.583315,-0.0683355,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,January
1815.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.68,-0.039,0.0567,0.650008333,-0.2833345,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,February
1815.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-4.78,-0.0473,-0.012,0.78888,0.060003,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,March
1815.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.71,-0.02,0.035,0.333325,-0.1750015,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,April
1815.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.62,-0.013,0.0713,0.216658333,-0.356667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,May
1815.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.59,-0.0413,0.0207,0.68887,-0.1033305,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,June
1815.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.56,-0.0747,-0.00667,1.24445,0.03332855,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,July
1815.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.52,-0.0677,0.0153,1.127783333,-0.076666,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,August
1815.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.48,-0.06,0.07,0.999991667,-0.3499985,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,September
1815.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.38,-0.0447,0.177,0.744453333,-0.885,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,October
1815.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.29,-0.0197,0.279334,0.327778333,-1.39667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,November
1815.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.37,0.00933,0.237666,-0.155544333,-1.18833,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1815,December
1816,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.48,0.015,0.193667,-0.250021667,-0.968335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,January
1816.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.66,-0.039,0.0767,0.650008333,-0.383334,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,February
1816.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.77,-4.82,-0.0773,-0.052,1.288875,0.2600025,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,March
1816.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.78,-4.83,-0.08,-0.085,1.333331667,0.424998,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,April
1816.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.81,-4.77,-0.073,-0.0787,1.21665,0.3933335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,May
1816.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.63,-0.0513,-0.0193,0.855541667,0.096669,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,June
1816.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.54,-0.0547,0.0133,0.911108333,-0.0666715,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,July
1816.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.89,-4.5,-0.0577,0.0353,0.961113333,-0.176666,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,August
1816.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.6,-0.07,-0.05,1.166661667,0.250001,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,September
1816.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.71,-0.0847,-0.153,1.41112,0.765,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,October
1816.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.73,-0.0697,-0.160666,1.161115,0.80333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,November
1816.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.79,-0.0407,-0.182334,0.677791667,0.91167,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1816,December
1817,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.87,-4.91,-0.005,-0.236333,0.083319333,1.181665,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,January
1817.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-5.03,-0.029,-0.293334,0.483338333,1.46667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,February
1817.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.79,-5.11,-0.0573,-0.342,0.95555,1.71,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,March
1817.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.8,-5.06,-0.06,-0.315,0.999991667,1.575,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,April
1817.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.82,-4.99,-0.063,-0.298666,1.049995,1.49333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,May
1817.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.85,-0.0513,-0.239334,0.855541667,1.19667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,June
1817.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.66,-0.0347,-0.106666,0.577783333,0.53333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,July
1817.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.51,-0.00767,0.0253,0.127792333,-0.1266645,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,August
1817.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.49,-0.02,0.06,0.333325,-0.2999995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,September
1817.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.49,-0.0147,0.067,0.244443333,-0.3349995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,October
1817.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.91,-4.53,-0.0197,0.0393,0.327778333,-0.196669,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,November
1817.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.58,-6.68e-4,0.0277,0.0111262,-0.1383305,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1817,December
1818,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.68,0.005,-0.00633,-0.083351167,0.03166435,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,January
1818.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.85,-4.82,-0.009,-0.0833,0.149997,0.4166675,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,February
1818.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.83,-4.95,-0.0173,-0.182,0.288883333,0.91,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,March
1818.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.84,-4.99,-0.02,-0.244999,0.333325,1.224995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,April
1818.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.86,-4.98,-0.023,-0.288667,0.38333,1.443335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,May
1818.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.88,-0.0113,-0.269334,0.188875,1.34667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,June
1818.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.78,-0.00467,-0.226666,0.077772167,1.13333,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,July
1818.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.73,0.0123,-0.194667,-0.205548333,0.973335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,August
1818.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.68,0.03,-0.13,-0.499995,0.65,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,September
1818.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.55,0.0353,0.007,-0.588878333,-0.03499745,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,October
1818.83,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.43,0.0503,0.139334,-0.838883333,-0.69667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,November
1818.92,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.96,-4.5,0.0593,0.107666,-0.98888,-0.53833,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1818,December
1819,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.93,-4.59,0.055,0.0837,-0.916688333,-0.418334,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,January
1819.08,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.63,0.041,0.106667,-0.683323333,-0.533335,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,February
1819.17,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.88,-4.65,0.0327,0.118,-0.544453333,-0.59,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,March
1819.25,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.9,-4.65,0.04,0.095,-0.666666667,-0.4750015,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,April
1819.33,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.92,-4.65,0.037,0.0413,-0.616678333,-0.206666,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,May
1819.42,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.94,-4.62,0.0287,-0.00933,-0.47779,0.04666805,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,June
1819.5,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,8.98,-4.56,0.0453,-0.00667,-0.755548333,0.03332855,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,July
1819.58,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9,-4.49,0.0523,0.0453,-0.872215,-0.226667,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,August
1819.67,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.03,-4.37,0.08,0.18,-1.333331667,-0.9,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,September
1819.75,DAR Long,Cocos Keeling,Australia,-12.0953,96.875,9.04,-4.26,0.0953,0.296999,-1.588885,-1.484995,Sr/Ca,-999,-999,-999,-999,-999,-999,-999,1819,October
