sst,Latitude,Longitude,Date,end_date,Data_Type,Site,Reef_Site,date
22.5,-21.91,113.97,1989-10-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.89,-21.91,113.97,1989-10-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.89,-21.91,113.97,1989-10-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.89,-21.91,113.97,1989-10-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.46,-21.91,113.97,1989-10-29,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.39,-21.91,113.97,1989-10-30,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
23.1,-21.91,113.97,1989-10-31,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Oct
22.88,-21.91,113.97,1989-11-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
22.830000000000002,-21.91,113.97,1989-11-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
22.98,-21.91,113.97,1989-11-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.13,-21.91,113.97,1989-11-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.77,-21.91,113.97,1989-11-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
25,-21.91,113.97,1989-11-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.88,-21.91,113.97,1989-11-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.61,-21.91,113.97,1989-11-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.21,-21.91,113.97,1989-11-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.97,-21.91,113.97,1989-11-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.6,-21.91,113.97,1989-11-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.330000000000002,-21.91,113.97,1989-11-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.46,-21.91,113.97,1989-11-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.34,-21.91,113.97,1989-11-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
22.830000000000002,-21.91,113.97,1989-11-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
22.81,-21.91,113.97,1989-11-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.63,-21.91,113.97,1989-11-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.28,-21.91,113.97,1989-11-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.26,-21.91,113.97,1989-11-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.740000000000002,-21.91,113.97,1989-11-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.35,-21.91,113.97,1989-11-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.71,-21.91,113.97,1989-11-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.86,-21.91,113.97,1989-11-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.740000000000002,-21.91,113.97,1989-11-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.7,-21.91,113.97,1989-11-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.63,-21.91,113.97,1989-11-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.51,-21.91,113.97,1989-11-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.88,-21.91,113.97,1989-11-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.87,-21.91,113.97,1989-11-29,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
24.78,-21.91,113.97,1989-11-30,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Nov
23.79,-21.91,113.97,1989-12-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.93,-21.91,113.97,1989-12-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.91,-21.91,113.97,1989-12-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
22.580000000000002,-21.91,113.97,1989-12-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
21.900000000000002,-21.91,113.97,1989-12-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
22.72,-21.91,113.97,1989-12-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.91,-21.91,113.97,1989-12-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.3,-21.91,113.97,1989-12-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.54,-21.91,113.97,1989-12-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.73,-21.91,113.97,1989-12-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.5,-21.91,113.97,1989-12-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.41,-21.91,113.97,1989-12-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.900000000000002,-21.91,113.97,1989-12-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.830000000000002,-21.91,113.97,1989-12-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.29,-21.91,113.97,1989-12-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.28,-21.91,113.97,1989-12-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.53,-21.91,113.97,1989-12-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.150000000000002,-21.91,113.97,1989-12-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.2,-21.91,113.97,1989-12-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.53,-21.91,113.97,1989-12-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.560000000000002,-21.91,113.97,1989-12-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
23.990000000000002,-21.91,113.97,1989-12-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.48,-21.91,113.97,1989-12-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.37,-21.91,113.97,1989-12-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.54,-21.91,113.97,1989-12-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
24.75,-21.91,113.97,1989-12-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.26,-21.91,113.97,1989-12-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.1,-21.91,113.97,1989-12-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.19,-21.91,113.97,1989-12-29,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.54,-21.91,113.97,1989-12-30,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.57,-21.91,113.97,1989-12-31,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1989-Dec
25.05,-21.91,113.97,1990-01-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.71,-21.91,113.97,1990-01-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.55,-21.91,113.97,1990-01-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.88,-21.91,113.97,1990-01-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.09,-21.91,113.97,1990-01-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.91,-21.91,113.97,1990-01-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.060000000000002,-21.91,113.97,1990-01-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.61,-21.91,113.97,1990-01-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.52,-21.91,113.97,1990-01-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.43,-21.91,113.97,1990-01-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.92,-21.91,113.97,1990-01-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
24.85,-21.91,113.97,1990-01-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.18,-21.91,113.97,1990-01-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.39,-21.91,113.97,1990-01-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.21,-21.91,113.97,1990-01-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.54,-21.91,113.97,1990-01-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.7,-21.91,113.97,1990-01-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
25.75,-21.91,113.97,1990-01-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.14,-21.91,113.97,1990-01-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.39,-21.91,113.97,1990-01-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.76,-21.91,113.97,1990-01-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.38,-21.91,113.97,1990-01-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.84,-21.91,113.97,1990-01-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.94,-21.91,113.97,1990-01-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.87,-21.91,113.97,1990-01-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.990000000000002,-21.91,113.97,1990-01-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
28.01,-21.91,113.97,1990-01-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.150000000000002,-21.91,113.97,1990-01-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.45,-21.91,113.97,1990-01-29,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
27.29,-21.91,113.97,1990-01-30,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.71,-21.91,113.97,1990-01-31,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Jan
26.45,-21.91,113.97,1990-02-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
26.52,-21.91,113.97,1990-02-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.38,-21.91,113.97,1990-02-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.26,-21.91,113.97,1990-02-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.580000000000002,-21.91,113.97,1990-02-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.63,-21.91,113.97,1990-02-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.75,-21.91,113.97,1990-02-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.080000000000002,-21.91,113.97,1990-02-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.810000000000002,-21.91,113.97,1990-02-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.96,-21.91,113.97,1990-02-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.02,-21.91,113.97,1990-02-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.93,-21.91,113.97,1990-02-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.830000000000002,-21.91,113.97,1990-02-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.84,-21.91,113.97,1990-02-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.810000000000002,-21.91,113.97,1990-02-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.54,-21.91,113.97,1990-02-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.64,-21.91,113.97,1990-02-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.59,-21.91,113.97,1990-02-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.060000000000002,-21.91,113.97,1990-02-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
26.52,-21.91,113.97,1990-02-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
26.68,-21.91,113.97,1990-02-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.18,-21.91,113.97,1990-02-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.68,-21.91,113.97,1990-02-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.98,-21.91,113.97,1990-02-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
27.98,-21.91,113.97,1990-02-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.11,-21.91,113.97,1990-02-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.19,-21.91,113.97,1990-02-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.76,-21.91,113.97,1990-02-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Feb
28.560000000000002,-21.91,113.97,1990-03-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.580000000000002,-21.91,113.97,1990-03-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.82,-21.91,113.97,1990-03-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.080000000000002,-21.91,113.97,1990-03-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.14,-21.91,113.97,1990-03-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.080000000000002,-21.91,113.97,1990-03-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.89,-21.91,113.97,1990-03-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.52,-21.91,113.97,1990-03-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.59,-21.91,113.97,1990-03-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.46,-21.91,113.97,1990-03-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.46,-21.91,113.97,1990-03-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.52,-21.91,113.97,1990-03-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.53,-21.91,113.97,1990-03-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.44,-21.91,113.97,1990-03-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.6,-21.91,113.97,1990-03-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.29,-21.91,113.97,1990-03-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.060000000000002,-21.91,113.97,1990-03-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.07,-21.91,113.97,1990-03-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.7,-21.91,113.97,1990-03-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.14,-21.91,113.97,1990-03-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.17,-21.91,113.97,1990-03-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.04,-21.91,113.97,1990-03-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.28,-21.91,113.97,1990-03-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.51,-21.91,113.97,1990-03-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.41,-21.91,113.97,1990-03-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.25,-21.91,113.97,1990-03-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27,-21.91,113.97,1990-03-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
26.85,-21.91,113.97,1990-03-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
26.88,-21.91,113.97,1990-03-29,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
27.68,-21.91,113.97,1990-03-30,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.12,-21.91,113.97,1990-03-31,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Mar
28.12,-21.91,113.97,1990-04-01,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
28.080000000000002,-21.91,113.97,1990-04-02,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.62,-21.91,113.97,1990-04-03,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.28,-21.91,113.97,1990-04-04,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.02,-21.91,113.97,1990-04-05,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.66,-21.91,113.97,1990-04-06,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.490000000000002,-21.91,113.97,1990-04-07,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.71,-21.91,113.97,1990-04-08,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.490000000000002,-21.91,113.97,1990-04-09,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
28.01,-21.91,113.97,1990-04-10,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
28.060000000000002,-21.91,113.97,1990-04-11,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
28.07,-21.91,113.97,1990-04-12,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.830000000000002,-21.91,113.97,1990-04-13,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.75,-21.91,113.97,1990-04-14,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.650000000000002,-21.91,113.97,1990-04-15,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.2,-21.91,113.97,1990-04-16,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.560000000000002,-21.91,113.97,1990-04-17,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.2,-21.91,113.97,1990-04-18,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.97,-21.91,113.97,1990-04-19,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.14,-21.91,113.97,1990-04-20,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.22,-21.91,113.97,1990-04-21,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.69,-21.91,113.97,1990-04-22,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.37,-21.91,113.97,1990-04-23,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
27.39,-21.91,113.97,1990-04-24,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.59,-21.91,113.97,1990-04-25,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.59,-21.91,113.97,1990-04-26,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.48,-21.91,113.97,1990-04-27,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
26.63,-21.91,113.97,1990-04-28,2021-06-01,Coral Core Sr/Ca Proxy,Ningaloo Reef,Tantabiddi (13TNT),1990-Apr
