site,subsite,Latitude,Longitude,Date,end_date,days_into_past,mean_sst,sd_sst,degree_heating_week_mmm_climatology,mmm_climatology_as_at,mmm_climatology,degree_heating_week_mmm_custom_range,mmm_custom_range_years,mmm_custom_range,degree_heating_week_mmm_to_date,mmm_to_date_start_date,mmm_to_date,dhw_calculated_thres,dhw_from_noaa_layers,high_spell_event_count,high_spell_duration_mean,high_spell_duration_max,high_spell_rise_mean,high_spell_peak_mean,high_spell_peak_sd,high_spell_threshold,low_spell_duration_mean,low_spell_duration_max,low_spell_threshold
Scott Reef,SCOTT_RPO_1,-14.0574,121.783,2016-05-18,2016-05-18,84,31.13529411764706,0.4996893993255404,15.545720447929849,2019-01-01,29.689999336376786,14.322148850203622,1985_to_1990,29.791666000771027,17.17876247348667,1985-01-01,29.61096708007878,1,15.379999656230211,1,85,85,0.13780487804878064,31.279473684210526,0.5341605427023954,29.689999336376786,NA,NA,29.689999336376786
Scott Reef,SCOTT_SL4,-14.0237,121.8604,2016-05-18,2016-05-18,84,31.134823529411765,0.5041886735016915,16.11714930159706,2019-01-01,29.679999336600304,14.583339419478461,1985_to_1990,29.781666000994544,17.407979157083616,1985-01-01,29.607418693061316,1,15.939999643713236,1,85,85,0.14236842105263167,31.242631578947368,0.5521457346395985,29.679999336600304,NA,NA,29.679999336600304
Scott Reef,SCOTT_SS3,-13.6369,122.0267,2016-05-18,2016-05-18,84,31.154470588235295,0.4896755628604975,16.115720831549602,2019-01-01,29.70999933592975,15.357387318822264,1985_to_1990,29.75833266818275,17.2698685648282,1985-01-01,29.637096111752815,1,15.909999644383788,1,85,85,0.14473684210526336,31.28571428571429,0.5367547990337064,29.70999933592975,NA,NA,29.70999933592975
Scott Reef,SCOTTNR1,-13.9851,121.8769,2016-05-18,2016-05-18,84,31.14364705882353,0.5015282526790432,16.09714930376837,2019-01-01,29.689999336376786,14.914291990974137,1985_to_1990,29.783332667623956,17.591251142076864,1985-01-01,29.61193482199263,1,15.91999964416027,1,85,85,0.1415789473684213,31.25263157894737,0.5489165298341327,29.689999336376786,NA,NA,29.689999336376786
Scott Reef,SCOTTSL1,-14.0793,121.948,2016-05-18,2016-05-18,84,31.13658823529412,0.5009504132412813,16.142863587311343,2019-01-01,29.679999336600304,14.807863322714615,1985_to_1990,29.774999334476888,17.175582653847165,1985-01-01,29.603870306043856,1,15.969999643042684,1,85,85,0.13923076923076913,31.262857142857143,0.529567208738823,29.679999336600304,NA,NA,29.679999336600304
Scott Reef,SCOTTSL2,-14.1884,121.799,2016-05-18,2016-05-18,84,31.138470588235293,0.494540445364017,15.517149118376636,2019-01-01,29.70999933592975,14.571910848049885,1985_to_1990,29.781666000994544,17.2678868958409,1985-01-01,29.603870306043856,1,15.359999656677246,1,85,85,0.13902439024390217,31.290526315789474,0.52686150071501,29.70999933592975,NA,NA,29.70999933592975
Scott Reef,SCOTTSL3,-14.069,121.777,2016-05-18,2016-05-18,84,31.13529411764706,0.4996893993255404,15.545720447929849,2019-01-01,29.689999336376786,14.322148850203622,1985_to_1990,29.791666000771027,17.17876247348667,1985-01-01,29.61096708007878,1,15.379999656230211,1,85,85,0.13780487804878064,31.279473684210526,0.5341605427023954,29.689999336376786,NA,NA,29.689999336376786
Scott Reef,SCOTTSS1,-14.0788,121.978,2016-05-18,2016-05-18,84,31.144117647058824,0.49808512878644284,16.217149301597058,2019-01-01,29.679999336600304,14.887625227130611,1985_to_1990,29.773332667847473,17.427333899790995,1985-01-01,29.600967080302297,1,16.03999964147806,1,85,85,0.1352500000000001,31.2965,0.5194762038012807,29.679999336600304,NA,NA,29.679999336600304
Scott Reef,SCOTTSS2,-13.9238,121.915,2016-05-18,2016-05-18,84,31.146941176470587,0.4966291697160824,16.65429244305407,2019-01-01,29.679999336600304,15.157863512864077,1985_to_1990,29.774999334476888,17.344661091217617,1985-01-01,29.61193482199263,1,16.469999631866813,1,85,85,0.1508333333333335,31.241111111111113,0.5628696316397095,29.679999336600304,NA,NA,29.679999336600304
